userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,61.72628402709961) (51,61.409942626953125)* (1073,61.080013275146484) (187,60.8080940246582) (59,60.28465270996094)* (157,60.01789093017578) (1098,59.44164276123047) (599,59.4344596862793) (511,59.320465087890625) (1464,59.24199676513672) (227,59.05555725097656) (715,59.03497314453125) (1122,59.002037048339844) (900,58.998680114746094) (1833,58.9981689453125) (159,58.96393585205078) (172,58.934898376464844) (1014,58.8427619934082) (4308,58.699668884277344) (61,58.680938720703125)*
580: (198,59.28514862060547) (234,58.90146255493164) (154,58.69057846069336) (163,58.525203704833984) (2580,58.44487380981445) (1974,58.36558532714844) (707,58.351409912109375) (6765,58.3509635925293) (220,58.18764114379883) (1412,58.14670944213867) (217,58.0634765625) (190,58.050758361816406) (412,58.03839874267578) (226,58.01593017578125) (3616,58.013999938964844) (1116,57.90110778808594) (815,57.853858947753906) (982,57.82477951049805) (823,57.79590606689453) (1239,57.79332733154297)
581: (389,63.49768829345703) (3063,63.21683883666992) (2044,62.991058349609375) (959,62.79749298095703) (67,62.781612396240234)* (67,62.781612396240234)* (8422,62.748985290527344) (2183,62.676780700683594) (180,62.592559814453125) (8372,62.53569793701172) (1464,62.510990142822266) (641,62.50893783569336) (265,62.429744720458984)* (2068,62.31964111328125) (727,62.27181625366211) (176,62.250328063964844) (1729,62.248023986816406) (155,62.2269287109375) (2047,62.1179084777832) (2454,62.11772918701172)
582: (842,56.677371978759766)* (3029,56.607765197753906) (2586,56.45530700683594)* (4096,56.33295822143555) (3997,56.2718620300293)* (825,56.23969268798828) (809,56.1923942565918) (815,56.17388153076172)* (8293,56.02622604370117)* (10650,56.01397705078125) (2187,55.714664459228516) (850,55.63084030151367) (2429,55.619537353515625) (3721,55.26435852050781) (4107,55.21540451049805) (4002,55.165531158447266) (1541,55.13553237915039)* (8261,55.10346603393555) (503,55.10233688354492) (1547,55.04518127441406)*
583: (2850,58.29096984863281) (808,58.241580963134766)* (540,58.2010612487793) (377,58.18046951293945) (2150,57.94744873046875) (1179,57.911067962646484) (209,57.85852813720703) (512,57.69129943847656) (486,57.61571502685547)* (412,57.577972412109375) (493,57.54432678222656)* (1091,57.5400505065918) (1116,57.503604888916016) (488,57.463829040527344) (1184,57.420745849609375) (1378,57.390350341796875) (2206,57.38880157470703) (45,57.337974548339844) (489,57.28294372558594) (1181,57.27383041381836)*
584: (5249,63.228424072265625) (892,63.15497970581055) (2455,62.598270416259766) (3063,62.38008499145508) (2047,62.37184143066406) (730,62.37148666381836) (1415,62.16106414794922) (1464,62.06095886230469) (2394,62.00836181640625) (575,61.95283508300781) (5787,61.882957458496094) (257,61.876251220703125) (265,61.86254119873047) (8743,61.857635498046875) (9417,61.84046173095703) (1489,61.837799072265625) (2183,61.80865478515625) (11887,61.77717590332031) (253,61.76762771606445) (157,61.76203918457031)
585: (155,56.93598937988281) (511,56.846580505371094) (1795,56.547767639160156) (157,56.46026611328125) (959,56.28871154785156) (389,56.27690887451172) (1375,56.229286193847656) (72,56.08435821533203) (72,56.08435821533203) (67,55.99833679199219) (67,55.99833679199219) (183,55.936073303222656) (986,55.935367584228516) (316,55.91762924194336) (3945,55.885894775390625) (727,55.82006072998047) (182,55.77317810058594) (2783,55.76559066772461)* (234,55.7484245300293) (3046,55.698936462402344)
586: (4335,55.712913513183594) (917,55.41301727294922) (2746,55.165775299072266) (954,55.03176498413086)* (2952,54.891075134277344) (841,54.332763671875) (2838,54.22441101074219) (4277,54.2226676940918) (1281,54.21216583251953) (1344,54.118587493896484) (956,54.063323974609375) (1535,53.989105224609375) (6286,53.85273742675781) (1214,53.811607360839844) (1521,53.72127914428711) (4283,53.69764709472656) (1367,53.65726852416992) (957,53.64639663696289) (918,53.60760498046875) (1363,53.445556640625)
587: (978,63.918174743652344) (1145,63.64392852783203) (1044,63.63426971435547) (517,63.558349609375)* (707,63.51136779785156) (808,63.46625900268555) (503,63.428245544433594)* (953,63.12352752685547) (2379,63.0951042175293) (1672,62.681270599365234) (234,62.663902282714844) (813,62.66002655029297) (2794,62.60841369628906) (920,62.53062438964844) (917,62.477813720703125) (383,62.39413833618164) (830,62.376922607421875) (846,62.37274169921875) (500,62.252403259277344) (815,62.22202682495117)*
589: (295,63.00342559814453)* (333,62.74597930908203) (306,62.54093933105469) (299,62.113609313964844) (257,62.11359786987305) (302,62.00149154663086) (321,61.964141845703125) (349,61.809410095214844) (291,61.77296447753906) (325,61.67347717285156)* (908,61.668426513671875) (686,61.51398468017578)* (544,61.470245361328125)* (681,61.46630096435547) (1453,61.41648483276367) (464,61.38921356201172) (386,61.360260009765625) (679,61.33378982543945) (523,61.22764587402344)* (293,61.182735443115234)
590: (344,58.03345489501953) (464,57.68390655517578)* (291,57.53105163574219) (681,57.41754913330078) (321,57.406097412109375) (302,57.34752655029297)* (1047,57.30805969238281) (680,57.15363311767578) (966,57.12776184082031) (378,57.1083869934082) (544,57.0977783203125) (295,57.06320571899414) (324,57.03310012817383) (292,57.027503967285156) (481,56.98359680175781) (1447,56.784271240234375) (230,56.782073974609375) (523,56.74479293823242)* (903,56.6678581237793) (704,56.654930114746094)
592: (930,62.3021125793457) (2014,61.709022521972656) (157,61.50047302246094)* (518,61.490726470947266) (173,61.2887077331543) (378,61.1589241027832) (1114,61.14247131347656) (377,61.04801940917969) (486,60.85630798339844) (65,60.752357482910156) (65,60.752357482910156) (959,60.737937927246094) (726,60.704288482666016) (172,60.574371337890625) (155,60.52922821044922)* (511,60.45686340332031) (189,60.44078826904297) (1714,60.4267578125) (972,60.391204833984375) (504,60.35712432861328)
593: (289,58.13587951660156) (681,57.825340270996094)* (1447,57.75736999511719) (291,57.732994079589844) (257,57.73271560668945) (1459,57.5064697265625) (295,57.414608001708984)* (2439,57.307151794433594) (356,57.249351501464844) (455,57.197532653808594) (466,57.19061279296875)* (701,57.1673583984375)* (342,57.144100189208984) (1698,57.058380126953125)* (3859,56.95687484741211) (292,56.92945098876953) (89,56.91660690307617) (8364,56.834991455078125) (1462,56.811134338378906) (679,56.80305480957031)
594: (808,63.58957290649414) (917,63.457176208496094) (1044,63.43252182006836)* (1351,63.29449462890625) (982,63.26453399658203) (230,63.26115798950195) (517,63.22600555419922) (978,63.192420959472656) (1145,63.133811950683594)* (1412,63.089149475097656)* (726,63.00194549560547) (65,62.90229034423828) (65,62.90229034423828) (227,62.897193908691406) (1873,62.811195373535156) (1854,62.76163101196289) (959,62.69993591308594) (614,62.65382766723633) (489,62.643733978271484) (1406,62.54446029663086)*
595: (917,65.49310302734375)* (841,65.2607650756836)* (1360,64.70455169677734) (918,64.56047821044922)* (954,64.06236267089844)* (956,63.752986907958984)* (957,63.497657775878906)* (1369,63.347381591796875)* (15,63.29065704345703) (707,63.26549530029297)* (710,63.233245849609375) (1261,63.11409378051758) (1531,62.90312194824219) (1522,62.82798767089844) (2342,62.74559783935547) (1527,62.72249984741211)* (1342,62.60478973388672) (3470,62.597625732421875) (5157,62.58216857910156) (923,62.57149887084961)*
596: (852,65.25715637207031) (1878,64.82609558105469) (59,64.71422576904297)* (5913,64.62206268310547) (3280,64.53680419921875) (2938,64.52315521240234)* (874,64.27401733398438) (3201,63.97450256347656) (193,63.94227600097656) (875,63.89085388183594)* (72,63.814308166503906)* (72,63.814308166503906)* (3436,63.71410369873047) (98,63.63297653198242) (851,63.61854553222656) (5833,63.58451843261719) (6075,63.45426940917969) (159,63.43730163574219)* (3295,63.3673210144043) (3451,63.33650588989258)
598: (295,59.14335632324219) (67,59.138282775878906) (67,59.138282775878906) (265,58.404685974121094) (300,58.16868591308594)* (257,58.11122131347656) (157,57.82500457763672) (701,57.818138122558594) (302,57.7530403137207) (889,57.57865905761719) (306,57.46437072753906) (525,57.389366149902344) (2523,57.325340270996094) (298,57.317806243896484) (294,57.30519485473633) (310,57.30482864379883) (291,57.24128723144531) (349,57.231056213378906)* (913,57.08221435546875) (1052,57.01454162597656)
601: (11146,59.69037628173828) (2337,59.21852111816406) (2055,58.768333435058594) (2317,58.62517547607422) (7203,58.60136413574219) (4887,58.51701354980469) (10912,58.498619079589844) (2338,58.48759841918945) (6077,58.46272277832031) (963,58.452117919921875) (2465,58.446205139160156) (7142,58.41068649291992) (2339,58.25629425048828) (7540,58.16566848754883) (1124,58.020355224609375) (10910,57.979801177978516) (910,57.94618225097656) (986,57.88981628417969) (8383,57.88912582397461) (2033,57.80510711669922)
602: (4222,64.427978515625) (1541,64.24812316894531) (1187,63.93265914916992) (1858,63.54148864746094) (823,63.362728118896484) (6906,63.31685256958008) (1100,63.19218063354492) (7386,63.1865348815918) (2572,62.94464874267578) (8464,62.91798782348633)* (779,62.91048812866211) (154,62.90563201904297) (1197,62.89537048339844) (13523,62.88935089111328) (7665,62.783573150634766) (6594,62.7287483215332) (6765,62.66533660888672) (15055,62.66264343261719) (816,62.66200256347656) (1195,62.654510498046875)
603: (154,67.77008056640625) (225,66.44424438476562) (207,66.3048324584961) (234,66.28154754638672) (615,66.26338195800781) (859,65.96265411376953) (217,65.95069122314453) (5423,65.93165588378906) (436,65.92998504638672) (226,65.82158660888672) (222,65.81122589111328) (441,65.7567138671875) (1239,65.72515106201172) (227,65.68229675292969) (233,65.5754623413086) (199,65.5289306640625) (223,65.5189208984375) (964,65.46561431884766) (163,65.42162322998047) (416,65.42162322998047)
604: (157,59.12940979003906) (289,58.857566833496094)* (265,58.59949493408203)* (89,58.5062370300293)* (288,58.42285919189453)* (701,58.403282165527344)* (310,58.36555480957031)* (294,58.292327880859375) (329,58.10587692260742) (300,58.03831481933594)* (349,58.00358200073242)* (251,57.95383071899414) (302,57.79808807373047)* (455,57.72151184082031) (184,57.66928482055664) (285,57.59149932861328) (641,57.42231750488281) (161,57.32278823852539) (1464,57.276390075683594) (5249,57.21596145629883)
605: (154,61.80413055419922)* (65,60.913604736328125) (65,60.913604736328125) (190,60.360809326171875) (88,59.936927795410156) (199,59.75660705566406) (173,59.622257232666016) (969,59.50627899169922) (511,59.45844268798828) (228,59.416038513183594) (229,59.35615158081055)* (182,59.33614730834961) (1090,59.227657318115234) (614,59.16331481933594) (203,59.15791320800781)* (3621,59.14312744140625) (221,59.11351013183594) (210,59.09982681274414)* (436,59.04823303222656) (1048,59.02619934082031)
606: (1118,63.9002685546875) (1418,63.88207244873047) (163,63.65918731689453) (162,63.52486038208008) (1119,62.96569061279297) (2775,62.8699951171875) (3417,62.62297058105469) (2006,62.57707977294922)* (977,62.5078125) (769,62.14725875854492) (920,62.06949234008789) (755,61.88502502441406) (632,61.82908630371094) (707,61.69629669189453) (512,61.687435150146484) (186,61.555992126464844) (506,61.41606903076172) (1412,61.367431640625) (2473,61.36491012573242) (1216,61.353492736816406)
607: (28,63.287391662597656) (4283,63.167049407958984) (47,62.62564468383789) (1521,62.46068572998047) (13478,61.96833419799805) (1259,61.951622009277344) (9215,61.75342559814453) (3,61.69656753540039) (4273,61.58578872680664) (9226,61.21772766113281) (7472,61.192935943603516) (4182,61.1822624206543) (6658,61.16400146484375) (2756,61.147804260253906) (9211,61.08775329589844) (9212,61.06051254272461) (1260,60.927772521972656) (9214,60.83769607543945) (9222,60.796173095703125) (6286,60.67196273803711)
608: (7239,55.644840240478516) (9528,55.16054916381836) (5375,55.00743865966797) (2842,54.77229309082031) (2902,54.767173767089844) (2869,54.73753356933594) (917,54.6776237487793) (2952,54.425201416015625) (5403,54.34367370605469) (7111,54.20268249511719) (9190,54.108863830566406) (2873,53.95811462402344) (1553,53.90872573852539) (570,53.815067291259766) (583,53.73845672607422) (2463,53.72983169555664)* (718,53.68370819091797) (2871,53.645790100097656) (5382,53.63085174560547) (2894,53.582550048828125)
609: (2521,56.94443130493164) (548,56.73038101196289) (423,56.70081329345703) (690,56.43759536743164) (2083,56.405860900878906) (65,56.38265609741211) (65,56.38265609741211) (288,56.1967658996582)* (1098,56.18929672241211) (532,56.150245666503906) (903,56.02766418457031) (3200,56.02042770385742) (1934,56.005043029785156) (295,55.84557342529297)* (886,55.82666778564453) (4704,55.81719207763672) (679,55.802555084228516) (190,55.79893493652344) (430,55.79638671875) (980,55.71055221557617)
611: (4382,59.52531433105469) (7885,58.86176300048828) (3186,58.50068283081055) (1075,58.30388641357422) (5149,57.974761962890625) (59,57.67674255371094) (3183,57.53359603881836) (1098,57.515350341796875) (6920,57.36501693725586) (690,57.357322692871094) (757,57.35451889038086) (10738,57.29833984375) (689,57.03785705566406) (56,56.98982238769531) (56,56.98982238769531) (1379,56.823020935058594) (980,56.77582931518555) (3196,56.679969787597656) (14639,56.66238784790039) (64,56.6593017578125)
612: (2083,56.94851303100586) (690,56.8525505065918) (2521,56.6778678894043) (548,56.638771057128906) (1934,56.629844665527344)* (423,56.56757736206055) (980,56.479942321777344) (4704,56.30936813354492) (1485,56.114383697509766) (903,55.962669372558594) (430,55.72474670410156) (703,55.556976318359375) (67,55.556068420410156) (67,55.556068420410156) (5150,55.548675537109375) (1243,55.5277214050293) (1155,55.45014953613281) (901,55.30607604980469) (97,55.30143356323242) (295,55.26036834716797)
613: (554,59.35155487060547) (227,58.99443054199219) (2842,58.768714904785156) (2893,58.61499786376953) (585,58.498504638671875) (1242,58.460792541503906) (2265,58.43890380859375) (11484,58.17949676513672) (1553,58.11132049560547) (8109,58.00559616088867) (2629,57.93635559082031) (366,57.68022155761719)* (2625,57.63053894042969) (1469,57.559356689453125) (2855,57.494407653808594) (15268,57.49348068237305) (733,57.491554260253906) (1239,57.3994140625) (9423,57.2968635559082) (1755,57.29432678222656)
614: (377,60.24199295043945) (1854,60.12615966796875)* (1044,59.74353790283203) (488,59.53675842285156)* (486,59.36397171020508) (230,59.288909912109375) (808,59.26435089111328) (517,59.02458953857422)* (489,58.86698913574219) (510,58.827510833740234) (536,58.77941131591797)* (3084,58.770755767822266) (498,58.71097183227539) (490,58.63438415527344) (1186,58.560791015625) (412,58.54324722290039) (1852,58.52478790283203) (1406,58.449440002441406) (220,58.43974304199219) (1859,58.425621032714844)
616: (841,65.81448364257812)* (503,65.4574203491211)* (953,64.88500213623047) (1281,64.64594268798828) (923,64.50460815429688) (25,64.25640106201172) (806,64.07887268066406) (957,63.78412628173828) (785,63.77547073364258) (1339,63.74064254760742) (1358,63.71942901611328) (812,63.6861457824707) (15,63.45194625854492) (2963,63.37282180786133) (2970,63.34627914428711) (1347,63.24904251098633) (943,63.18537902832031) (1521,63.1732063293457) (1369,63.15882873535156) (5666,63.09220886230469)
617: (67,58.53547668457031)* (67,58.53547668457031)* (55,57.80116653442383)* (289,57.331363677978516) (306,57.13418197631836) (285,57.10411071777344) (241,57.03877639770508) (157,56.94176483154297) (279,56.91913604736328) (535,56.89535903930664) (4024,56.70050048828125) (331,56.656742095947266) (300,56.65083312988281) (789,56.60548400878906) (701,56.60264205932617) (294,56.30945587158203) (644,56.304439544677734) (265,56.22111892700195) (12370,56.189510345458984) (296,56.15602493286133)
618: (10008,58.27412414550781) (3729,58.26715850830078) (16272,57.95164489746094) (8932,57.8208122253418) (4197,57.41794204711914) (8925,57.41099166870117) (10449,57.36522674560547) (13857,57.181575775146484) (11859,57.15792465209961) (9801,57.14150619506836) (13819,57.13284683227539) (10759,57.08372497558594) (154,56.979522705078125) (9794,56.88789367675781) (12490,56.800819396972656) (13260,56.796897888183594) (763,56.69428634643555)* (2702,56.6390380859375) (1548,56.5640754699707) (5066,56.54315185546875)
619: (225,56.74278259277344) (425,56.72053909301758)* (1400,56.68803405761719) (1048,56.567935943603516) (199,56.51966857910156) (65,56.519309997558594) (65,56.519309997558594) (1239,56.346031188964844) (3030,56.24819564819336) (195,56.2464599609375) (210,56.04216003417969) (716,56.01966857910156) (533,55.92932891845703) (430,55.899559020996094)* (173,55.66572189331055) (898,55.661739349365234) (1632,55.64056396484375) (1515,55.613487243652344) (709,55.5938720703125) (1106,55.572052001953125)
