userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,32.04536819458008) (175,31.976829528808594) (51,31.805654525756836)* (157,31.769336700439453) (1836,31.647449493408203) (193,31.518014907836914) (1394,31.508024215698242) (1009,31.30048179626465) (993,31.26662826538086) (1795,31.23754119873047) (511,31.23424530029297) (187,31.209806442260742) (1156,30.946598052978516) (1122,30.911243438720703) (1098,30.80465316772461) (155,30.78659439086914) (1395,30.76462745666504) (722,30.73705291748047) (3501,30.72675323486328) (70,30.61557960510254)*
602: (2586,32.837120056152344) (1858,32.317543029785156) (2572,32.03485107421875) (3705,31.65519142150879) (13526,31.33424949645996) (6773,31.189313888549805) (2579,31.137310028076172) (5135,31.08464241027832) (6077,30.95058822631836) (6906,30.874309539794922) (1096,30.838647842407227) (12205,30.818849563598633) (2150,30.631492614746094) (4118,30.54002571105957) (1181,30.412567138671875) (1195,30.379636764526367) (2576,30.19231414794922) (768,30.16815757751465) (1196,30.0556640625) (15055,30.032888412475586)
603: (196,31.405344009399414) (3877,31.369966506958008) (1109,30.614803314208984) (163,30.42422103881836) (858,30.20732879638672) (214,30.18429946899414) (7219,30.119503021240234) (2836,29.948726654052734) (2446,29.866382598876953) (162,29.831815719604492) (227,29.828014373779297) (154,29.825668334960938) (3238,29.72798728942871) (1705,29.69481658935547) (206,29.64472007751465) (11754,29.581802368164062) (231,29.459226608276367) (173,29.395536422729492) (8230,29.392065048217773) (868,29.376863479614258)
604: (2454,30.256267547607422) (1601,30.014198303222656) (294,29.975309371948242) (349,29.84696388244629)* (251,29.7763614654541) (310,29.601051330566406)* (285,29.5506534576416) (265,29.51097297668457)* (302,29.441497802734375)* (3500,29.291114807128906) (157,29.16899871826172) (86,29.03546905517578) (1463,28.851909637451172) (180,28.781475067138672) (4707,28.766067504882812) (701,28.644264221191406)* (289,28.615205764770508)* (329,28.60223388671875) (89,28.557497024536133)* (288,28.464710235595703)*
605: (429,32.49882888793945) (203,31.74666976928711)* (154,31.47365951538086)* (65,31.40530776977539) (65,31.40530776977539) (2637,31.321491241455078) (859,31.184608459472656) (5235,31.067893981933594) (228,30.957645416259766) (715,30.950424194335938) (88,30.83932876586914) (436,30.826982498168945) (614,30.48824119567871) (424,30.46731185913086) (331,30.46613883972168) (1976,30.424068450927734) (511,30.402738571166992) (863,30.393238067626953) (223,30.306568145751953) (1090,30.24061393737793)
606: (1118,34.23607635498047) (1216,33.51515579223633) (1119,33.497589111328125) (186,33.3349609375) (512,33.0572395324707) (920,32.742462158203125) (1110,32.344478607177734) (3417,32.30503845214844) (977,32.11409378051758) (1418,32.046749114990234) (9783,32.01454162597656) (163,32.00672912597656) (1116,31.92409324645996) (769,31.860803604125977) (162,31.8392333984375) (603,31.81534194946289) (1411,31.778167724609375) (2375,31.770475387573242) (1098,31.634496688842773)* (506,31.5778751373291)
607: (4182,31.67734146118164) (4611,31.32476806640625) (4779,31.10123634338379) (6258,30.132673263549805) (13478,30.038204193115234) (11483,29.65457534790039) (11475,29.636716842651367) (16645,29.204296112060547) (16630,29.158218383789062) (16632,29.137548446655273) (1254,29.125581741333008) (16637,29.124378204345703) (13491,29.122600555419922) (16635,29.11984634399414) (16628,29.115869522094727) (1143,29.1058292388916) (16642,29.104454040527344) (16641,29.08279037475586) (16644,29.071462631225586) (16627,29.056013107299805)
608: (1469,28.889652252197266) (570,28.14011001586914) (3065,28.056285858154297) (582,28.055797576904297) (585,27.917720794677734) (14020,27.65733528137207) (7224,27.511869430541992) (2841,27.49568748474121) (14089,27.488813400268555) (15484,27.323888778686523) (2902,27.277328491210938) (15480,27.152408599853516) (9271,27.146373748779297) (1220,27.110055923461914) (15482,27.04283332824707) (8812,27.0196590423584) (733,27.011085510253906) (5438,26.93175506591797) (5435,26.858722686767578) (12481,26.783517837524414)
609: (1106,32.02816390991211) (1934,31.881359100341797) (690,31.786754608154297) (2521,31.545305252075195) (548,31.47728729248047) (2130,31.34046745300293) (2083,31.26642417907715) (65,30.975351333618164) (65,30.975351333618164) (532,30.877883911132812) (430,30.85782241821289) (4704,30.796567916870117) (1379,30.78481101989746) (1632,30.5537166595459) (2137,30.434864044189453)* (437,30.247127532958984) (423,30.198394775390625) (190,30.175453186035156) (679,30.14813232421875) (903,30.120086669921875)
611: (7324,32.95222854614258) (757,32.11409378051758) (3186,31.759227752685547) (1075,31.621618270874023) (5149,31.598493576049805) (530,31.596036911010742) (1983,31.156312942504883) (59,31.09846305847168) (4025,31.067363739013672) (703,30.927337646484375)* (4382,30.808944702148438) (3183,30.69443702697754) (172,30.567365646362305) (3730,30.441852569580078) (1073,30.417028427124023) (7885,30.410369873046875) (11331,30.386457443237305) (2083,30.360639572143555) (423,30.325563430786133) (1097,30.309511184692383)
612: (2521,32.06248474121094) (2083,31.783557891845703) (548,31.667022705078125) (1934,31.49515151977539)* (703,31.221168518066406) (690,30.93178939819336) (4704,30.926223754882812) (1379,30.77083969116211) (1486,30.33819007873535) (423,30.266460418701172) (5149,30.242753982543945) (5150,30.140647888183594) (2533,29.843944549560547) (2130,29.821256637573242)* (1990,29.810213088989258) (757,29.807289123535156) (430,29.733135223388672) (1632,29.640674591064453) (58,29.581331253051758)* (58,29.581331253051758)*
613: (2265,33.683780670166016) (609,32.70497131347656) (3461,32.533363342285156) (2277,32.48154067993164)* (227,32.28124237060547) (630,32.27183151245117)* (2632,32.2518310546875) (618,32.21758270263672) (2629,32.18669128417969) (2419,32.087371826171875) (728,31.998546600341797) (3057,31.928123474121094) (715,31.92612075805664) (196,31.910266876220703) (1150,31.806888580322266) (4532,31.77965545654297) (730,31.777433395385742) (899,31.719898223876953) (562,31.678730010986328) (1424,31.623979568481445)
614: (488,32.92462158203125)* (490,32.88368225097656) (2661,32.85476303100586) (377,32.83067321777344) (1044,32.62958526611328) (808,32.38309097290039) (1179,32.36642837524414) (499,32.348751068115234) (1180,32.33224105834961) (1854,32.319759368896484)* (1195,32.226722717285156) (486,32.16131591796875) (494,32.125823974609375)* (504,32.11213302612305) (1200,32.0804443359375) (1091,32.056819915771484) (230,32.04888916015625) (536,32.03786849975586)* (1852,31.99264144897461) (1186,31.582244873046875)
616: (841,33.681209564208984)* (923,32.95159912109375) (1364,32.70087432861328)* (949,32.58636474609375) (1261,31.972497940063477) (198,31.840076446533203) (1369,31.399677276611328) (1257,31.142274856567383) (1358,30.977384567260742) (706,30.889678955078125) (503,30.657974243164062)* (1533,30.64459800720215) (726,30.609638214111328)* (5666,30.57986831665039) (1337,30.41470718383789) (1372,30.38102912902832) (1044,30.334760665893555)* (957,30.291440963745117) (1338,30.23175048828125) (383,30.209821701049805)
617: (6562,30.700082778930664) (279,30.521934509277344) (4566,30.233537673950195)* (332,30.08363914489746)* (285,30.080928802490234) (317,29.9449520111084)* (262,29.78415870666504) (247,29.7381649017334) (907,29.61704444885254) (67,29.577348709106445)* (67,29.577348709106445)* (241,29.559049606323242) (310,29.547319412231445) (55,29.4512939453125)* (306,29.212060928344727) (701,29.20417022705078) (485,29.101213455200195) (329,29.06062889099121) (1936,29.046661376953125) (525,28.98159408569336)
618: (2832,28.045806884765625) (527,27.89531898498535) (2699,27.469078063964844) (3670,27.241872787475586) (2922,27.230680465698242) (13292,27.084196090698242) (9788,26.97575569152832) (2923,26.814823150634766) (11033,26.708168029785156) (331,26.593338012695312) (17413,26.475351333618164) (3823,26.306110382080078) (17415,26.26593017578125) (17422,26.241899490356445) (4108,26.216299057006836) (17411,26.214733123779297) (17416,26.209875106811523) (17423,26.173978805541992) (17421,26.15974998474121) (17420,26.157854080200195)
619: (225,31.968700408935547) (3030,31.671493530273438) (1048,31.552949905395508) (716,31.536165237426758) (1400,31.326765060424805) (443,31.235157012939453) (1515,31.169034957885742) (4115,31.030611038208008) (709,30.996280670166016) (210,30.890918731689453) (425,30.828285217285156)* (1239,30.786357879638672) (199,30.730188369750977) (969,30.676347732543945) (196,30.628379821777344) (533,30.527618408203125) (1106,30.429767608642578) (419,30.41144561767578) (208,30.190227508544922)* (420,30.143552780151367)
620: (1463,32.911705017089844) (903,32.825809478759766)* (1109,32.52748489379883) (972,32.405792236328125) (4136,32.35307693481445)* (362,31.92034912109375) (5768,31.751327514648438) (5079,31.391178131103516) (1688,31.319169998168945) (1243,31.317041397094727) (316,31.26626968383789) (7100,31.243328094482422) (1934,31.239276885986328) (726,31.126102447509766) (3124,31.051176071166992) (340,31.045387268066406) (680,30.901159286499023) (289,30.856678009033203)* (5151,30.832876205444336) (67,30.817672729492188)*
621: (544,30.315813064575195) (466,30.252084732055664) (89,30.142370223999023)* (333,29.946205139160156) (374,29.798864364624023) (4923,29.680347442626953)* (352,29.664588928222656) (386,29.533048629760742) (377,29.47355842590332)* (295,29.464126586914062)* (5574,29.37944793701172) (302,29.373977661132812)* (375,29.318758010864258) (679,29.313722610473633)* (2094,29.24106788635254) (968,29.158910751342773) (323,29.150175094604492)* (3324,29.146507263183594) (461,29.068531036376953) (4767,28.979074478149414)
622: (1131,33.486114501953125) (1504,33.40595245361328) (977,33.23921203613281) (429,33.23160171508789)* (6295,32.9247932434082) (2375,32.85660934448242) (222,32.821903228759766) (226,32.81285095214844) (227,32.77489471435547)* (159,32.55949783325195)* (1958,32.54338836669922) (858,32.4029655456543) (881,32.4012336730957) (418,32.30519485473633) (631,32.216339111328125) (234,32.13307571411133) (2542,32.12778854370117) (1957,32.10114288330078) (1418,32.07173538208008) (441,32.04196548461914)
623: (152,33.648193359375)* (1119,32.8514518737793) (607,32.774375915527344) (920,32.461082458496094) (1425,32.4003791809082) (2375,32.02043533325195) (3505,31.986652374267578) (6830,31.77994155883789) (1412,31.63796043395996) (233,31.475919723510742) (864,31.422748565673828) (370,31.37009048461914) (881,31.360370635986328) (436,31.330427169799805)* (2493,31.274551391601562) (215,31.25481414794922)* (5237,31.2391357421875) (614,31.097442626953125) (964,31.093338012695312)* (5173,31.081829071044922)
624: (190,33.70722198486328) (1705,33.085670471191406) (707,32.653072357177734) (1104,32.63177490234375) (1412,32.510887145996094) (227,32.185123443603516) (173,32.0460205078125) (2013,32.015472412109375) (234,31.99793815612793) (72,31.876628875732422)* (72,31.876628875732422)* (159,31.706995010375977)* (486,31.55482292175293) (868,31.53761100769043) (5485,31.474822998046875) (7,31.283300399780273) (4917,31.13886260986328) (706,31.098928451538086) (562,31.094829559326172) (917,31.09373664855957)
625: (1155,30.862396240234375) (5925,30.800920486450195) (1504,30.517807006835938) (757,30.433500289916992)* (703,30.34128761291504) (441,30.15477752685547) (429,30.056764602661133) (84,30.024866104125977) (53,29.84033966064453) (53,29.84033966064453) (3279,29.831682205200195) (618,29.69928550720215) (1400,29.693941116333008) (3693,29.637130737304688) (199,29.584577560424805) (615,29.57483673095703) (8703,29.45960235595703) (231,29.30113410949707) (236,29.09904670715332) (10615,29.089326858520508)
627: (506,31.797285079956055) (1123,31.692951202392578) (6282,31.680944442749023) (188,31.272249221801758) (1109,31.258155822753906) (1130,31.114124298095703) (1121,31.102157592773438) (3405,30.98861312866211) (3940,30.961612701416016) (3472,30.879531860351562) (957,30.794002532958984)* (5073,30.76840591430664) (1134,30.580778121948242) (1226,30.558570861816406) (593,30.354223251342773) (712,30.33812141418457) (1124,30.284507751464844) (1098,30.256839752197266) (7802,30.22972869873047) (707,30.21307945251465)
628: (1376,32.07265853881836) (170,32.021968841552734) (3411,32.014801025390625) (1151,31.44631576538086) (225,31.405683517456055)* (2582,31.24496841430664) (237,31.206769943237305) (84,31.199018478393555)* (3767,31.1898136138916) (70,31.060562133789062) (969,31.0548038482666) (2591,31.02628517150879) (1090,30.996042251586914) (418,30.957378387451172)* (1983,30.795854568481445) (1400,30.76787757873535) (703,30.75389862060547) (1101,30.747568130493164) (1075,30.682172775268555) (429,30.6523380279541)
629: (1755,34.745948791503906) (3747,34.14859390258789) (1768,33.74139404296875) (1766,33.50917053222656) (5441,33.18033981323242) (714,32.998680114746094) (1764,32.839595794677734)* (3741,32.5848503112793) (3742,32.49052047729492) (1763,32.45533752441406) (421,32.349918365478516) (6137,32.338008880615234) (3204,32.23101043701172) (2786,32.214599609375) (1515,32.159759521484375) (1424,32.13888931274414) (6726,32.12513732910156) (1545,32.11675262451172) (718,32.08678436279297) (1775,32.06488800048828)
631: (982,34.193355560302734)* (220,34.109527587890625) (1249,33.80270004272461) (707,33.60745620727539)* (1412,33.22267532348633)* (163,32.958370208740234) (868,32.92893600463867) (228,32.72951126098633)* (2786,32.42331314086914) (176,32.28433609008789) (3400,32.1221809387207) (735,32.08094024658203) (1639,32.0791130065918) (2834,32.02911376953125) (229,31.881860733032227)* (951,31.83976173400879) (1244,31.66722297668457) (1369,31.514217376708984) (226,31.50732421875) (705,31.501564025878906)
632: (289,31.416624069213867)* (349,30.74220848083496)* (523,30.42770004272461) (679,30.06337547302246) (1934,30.003524780273438) (318,29.894760131835938)* (301,29.8681583404541) (1243,29.775545120239258) (485,29.616287231445312) (1580,29.49823570251465) (320,29.47827911376953) (906,29.44223403930664) (97,29.425548553466797) (535,29.170848846435547) (461,29.1621036529541)* (328,29.162050247192383) (329,29.14554786682129) (323,29.125722885131836) (534,29.059078216552734) (544,28.90410804748535)
633: (1116,32.26459503173828) (830,32.13405990600586) (507,31.76703643798828) (2850,31.474510192871094) (3428,31.390947341918945) (438,31.166427612304688) (4170,31.128833770751953) (2661,31.10594940185547) (472,31.0776424407959) (6792,31.075138092041016) (2983,30.974576950073242) (2576,30.62898063659668) (514,30.5522518157959) (1044,30.26117706298828) (1195,30.206525802612305) (1011,30.185802459716797) (12957,30.063581466674805) (4466,30.02802276611328) (4103,29.981441497802734) (11006,29.908998489379883)
634: (1447,31.437116622924805)* (291,30.523622512817383) (892,30.48383331298828) (679,30.393184661865234) (681,30.367095947265625) (461,30.26555061340332) (5267,30.21565055847168)* (321,30.007553100585938) (2852,29.96284294128418) (1244,29.892038345336914) (1684,29.85430335998535) (2625,29.84848976135254) (2176,29.80536460876465) (680,29.702861785888672) (481,29.659271240234375) (289,29.64742660522461) (342,29.639028549194336) (230,29.615680694580078) (475,29.522151947021484) (302,29.52185821533203)
635: (212,30.337223052978516)* (5235,29.85789680480957) (163,29.78756332397461) (602,29.626739501953125) (533,29.482194900512695) (215,29.422622680664062) (199,29.292613983154297) (4448,29.228818893432617) (228,29.19464683532715) (1643,29.023792266845703) (196,28.9211368560791) (1958,28.908756256103516) (715,28.890771865844727) (14632,28.83890151977539) (154,28.799604415893555) (2265,28.747835159301758) (7147,28.648239135742188) (223,28.600261688232422) (1633,28.51641845703125) (511,28.470064163208008)*
636: (1729,29.894641876220703) (7243,29.387928009033203) (378,29.15216827392578) (389,29.10552215576172) (4767,28.987245559692383) (294,28.918119430541992)* (2075,28.841615676879883) (349,28.782136917114258)* (4920,28.464479446411133) (63,28.456626892089844) (63,28.456626892089844) (328,28.226619720458984) (285,28.123886108398438) (518,28.045671463012695) (306,28.0340633392334) (302,28.026676177978516) (161,28.014026641845703)* (291,27.866853713989258)* (644,27.85121726989746) (55,27.792217254638672)*
