userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (70,11.027851104736328)* (238,10.108229637145996) (1001,9.866653442382812) (1098,9.48542594909668) (1394,9.27556324005127) (159,9.233038902282715) (1464,9.1077299118042) (511,8.796530723571777) (187,8.655597686767578) (1122,8.624711036682129) (51,8.614142417907715)* (157,8.204042434692383) (1073,7.901272773742676) (599,7.803216457366943) (4316,7.7607316970825195) (154,7.729551315307617) (1156,7.631448268890381) (193,7.575323104858398) (155,7.550449848175049) (57,7.534350395202637)*
570: (2179,9.757761001586914) (278,9.118465423583984)* (330,8.943639755249023)* (2919,8.721695899963379) (475,8.67646598815918)* (6626,8.232878684997559) (8173,7.988911151885986) (3317,7.821394920349121) (6346,7.757789611816406) (527,7.691298007965088)* (3316,7.491416931152344) (468,7.481389045715332) (1402,7.475409507751465) (2905,7.460770130157471) (1449,7.449808120727539) (1433,7.406875133514404) (329,7.313650131225586) (547,7.30789852142334) (8182,7.286296367645264) (1444,7.277847766876221)
571: (300,8.78709602355957)* (302,8.705421447753906) (306,8.117765426635742)* (466,8.071606636047363)* (301,7.953830718994141) (257,7.850454330444336) (298,7.763696670532227)* (544,7.6623735427856445) (157,7.604954719543457) (291,7.439919948577881) (535,7.425257682800293) (310,7.395864009857178)* (1934,7.376267433166504) (340,7.325662136077881) (461,7.225747108459473) (325,6.875722408294678) (294,6.8500075340271) (265,6.831430912017822) (646,6.810932636260986) (972,6.721662521362305)
572: (292,8.946691513061523)* (55,8.909750938415527)* (349,8.728548049926758) (289,8.502787590026855)* (301,8.333226203918457) (310,8.106278419494629)* (285,7.737724781036377) (291,7.648829936981201) (913,7.6423020362854) (485,7.637203693389893) (314,7.591083526611328) (294,7.540796279907227) (296,7.476355075836182) (525,7.4367170333862305) (906,7.405412673950195)* (1580,7.32523775100708) (333,7.108177185058594) (293,7.0917229652404785) (1243,6.990583419799805) (523,6.9369282722473145)*
573: (2247,9.354316711425781) (331,9.322304725646973) (267,8.763542175292969) (547,8.60396671295166) (527,8.592907905578613) (2226,8.535240173339844)* (907,8.522211074829102) (6621,8.313577651977539)* (2236,8.301331520080566) (2916,8.2646484375)* (3317,8.24402904510498) (1641,8.238896369934082)* (2923,7.989222526550293) (6346,7.940156936645508) (249,7.840265274047852) (1614,7.761340141296387) (2252,7.751198768615723) (2919,7.691971778869629) (468,7.474503517150879) (1444,7.396119117736816)
574: (412,8.809089660644531) (1246,8.464618682861328) (220,8.448715209960938)* (209,8.209211349487305) (1672,8.191335678100586) (1186,7.614459991455078) (378,7.577027320861816) (540,7.465435981750488)* (1046,7.456828594207764) (1681,7.401144027709961) (1249,7.2232818603515625)* (4850,7.198256015777588) (499,7.124997615814209) (438,7.078882694244385) (2080,7.069696426391602)* (234,7.007474899291992)* (1866,6.969923973083496) (538,6.960285663604736) (470,6.9041361808776855) (377,6.89429235458374)*
575: (65,8.153303146362305) (65,8.153303146362305) (229,7.333131790161133) (182,7.180695533752441) (538,6.7045979499816895)* (722,6.658669471740723) (56,6.617190361022949) (56,6.617190361022949) (173,6.504727840423584) (3501,6.459176063537598) (377,6.44636869430542) (1009,6.394292831420898) (159,6.343325614929199) (295,6.331342697143555) (969,6.183763027191162) (187,6.036205291748047)* (55,6.002161026000977) (227,5.929986476898193) (302,5.901727199554443) (533,5.818490982055664)
576: (52,6.871863842010498) (52,6.871863842010498) (238,6.345503807067871) (1800,6.308677673339844) (70,6.306240081787109) (63,6.292028903961182) (63,6.292028903961182) (1098,6.0067644119262695) (5605,5.9627532958984375) (4037,5.881679534912109) (1394,5.881426811218262) (1130,5.801756381988525) (3863,5.758899688720703) (3158,5.7487006187438965) (1112,5.706422328948975) (7167,5.669713020324707) (1705,5.607874393463135) (81,5.601925373077393) (64,5.590826034545898) (64,5.590826034545898)
577: (173,8.173837661743164) (238,7.867247104644775)* (172,7.665318965911865) (851,7.655475616455078) (70,7.3529791831970215) (190,7.073751449584961)* (2616,6.973452568054199) (1109,6.7751054763793945) (233,6.741158962249756) (715,6.611166477203369) (156,6.570863723754883) (65,6.51789665222168) (65,6.51789665222168) (961,6.394349098205566) (599,6.338190078735352) (511,6.128730773925781) (1151,6.093843460083008) (229,6.083678245544434) (162,6.078383445739746) (418,6.070678234100342)
578: (1043,8.734954833984375)* (1246,8.686481475830078) (1047,8.554378509521484) (333,8.549430847167969) (687,8.341590881347656)* (481,8.313124656677246) (486,8.270892143249512) (209,8.19009017944336)* (230,8.02609634399414) (403,7.978105545043945) (1189,7.911242961883545) (1198,7.757912635803223)* (536,7.730013370513916)* (691,7.562944412231445) (377,7.482027053833008) (680,7.344638347625732) (704,7.326428413391113) (89,7.269501686096191) (289,7.159621238708496) (1038,7.147181510925293)
579: (954,9.291847229003906)* (12,9.082603454589844) (710,8.903371810913086) (2744,8.847175598144531)* (2143,8.60222053527832) (1281,8.576944351196289)* (1274,8.50606632232666)* (2379,8.374732971191406) (10091,8.101482391357422) (1522,7.915252685546875) (4268,7.747868537902832) (918,7.647394180297852) (1360,7.622305870056152) (947,7.6127729415893555) (4277,7.597986221313477) (917,7.59361457824707) (1992,7.560885429382324) (1364,7.542768478393555) (2374,7.523593902587891) (8601,7.515868186950684)
580: (159,8.219842910766602) (1116,7.858151912689209) (190,7.495422840118408) (173,7.363535404205322) (1375,7.298693656921387) (154,7.264919757843018) (1378,7.001481056213379) (1091,6.988295555114746) (3110,6.877587795257568) (217,6.796283721923828) (234,6.741680145263672) (1239,6.685018539428711) (227,6.638760566711426) (1231,6.503390312194824) (229,6.481537818908691) (6391,6.385011672973633) (4189,6.308030128479004) (199,6.262485504150391) (209,6.24226188659668) (172,6.23942232131958)
581: (67,7.830674648284912)* (67,7.830674648284912)* (1601,6.83762788772583) (1464,6.596796035766602) (258,6.502809524536133) (701,6.4412994384765625) (89,6.428657054901123)* (340,6.229913234710693) (8008,6.177578926086426) (155,6.16907262802124) (463,6.162868499755859) (3795,6.130271911621094) (15574,6.104036331176758) (1104,6.026179313659668) (288,6.013286590576172)* (3238,6.011292934417725) (180,5.98927116394043) (5485,5.963202476501465) (301,5.902552127838135) (5845,5.896302223205566)
582: (809,11.62728214263916) (1541,11.397065162658691)* (815,11.37404727935791)* (825,11.115941047668457) (2429,10.576902389526367) (2386,10.322861671447754) (2200,10.193503379821777) (3027,10.094285011291504) (2187,9.98365592956543) (5971,9.756278038024902) (4550,9.723803520202637) (1550,9.670239448547363) (4948,9.507354736328125) (827,9.457509994506836) (3721,9.433643341064453) (1547,9.413601875305176)* (2850,9.406678199768066) (16411,9.405315399169922) (1188,9.352861404418945) (1561,9.277886390686035)
583: (1116,9.844717025756836) (209,8.697454452514648) (1179,8.592706680297852) (500,8.463687896728516) (1091,8.373373985290527) (830,8.244258880615234) (512,8.17425537109375) (1181,8.062638282775879)* (808,8.039236068725586)* (2850,7.955258369445801) (1196,7.905381202697754) (2210,7.868618965148926) (2847,7.778451919555664) (1541,7.711889266967773)* (486,7.632579803466797)* (540,7.600249767303467) (1044,7.565401077270508)* (5966,7.481588840484619) (1863,7.460940361022949) (1194,7.419434547424316)
584: (1464,10.463088989257812) (570,9.459512710571289)* (575,9.277504920959473) (2442,8.89106273651123) (265,8.879995346069336) (157,8.66269588470459) (455,8.587294578552246) (892,8.431343078613281) (1445,8.368535041809082) (2445,8.362069129943848) (2447,8.343220710754395) (2438,8.233551025390625) (975,8.21209716796875) (2455,8.152236938476562) (2467,8.135880470275879) (728,8.0797119140625) (479,8.055424690246582) (1489,8.02114486694336) (2461,8.014028549194336) (2454,7.9955267906188965)
585: (182,8.078094482421875) (229,7.859421730041504) (533,6.934019088745117) (1375,6.866116523742676) (88,6.6687445640563965) (538,6.529206275939941) (1090,6.426309585571289) (221,6.3593525886535645) (166,6.266121864318848) (154,6.185448169708252) (1121,6.175528526306152) (1130,6.149375915527344) (969,6.0518646240234375) (1406,5.986725807189941) (172,5.931563854217529) (89,5.9036335945129395) (511,5.889139175415039) (1740,5.87920618057251) (234,5.8536787033081055) (3057,5.850039005279541)
586: (18727,9.094602584838867) (18729,9.041118621826172) (13978,9.030876159667969) (10894,9.026686668395996) (18726,9.019641876220703) (18728,8.98252010345459) (8525,8.827964782714844) (8531,8.811281204223633) (8533,8.729368209838867) (1132,8.513992309570312) (6,8.409260749816895) (710,8.379292488098145) (954,8.363496780395508)* (1111,8.073587417602539) (4965,7.960149765014648) (841,7.888965606689453) (1259,7.837047576904297) (2774,7.571308135986328) (1522,7.462059020996094) (1360,7.438515663146973)
587: (503,10.37966251373291)* (978,8.67449951171875) (2794,8.585214614868164) (1145,8.445141792297363) (490,8.374322891235352) (2379,8.328757286071777) (4178,8.309185981750488) (5972,8.121891975402832) (953,7.9964599609375) (846,7.961728096008301) (497,7.950200080871582) (500,7.899101734161377) (812,7.835529327392578) (2143,7.748172760009766) (1870,7.705698013305664) (830,7.698389530181885) (815,7.668134689331055)* (472,7.659872055053711) (1131,7.574028968811035) (517,7.545098304748535)*
589: (295,8.344155311584473)* (333,8.227971076965332) (306,8.10444164276123) (544,7.993215084075928)* (302,7.992117881774902) (531,7.861521244049072) (545,7.759029865264893) (464,7.33644437789917) (321,7.0883097648620605) (679,7.066001892089844) (324,7.038895130157471) (681,7.031342506408691) (328,6.989055633544922) (2498,6.9114251136779785) (329,6.886758804321289) (304,6.880471706390381) (1456,6.844682693481445) (907,6.762082576751709) (299,6.760374069213867) (1032,6.748908996582031)
590: (544,8.177266120910645) (295,8.16382122039795) (302,8.039520263671875)* (464,7.996818542480469)* (344,7.981367111206055) (1042,7.972075462341309) (292,7.576128959655762) (324,7.502801418304443) (538,7.474739074707031) (1032,7.172828197479248) (1447,7.119417667388916) (531,7.06563663482666)* (328,6.856605529785156) (321,6.850611686706543) (681,6.772854804992676) (1455,6.716915607452393) (161,6.685015678405762) (1456,6.6572346687316895) (1047,6.638103008270264) (704,6.584432601928711)
592: (157,8.739614486694336)* (959,7.492822647094727) (3501,7.2158894538879395) (198,7.1655354499816895) (234,7.159885406494141)* (173,7.010326862335205) (1379,6.944926738739014) (377,6.830188751220703) (220,6.788980484008789) (707,6.588480472564697) (70,6.540695667266846) (295,6.376818656921387) (378,6.354875087738037) (475,6.213562965393066) (227,6.210905075073242) (155,6.126428127288818)* (1714,6.09691858291626) (1406,6.075560569763184) (172,6.06484842300415) (289,6.014084815979004)
593: (681,7.151340007781982)* (1042,6.999213695526123) (701,6.986632347106934)* (324,6.869818687438965) (699,6.86912202835083) (466,6.850883960723877)* (545,6.725862503051758) (289,6.716296195983887) (787,6.589055061340332) (2498,6.576179504394531) (2598,6.528983116149902) (161,6.49426794052124) (1455,6.456976890563965) (1443,6.443231105804443) (531,6.373449802398682) (295,6.3684611320495605)* (907,6.295070171356201) (538,6.289038181304932) (1453,6.260369777679443) (3060,6.255523204803467)
594: (230,9.26131820678711) (982,8.439860343933105) (209,8.439529418945312)* (1116,8.181357383728027)* (1044,7.946410179138184)* (412,7.337887763977051) (227,7.1627702713012695) (486,7.104186058044434) (537,7.082252025604248)* (1091,7.059666633605957) (7,7.030041694641113) (614,6.9523749351501465) (808,6.900300025939941) (540,6.8845672607421875) (517,6.794239044189453) (498,6.746421813964844) (488,6.744931221008301)* (1145,6.738895893096924)* (533,6.705697059631348) (536,6.662117958068848)
595: (917,11.939412117004395)* (918,10.94990348815918)* (707,10.005147933959961)* (841,9.8251371383667)* (957,9.703733444213867)* (1360,9.685613632202148) (710,9.417200088500977) (5157,9.263832092285156) (949,9.137140274047852) (15,9.054055213928223) (954,9.016387939453125)* (956,9.004112243652344)* (1372,8.95173168182373) (706,8.858699798583984) (1369,8.566252708435059)* (2009,8.5028076171875) (2746,8.483810424804688) (1249,8.472749710083008) (919,8.435554504394531) (923,8.309935569763184)*
596: (159,10.541146278381348)* (72,9.792322158813477)* (72,9.792322158813477)* (59,9.40316390991211)* (852,8.933390617370605) (997,8.693314552307129) (193,8.616608619689941) (1019,8.353620529174805)* (99,8.279908180236816) (2938,8.224000930786133)* (857,8.171606063842773) (985,7.870456218719482) (3451,7.848957061767578) (3201,7.84630012512207) (1892,7.751892566680908) (875,7.6783318519592285)* (1878,7.579137802124023) (1895,7.543848037719727) (1073,7.531796932220459)* (2488,7.518899917602539)
598: (300,7.065022945404053)* (302,6.665754795074463) (701,6.550291538238525) (544,6.428060054779053) (295,6.413741111755371) (291,6.03994083404541) (191,5.982715606689453) (344,5.938663482666016) (1934,5.838242530822754) (1505,5.757814884185791) (71,5.7026543617248535) (71,5.7026543617248535) (298,5.670830726623535) (67,5.640866279602051) (67,5.640866279602051) (306,5.5800042152404785) (521,5.537524700164795) (349,5.452840328216553)* (538,5.396007537841797) (318,5.345369338989258)
601: (3310,7.679126739501953) (1098,7.634834289550781) (8230,7.474015712738037) (506,7.220991134643555) (2044,7.188514709472656) (2616,7.115600109100342) (1112,7.00086784362793) (389,6.934036731719971) (8670,6.906588077545166) (1150,6.892148017883301) (183,6.889415740966797) (1114,6.886016845703125) (727,6.855617523193359) (418,6.7812700271606445) (1726,6.7586822509765625) (4649,6.653839588165283) (166,6.628722667694092) (7157,6.606515407562256) (63,6.5419087409973145) (63,6.5419087409973145)
602: (512,7.820524215698242) (2572,7.669861316680908) (1858,7.516481399536133) (768,7.2452006340026855) (1191,7.192315578460693) (6906,7.00635290145874) (964,6.956676483154297) (3028,6.641202449798584)* (9260,6.574831485748291) (4387,6.531544208526611) (1195,6.518155097961426) (2608,6.4677324295043945) (5966,6.410965919494629) (1197,6.344791412353516) (3362,6.24462366104126) (10449,6.2170844078063965) (1541,6.200530052185059) (170,6.194815158843994) (2850,6.134654998779297) (6773,6.126134395599365)
603: (969,7.733888626098633) (154,7.194756507873535) (432,7.075823783874512) (225,6.937656879425049) (170,6.738831520080566) (228,6.691510200500488) (229,6.469207763671875) (1090,6.42613410949707) (1151,6.411144256591797) (88,6.331770896911621) (199,6.1819000244140625) (2708,6.1545820236206055) (207,6.064029693603516) (1376,6.025752544403076) (1390,5.969141483306885) (1106,5.955360412597656) (533,5.898592948913574) (203,5.889008522033691) (226,5.866642951965332) (56,5.828287601470947)
604: (265,8.273134231567383)* (289,8.12680721282959)* (349,8.029030799865723)* (157,7.877190589904785) (302,7.8244147300720215)* (701,7.76481819152832)* (310,7.754941463470459)* (89,7.751652240753174)* (1464,7.604089736938477) (294,7.537743091583252) (288,7.414721488952637)* (316,7.365686416625977)* (251,7.164740085601807) (285,7.11430549621582) (326,7.09824800491333) (1505,6.647588729858398) (300,6.6229963302612305)* (3070,6.603952407836914) (465,6.531774997711182) (320,6.490870952606201)
605: (154,10.29810619354248)* (190,9.343611717224121) (228,9.223292350769043) (225,9.181090354919434) (424,9.09663200378418) (436,8.821537017822266) (229,8.78149700164795)* (88,8.761530876159668) (65,8.759160995483398) (65,8.759160995483398) (1090,8.70010757446289) (206,8.639633178710938) (199,8.58039665222168) (429,8.154143333435059) (226,8.055580139160156) (203,7.86173677444458)* (1048,7.861313343048096) (614,7.819267272949219) (418,7.443661689758301) (173,7.424860954284668)
606: (506,9.769792556762695) (1118,9.671381950378418) (162,9.50614070892334) (2006,9.179428100585938)* (920,9.106398582458496) (1119,8.716007232666016) (163,8.219021797180176) (3940,8.187847137451172) (186,8.146968841552734) (812,7.841675281524658) (1116,7.703132152557373) (1134,7.646099090576172) (2775,7.6356682777404785) (215,7.586705684661865) (2370,7.5109028816223145) (3405,7.501195907592773) (11516,7.478171348571777) (159,7.439787864685059) (769,7.368535041809082) (707,7.3435468673706055)
607: (8335,10.827875137329102) (8346,10.812358856201172) (8343,10.811563491821289) (8319,10.809078216552734) (8338,10.800115585327148) (8326,10.798800468444824) (8342,10.79330825805664) (8337,10.790106773376465) (8331,10.784675598144531) (8330,10.781314849853516) (8327,10.772955894470215) (8320,10.76626968383789) (8339,10.76507568359375) (8325,10.722146034240723) (8322,10.706192016601562)* (8321,10.658452033996582) (1254,10.268887519836426) (9916,10.198996543884277) (18729,10.108497619628906) (18727,10.098063468933105)
