userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,19.14917755126953) (187,17.879959106445312) (1073,17.69434356689453) (51,17.44790267944336)* (238,16.99650001525879) (1014,16.93637466430664) (157,16.921934127807617) (1394,16.867881774902344) (1098,16.862279891967773) (1156,16.79456329345703) (3992,16.552627563476562) (3501,16.521425247192383) (1795,16.505102157592773) (70,16.474353790283203)* (511,16.19260597229004) (877,15.860902786254883) (993,15.845769882202148) (1713,15.836653709411621) (1836,15.747299194335938) (155,15.697300910949707)
641: (2607,16.305564880371094) (3373,15.835798263549805)* (486,15.76923656463623) (538,15.607791900634766) (9160,15.486237525939941) (540,15.357715606689453) (403,15.189689636230469) (498,15.034512519836426) (230,14.926294326782227)* (3948,14.678426742553711) (488,14.674111366271973) (89,14.60012435913086) (228,14.539105415344238)* (5000,14.534483909606934) (291,14.455611228942871) (300,14.42476749420166) (1502,14.343840599060059) (2978,14.325894355773926) (344,14.312466621398926) (691,14.29919719696045)
642: (7056,16.010540008544922)* (7426,15.269774436950684) (8111,15.099760055541992) (11918,14.9576997756958) (7130,14.93896198272705) (2567,14.84865665435791) (8308,14.77743911743164) (1427,14.765385627746582) (11885,14.726037979125977) (11923,14.598030090332031) (1802,14.590476989746094) (580,14.577624320983887)* (5168,14.552177429199219) (2570,14.53875732421875) (2901,14.453645706176758) (1884,14.370298385620117) (2742,14.328170776367188) (8126,14.313553810119629) (253,14.21721363067627) (4251,14.203788757324219)
643: (2531,18.937740325927734) (599,18.77988624572754)* (3201,18.6389217376709)* (159,18.455188751220703) (59,17.934499740600586) (441,17.36594009399414) (620,17.218294143676758) (1504,17.199312210083008) (172,17.17093276977539) (1062,17.14525032043457) (858,17.0787296295166) (961,17.047988891601562) (2938,16.987607955932617) (58,16.870805740356445) (58,16.870805740356445) (154,16.62261962890625) (72,16.58089256286621) (72,16.58089256286621) (3280,16.51811408996582) (227,16.515867233276367)
644: (204,19.635217666625977) (162,19.11392593383789) (81,19.067665100097656) (183,19.003582000732422) (215,18.8468074798584) (65,18.56696891784668)* (65,18.56696891784668)* (962,18.114917755126953) (196,18.106918334960938) (604,17.960424423217773) (2277,17.92444610595703) (217,17.862449645996094) (447,17.85181999206543) (225,17.678604125976562) (858,17.674837112426758) (602,17.548093795776367) (199,17.491003036499023) (2006,17.47932243347168) (445,17.416147232055664) (1736,17.39788818359375)
645: (157,17.81450653076172) (251,17.61090850830078) (389,17.601871490478516) (1464,16.78063201904297) (258,16.75977325439453) (285,16.17479133605957) (8802,16.170541763305664) (265,16.13530731201172)* (3304,15.992269515991211) (69,15.954410552978516) (69,15.954410552978516) (1772,15.885501861572266) (67,15.668634414672852) (67,15.668634414672852) (4253,15.620163917541504) (180,15.560708999633789) (4126,15.494864463806152) (3307,15.433619499206543) (4920,15.389217376708984) (601,15.238754272460938)
646: (544,17.170724868774414) (464,17.025968551635742) (289,16.858699798583984)* (295,16.411415100097656)* (498,16.178152084350586)* (2020,15.89140510559082) (543,15.818144798278809) (325,15.745223999023438)* (1456,15.744771957397461) (528,15.69345474243164)* (327,15.672398567199707)* (531,15.646794319152832) (1037,15.492578506469727) (257,15.378643035888672) (704,15.297383308410645) (4814,15.220657348632812) (793,15.134624481201172) (291,15.030464172363281) (802,15.003628730773926) (646,14.956039428710938)
647: (154,19.767047882080078)* (237,18.338726043701172) (748,18.187366485595703) (1739,18.174592971801758) (615,18.167482376098633) (1736,18.046045303344727) (454,18.027931213378906) (2605,17.98218536376953) (3902,17.9039306640625) (858,17.850038528442383) (1709,17.83414649963379) (606,17.788694381713867) (429,17.70083236694336)* (755,17.623165130615234) (4113,17.583087921142578) (1708,17.52672576904297) (3259,17.500717163085938) (1700,17.41297721862793) (1167,17.371252059936523) (1824,17.312589645385742)
649: (503,21.306520462036133)* (978,20.679550170898438) (834,19.811357498168945) (923,19.537166595458984) (813,18.808984756469727) (1145,18.629230499267578) (1044,18.44024085998535) (920,18.376312255859375)* (830,18.165781021118164) (188,18.153499603271484) (710,18.108983993530273) (2654,18.084238052368164) (25,18.01250457763672) (841,17.681175231933594) (837,17.662431716918945)* (808,17.382627487182617)* (810,17.17978858947754) (943,17.11505889892578) (1131,17.08972930908203) (1672,17.006916046142578)
650: (65,20.374168395996094) (65,20.374168395996094) (538,20.138362884521484) (475,20.10671043395996) (331,19.647653579711914) (173,19.524856567382812) (230,19.3099365234375) (1055,19.185466766357422) (907,19.010284423828125) (7,18.779422760009766) (498,18.44900131225586)* (88,18.42099952697754) (546,18.418222427368164) (89,18.41639518737793)* (521,18.27583885192871)* (209,18.2072696685791) (2526,18.152389526367188) (56,18.094467163085938) (56,18.094467163085938) (488,17.952014923095703)
651: (67,17.13892936706543)* (67,17.13892936706543)* (535,16.799427032470703) (485,16.385953903198242) (285,16.013906478881836) (1001,15.755401611328125) (258,15.399147033691406) (58,15.312704086303711) (58,15.312704086303711) (3500,15.196003913879395) (10130,15.140560150146484) (1836,15.091529846191406) (76,14.827512741088867) (76,14.827512741088867) (89,14.76842212677002)* (292,14.750118255615234) (352,14.732686042785645) (301,14.732290267944336) (906,14.713797569274902) (1820,14.598469734191895)
652: (407,20.711204528808594) (1131,20.306612014770508)* (2369,20.101408004760742) (1216,19.640851974487305) (162,19.312623977661133) (370,18.97764015197754) (1210,18.820777893066406) (198,18.575037002563477)* (843,18.508758544921875) (2775,18.489070892333984) (152,18.426544189453125) (605,18.415620803833008) (707,18.364721298217773) (1099,18.275257110595703) (978,18.2048397064209) (1873,18.111902236938477) (489,18.106517791748047) (854,18.09409523010254) (2379,18.02495002746582) (964,17.965328216552734)
654: (506,21.248580932617188)* (389,19.821191787719727) (4143,19.507287979125977) (188,19.502838134765625)* (2794,19.36805534362793) (930,19.35384178161621) (504,19.257081985473633) (152,19.2549991607666) (920,18.441043853759766) (189,18.40740966796875) (162,18.354583740234375) (1104,18.35283088684082) (2014,18.35120391845703) (3901,18.27524757385254) (3940,18.2078800201416) (5605,18.03430938720703) (1131,17.96466827392578) (190,17.92717742919922)* (3197,17.912622451782227) (963,17.88812828063965)
655: (302,16.67652130126953) (306,16.558870315551758) (3796,16.50501251220703) (1934,16.320049285888672) (903,16.16305923461914) (97,16.091171264648438) (2179,15.835800170898438) (1037,15.796660423278809) (301,15.671034812927246) (333,15.642292022705078) (89,15.626956939697266) (679,15.586881637573242) (289,15.555086135864258) (67,15.463457107543945) (67,15.463457107543945) (300,15.458324432373047) (701,15.403640747070312) (913,15.399581909179688) (157,15.390153884887695) (292,15.373078346252441)
656: (959,16.636314392089844) (187,16.318721771240234) (1001,16.25387954711914) (1464,16.21055030822754) (951,16.11934471130371) (1810,15.56867504119873) (180,15.371053695678711) (193,15.356964111328125) (2861,15.271834373474121) (1803,15.22118854522705) (1892,15.215899467468262) (2183,15.200394630432129) (1014,15.080721855163574) (61,15.044074058532715) (99,14.889189720153809) (9926,14.833349227905273) (2029,14.74335765838623) (993,14.734814643859863) (2031,14.69265079498291) (176,14.687477111816406)
657: (1099,19.955923080444336) (460,18.8518009185791)* (1104,18.032440185546875) (7,17.9169979095459)* (407,17.827871322631836) (517,17.544445037841797) (758,17.1885986328125)* (1796,16.70111083984375) (2602,16.56471824645996) (1797,16.452272415161133) (2735,16.404224395751953) (377,16.16697120666504)* (198,16.15580940246582) (4225,16.029346466064453) (3053,15.967488288879395) (2102,15.966890335083008) (757,15.958521842956543) (3324,15.923710823059082) (2835,15.916937828063965) (1406,15.911128044128418)
658: (985,16.988821029663086) (1403,16.383651733398438) (1390,16.334165573120117) (1073,16.105356216430664) (757,16.098020553588867) (2137,15.891372680664062) (1376,15.832864761352539) (1394,15.708900451660156) (59,15.493232727050781) (1409,15.477343559265137)* (1155,15.297415733337402)* (5150,15.293717384338379) (167,15.20838737487793) (599,15.196337699890137) (4495,15.068319320678711) (7885,15.013236045837402) (80,14.957730293273926) (159,14.939981460571289) (3501,14.876909255981445) (997,14.822125434875488)
659: (71,16.484664916992188) (71,16.484664916992188) (289,16.26531982421875)* (89,16.11077880859375) (302,15.947751998901367) (972,15.795056343078613) (55,15.71364688873291)* (2102,15.659049987792969)* (288,15.572869300842285)* (333,15.549528121948242) (378,15.464700698852539) (300,15.45402717590332) (701,15.171902656555176) (295,15.037479400634766) (523,15.034026145935059)* (318,14.968021392822266) (301,14.900816917419434) (296,14.711832046508789) (310,14.667323112487793) (298,14.6582670211792)
660: (2021,15.503561019897461) (972,15.075321197509766) (7243,14.822166442871094) (798,14.819425582885742) (909,14.698123931884766) (660,14.56885051727295) (3501,14.486942291259766) (13265,14.354931831359863) (7708,14.291502952575684) (478,14.078115463256836) (7390,14.061161041259766) (265,14.03693675994873) (16143,14.016651153564453) (803,14.010379791259766) (16142,14.00698471069336) (354,13.996846199035645) (2645,13.994261741638184) (157,13.965677261352539) (16145,13.927226066589355) (800,13.920661926269531)
661: (2300,17.51955795288086) (2338,16.732662200927734) (2317,16.731182098388672) (8230,16.70762062072754) (2337,16.260011672973633) (17983,16.252887725830078) (2307,16.246877670288086) (17979,16.216564178466797) (17985,16.161169052124023) (9064,16.14430809020996)* (15562,16.12255859375) (2332,16.07992172241211) (17986,16.065282821655273) (2312,16.036008834838867) (8454,16.0277042388916)* (2308,16.02201271057129) (2322,16.020496368408203) (17982,16.0191707611084) (2321,15.96513557434082) (2335,15.95218563079834)
662: (2840,19.12586784362793)* (1105,18.89952850341797) (1375,18.336631774902344)* (6600,18.2985897064209) (3078,17.91644287109375) (307,17.758092880249023)* (4118,17.217449188232422) (182,17.170610427856445) (683,17.092418670654297) (217,16.90932846069336) (2607,16.649572372436523) (1059,16.63064193725586) (471,16.589580535888672) (3754,16.584278106689453) (4432,16.571672439575195) (538,16.53702163696289) (3097,16.528684616088867) (6298,16.40201759338379) (2612,16.3487606048584) (11550,15.89572525024414)
663: (5089,16.7774600982666) (5094,16.69609832763672) (385,16.34131622314453) (4980,16.27536964416504) (397,16.21451759338379) (6397,15.699812889099121) (3124,15.687997817993164) (2478,15.633379936218262) (10978,15.579546928405762) (5459,15.54277229309082) (1,15.541363716125488) (10865,15.345641136169434) (1114,15.345292091369629) (1359,15.159906387329102) (1710,15.049103736877441) (8646,14.893950462341309) (4136,14.831119537353516) (10244,14.825132369995117) (3197,14.820167541503906) (2069,14.596030235290527)
664: (3347,18.300479888916016) (1705,17.886062622070312) (10613,17.553491592407227) (162,17.50332260131836) (1130,17.392927169799805) (2478,17.287670135498047) (7152,16.991962432861328) (621,16.88980484008789) (4108,16.76180076599121) (1700,16.597822189331055) (1121,16.253068923950195) (3411,16.234527587890625) (1710,16.147377014160156) (6146,16.08287811279297) (8459,16.077404022216797) (1162,16.019010543823242) (6397,15.989956855773926) (1109,15.856698989868164) (6594,15.773119926452637) (1148,15.74486255645752)
665: (238,19.830034255981445) (190,19.68762969970703)* (851,19.646554946899414) (59,19.3360652923584)* (986,19.10660743713379) (1713,19.104263305664062)* (187,19.045698165893555) (1795,18.718029022216797) (3676,18.705486297607422) (203,18.70328712463379)* (221,18.671157836914062) (234,18.624164581298828)* (95,18.623767852783203) (441,18.616037368774414) (233,18.444805145263672) (8069,18.39682388305664) (51,18.330867767333984) (65,18.288789749145508)* (65,18.288789749145508)* (166,18.286579132080078)
666: (1083,18.697187423706055) (599,18.07721519470215) (1707,18.047657012939453)* (1298,17.979007720947266) (3267,17.64653778076172) (2478,17.444433212280273) (3430,17.4213809967041) (615,17.156177520751953) (159,17.15577507019043)* (3441,16.794832229614258) (436,16.789215087890625) (197,16.769758224487305) (718,16.663991928100586) (4058,16.51395606994629) (18,16.203712463378906) (2475,16.177997589111328) (4959,16.126384735107422) (858,16.063302993774414) (859,16.043241500854492) (863,16.041929244995117)
667: (468,17.19039535522461)* (475,17.043773651123047) (327,16.814939498901367) (289,16.598329544067383)* (300,16.480831146240234)* (461,16.440113067626953)* (329,16.395477294921875) (349,16.16383934020996)* (331,15.963215827941895) (317,15.92318344116211) (531,15.922908782958984)* (310,15.913348197937012) (299,15.839731216430664) (1042,15.79086971282959) (544,15.762247085571289) (458,15.57927131652832) (332,15.431968688964844) (291,15.302434921264648)* (344,15.297440528869629)* (543,15.222196578979492)
668: (5772,18.6047306060791) (2983,18.209348678588867) (714,18.08966636657715)* (924,17.933490753173828)* (3382,17.750314712524414) (708,17.559192657470703)* (1545,17.416397094726562)* (3741,17.264230728149414) (4828,17.13961410522461) (6123,16.774248123168945) (1775,16.606569290161133) (2344,16.301652908325195) (2848,16.260976791381836) (9856,16.171537399291992) (3376,15.996038436889648) (1513,15.911637306213379)* (1247,15.881937026977539) (4349,15.860882759094238) (4823,15.797513961791992) (3747,15.670677185058594)
669: (464,17.65996742248535) (321,17.236547470092773)* (458,17.037981033325195)* (704,16.880695343017578) (544,16.710399627685547) (681,16.572389602661133) (2020,16.448101043701172) (680,16.325029373168945) (1456,16.254440307617188) (646,16.24949073791504) (686,16.23822784423828) (324,16.13178253173828) (1673,16.064558029174805)* (679,16.03346061706543) (1246,15.94658374786377) (7834,15.897109985351562) (5749,15.778414726257324) (1047,15.617621421813965) (89,15.549946784973145)* (470,15.468694686889648)
670: (1390,16.32870101928711) (2535,16.156940460205078) (228,16.045055389404297)* (432,15.849236488342285) (1090,15.737442016601562)* (1155,15.41454029083252)* (331,15.308847427368164) (3371,15.27111530303955) (2083,15.261818885803223) (2134,15.248902320861816) (757,15.229894638061523) (1106,14.981266975402832)* (1398,14.917850494384766) (2601,14.885954856872559) (5150,14.753192901611328) (1376,14.723029136657715)* (1403,14.663115501403809) (210,14.62236499786377) (425,14.558506965637207) (8587,14.51230239868164)
671: (1444,17.547828674316406) (461,17.37032699584961) (1456,16.8713436126709) (2984,16.690914154052734) (7865,16.47836685180664) (4561,16.20602035522461) (8163,16.19580078125) (321,16.147279739379883) (685,16.009748458862305) (498,16.00061798095703) (288,15.941970825195312) (1042,15.85569953918457) (1455,15.815203666687012) (14598,15.734188079833984) (14597,15.709951400756836) (14596,15.686168670654297) (8167,15.685127258300781) (12040,15.67254638671875) (12039,15.664697647094727) (466,15.582353591918945)
672: (1541,20.584566116333008) (779,19.834985733032227) (2850,19.77713966369629) (2210,19.07845687866211) (1181,19.07599449157715) (2204,18.72944450378418) (1195,18.47032928466797) (492,18.381803512573242) (1868,18.358057022094727) (830,18.07599449157715) (1196,18.0407657623291) (813,17.911752700805664) (1187,17.67401695251465) (1853,17.633440017700195) (2618,17.561071395874023) (500,17.400882720947266) (823,17.308345794677734) (1197,17.128501892089844) (2203,17.124101638793945) (498,17.1209716796875)
673: (355,18.496488571166992) (366,18.436025619506836)* (230,17.814529418945312) (714,17.80680274963379) (683,17.733932495117188) (498,17.51096534729004) (1247,17.42656135559082) (1241,17.409656524658203) (2661,17.30740737915039) (4177,17.176353454589844) (1775,17.163009643554688) (377,17.131237030029297) (1872,17.084074020385742) (499,17.0694522857666) (2440,16.869842529296875) (1905,16.838573455810547) (538,16.838199615478516) (371,16.82623291015625) (190,16.82425308227539) (220,16.77297019958496)
