userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,50.174537658691406) (51,49.95536804199219)* (1014,49.106544494628906) (187,49.09053039550781) (997,48.900047302246094) (59,48.88568115234375)* (4308,48.70415496826172) (998,48.684844970703125) (1073,48.46005630493164) (1892,48.42245101928711) (61,48.31501007080078)* (1013,48.30491256713867) (193,48.29257583618164) (877,48.16304016113281) (993,48.14425277709961) (1713,48.136940002441406) (1019,48.09062194824219) (3201,48.00580596923828) (511,47.96918487548828) (91,47.937923431396484)*
580: (3616,54.81248092651367) (4779,54.473941802978516) (412,54.42012405395508) (4821,54.26206588745117) (1100,54.09825134277344) (512,54.07631301879883)* (3737,53.97212219238281) (11006,53.8780517578125) (2850,53.86350631713867) (1206,53.81248474121094) (1116,53.81117630004883) (3341,53.803443908691406) (2580,53.770347595214844) (198,53.75812530517578) (1645,53.69902038574219) (234,53.67721939086914) (1195,53.66161346435547) (1228,53.65340042114258) (4118,53.652774810791016) (190,53.634605407714844)
581: (67,57.815372467041016)* (67,57.815372467041016)* (959,57.60399627685547) (2222,57.05265426635742) (930,57.01484298706055) (176,56.863006591796875) (3462,56.76602554321289) (89,56.75112533569336)* (2044,56.70793533325195) (475,56.64244842529297) (378,56.54629135131836) (63,56.47721862792969) (63,56.47721862792969) (1114,56.470237731933594) (180,56.451595306396484) (1249,56.42053985595703) (518,56.41517639160156) (72,56.38525390625) (72,56.38525390625) (3966,56.36677551269531)
582: (1541,50.14807891845703)* (814,49.500732421875) (825,49.3166618347168) (815,49.297794342041016)* (809,49.21866226196289) (1188,49.068763732910156) (2200,49.05758285522461) (2850,48.95081329345703) (816,48.85408020019531)* (2586,48.8365478515625)* (2204,48.810855865478516) (1192,48.628440856933594) (1100,48.52851867675781) (4508,48.48812484741211) (2429,48.485260009765625) (842,48.484920501708984)* (808,48.40627670288086) (829,48.39882278442383) (4503,48.264774322509766) (1547,48.25855255126953)*
583: (808,51.41355514526367)* (2850,51.138160705566406) (1541,51.0622673034668)* (377,50.971046447753906) (1188,50.898345947265625) (412,50.83186721801758) (1179,50.67947769165039) (1100,50.65152359008789) (209,50.65082550048828) (486,50.60462188720703)* (1185,50.52717590332031) (540,50.51970672607422) (1191,50.503379821777344) (1181,50.4916877746582)* (813,50.2547607421875) (45,50.251338958740234) (1186,50.223697662353516) (1091,50.132266998291016) (2847,50.11773681640625) (5966,50.11196517944336)
584: (261,55.51130294799805) (1694,55.348365783691406) (1464,55.26247024536133) (1740,55.21577835083008) (270,55.142822265625) (572,55.08915328979492) (7434,54.986366271972656) (575,54.97148895263672) (157,54.88727569580078) (892,54.88224792480469) (7452,54.78310012817383) (4253,54.719871520996094) (67,54.69417190551758) (67,54.69417190551758) (1772,54.64771270751953) (6529,54.586666107177734) (2419,54.56221389770508) (1469,54.54191589355469) (2175,54.49810791015625) (889,54.449256896972656)
585: (72,52.631317138671875) (72,52.631317138671875) (511,52.19607925415039) (229,51.85270690917969) (182,51.83033752441406) (187,51.790611267089844) (1375,51.56795120239258) (159,51.498348236083984) (377,51.4865837097168) (533,51.422752380371094) (230,51.41917037963867) (157,51.35007095336914) (172,51.28705978393555) (155,51.23283767700195) (234,51.20875930786133) (166,51.187355041503906) (486,51.17345428466797) (1104,51.165687561035156) (518,51.13644790649414) (51,51.1146125793457)
586: (9540,51.48920440673828) (2244,51.02473449707031) (1264,50.33511734008789) (917,50.16139602661133) (3,50.09838104248047) (12243,50.09263229370117) (1521,50.04749298095703) (4273,49.97130584716797) (954,49.969573974609375)* (1259,49.94783401489258) (4335,49.91173553466797) (841,49.860137939453125) (2033,49.757164001464844) (6286,49.75434112548828) (1535,49.70800018310547) (1260,49.47919464111328)* (1214,49.4614372253418) (9226,49.39543151855469) (2952,49.372581481933594) (7917,49.346717834472656)
587: (707,55.685516357421875) (1044,55.37232208251953) (517,55.31534957885742)* (978,55.152252197265625) (489,55.148563385009766) (808,55.13566970825195) (234,55.08903503417969) (503,54.80436706542969)* (1104,54.78307342529297) (1406,54.702903747558594) (497,54.648738861083984) (504,54.64453125) (230,54.642059326171875) (7,54.63278579711914) (1145,54.60807418823242) (1672,54.56355667114258) (220,54.40587615966797) (1351,54.3742561340332) (930,54.31208038330078) (917,54.30626678466797)
589: (333,54.18327331542969) (306,53.749794006347656) (295,53.70098114013672)* (802,53.472389221191406)* (302,53.425262451171875) (321,53.34291458129883) (325,53.305213928222656)* (681,53.26814270019531) (679,53.25020217895508) (544,53.029151916503906)* (257,53.01019287109375) (908,52.97625732421875) (542,52.95061492919922) (464,52.950035095214844) (686,52.94001770019531)* (291,52.92340850830078) (1453,52.86127471923828) (299,52.8548469543457) (793,52.78252410888672) (349,52.733741760253906)
590: (344,51.426876068115234) (464,51.21867370605469)* (321,51.10206985473633) (542,51.081687927246094) (681,50.80397415161133) (1045,50.7802848815918) (1047,50.69883346557617) (302,50.64576721191406)* (2080,50.62323760986328) (291,50.47337341308594) (680,50.44721603393555) (295,50.377838134765625) (292,50.285552978515625) (704,50.2484245300293) (544,50.16896438598633) (1246,50.16511535644531) (538,50.13972473144531) (646,50.125083923339844) (1447,50.03921127319336) (324,50.01487731933594)
592: (377,52.45674514770508) (930,52.305179595947266) (707,52.15152359008789) (234,51.93588638305664)* (518,51.90269470214844) (198,51.8077507019043) (475,51.7931022644043) (173,51.73237609863281) (959,51.65719223022461) (157,51.64390182495117)* (2014,51.605262756347656) (487,51.591697692871094) (486,51.521324157714844) (378,51.458229064941406) (3462,51.44997024536133) (504,51.37995529174805) (517,51.34027099609375) (5079,51.2788200378418) (220,51.237884521484375) (65,51.22758483886719)
593: (289,53.74134063720703) (283,53.464805603027344) (1447,53.34296417236328) (3393,53.321876525878906) (6529,53.31303405761719) (3173,53.09126281738281) (89,53.074562072753906) (295,53.05828094482422)* (701,53.048126220703125)* (455,53.01958465576172) (2986,52.99555587768555) (3332,52.9943962097168) (681,52.9826774597168)* (679,52.95358657836914) (646,52.94342803955078) (4474,52.86032485961914) (2080,52.82273864746094) (257,52.7805061340332) (325,52.770591735839844) (8364,52.76949691772461)
594: (230,50.78049850463867) (917,50.48067092895508) (1044,50.47047424316406)* (982,50.14882278442383) (486,49.93211364746094) (7,49.89870071411133) (1513,49.886512756347656) (498,49.87467575073242) (517,49.86152648925781) (209,49.861270904541016)* (930,49.73207473754883) (808,49.690162658691406) (497,49.6430778503418) (1406,49.623939514160156)* (1104,49.494476318359375) (2346,49.43576431274414) (504,49.43503952026367) (412,49.413021087646484) (1854,49.361331939697266) (472,49.34430694580078)
595: (917,57.291969299316406)* (841,56.472900390625)* (918,56.32560729980469)* (954,55.771488189697266)* (1360,55.7625846862793) (1369,55.70134353637695)* (707,55.63319778442383)* (1535,55.57693099975586) (957,55.022186279296875)* (949,54.99268341064453) (710,54.95521545410156) (1531,54.88954544067383) (1261,54.85873031616211) (1527,54.7203369140625)* (956,54.71514892578125)* (1372,54.677085876464844) (923,54.67508316040039)* (706,54.52509307861328) (2342,54.4725456237793) (2654,54.45268249511719)
596: (874,47.04271697998047) (72,46.99651336669922)* (72,46.99651336669922)* (3201,46.924781799316406) (59,46.85210037231445)* (511,46.684085845947266) (99,46.663909912109375) (163,46.66154479980469) (1412,46.63133239746094) (227,46.49700927734375) (1122,46.4876708984375) (852,46.4661750793457) (959,46.4360237121582) (98,46.310394287109375) (159,46.28252029418945)* (2938,46.2603874206543)* (1013,46.20494079589844) (1413,46.17166519165039) (601,46.14506912231445) (193,46.07902526855469)
598: (67,54.684234619140625) (67,54.684234619140625) (300,54.421592712402344)* (306,54.32187271118164) (295,54.28902816772461) (302,54.261863708496094) (701,53.92667007446289) (157,53.888572692871094) (257,53.74095916748047) (310,53.715728759765625) (291,53.66831970214844) (298,53.4729118347168) (331,53.4359016418457) (349,53.294471740722656)* (525,53.23613739013672) (1934,53.20237731933594) (972,53.19767761230469) (329,53.13004684448242) (344,53.02817916870117) (294,52.99407196044922)
601: (1178,58.17557144165039) (286,57.87143325805664) (5173,57.670143127441406) (992,57.638301849365234) (7802,57.48884201049805) (4649,57.44987106323242) (4123,57.126304626464844) (7148,57.06724166870117) (3230,57.02838897705078) (592,57.023651123046875) (7111,57.00587844848633) (1893,56.983245849609375) (3993,56.85588455200195) (93,56.84843444824219) (2338,56.832801818847656) (3264,56.82111740112305) (1124,56.794219970703125) (3289,56.786460876464844) (10663,56.75550079345703) (8555,56.66400146484375)
602: (3028,51.129886627197266)* (763,50.397708892822266) (6906,50.06767272949219) (5966,49.95100402832031) (845,49.85187530517578) (1858,49.824119567871094) (2576,49.81279754638672) (2579,49.70115661621094) (2586,49.682655334472656) (1541,49.66992950439453) (4779,49.63800048828125) (7386,49.61927032470703) (6773,49.57655715942383) (512,49.53974533081055) (2572,49.53968048095703) (5066,49.534461975097656) (2850,49.52458190917969) (1100,49.47781753540039) (3686,49.435401916503906) (3997,49.41331481933594)
603: (154,49.32411193847656) (199,48.67509460449219) (226,48.508941650390625) (217,48.41151428222656) (207,48.300018310546875) (195,48.23688507080078) (5966,48.17289733886719) (223,48.171024322509766) (222,48.14385223388672) (2572,48.13203048706055) (225,48.11763000488281) (615,48.06324005126953) (233,47.94013595581055) (632,47.92738342285156) (210,47.915306091308594) (5423,47.877891540527344) (440,47.877777099609375) (2582,47.85262680053711) (964,47.836082458496094) (56,47.83136749267578)
604: (157,55.07238006591797) (89,54.30036926269531)* (289,54.11982727050781)* (288,53.857879638671875)* (302,53.80535125732422)* (310,53.727317810058594)* (300,53.48454284667969)* (701,53.462554931640625)* (329,53.43565368652344) (972,53.28700256347656) (475,52.97715759277344) (349,52.96599578857422)* (161,52.888214111328125) (1464,52.789791107177734) (294,52.78857421875) (328,52.70396423339844) (1081,52.697265625) (265,52.629112243652344)* (538,52.485591888427734) (331,52.46780014038086)
605: (154,54.52585983276367)* (190,54.21403503417969) (229,53.917728424072266)* (88,53.88641357421875) (429,53.77650451660156) (65,53.772151947021484) (65,53.772151947021484) (173,53.60832595825195) (228,53.53611755371094) (199,53.48210525512695) (1090,53.468963623046875) (715,53.40427017211914) (1239,53.30467987060547) (3057,53.217899322509766) (428,53.21052932739258)* (1375,53.172523498535156) (225,53.14249038696289) (1048,53.135650634765625) (81,53.13155746459961) (203,53.12942886352539)*
606: (162,50.59066390991211) (1119,50.089073181152344) (163,50.026851654052734) (1418,49.79337692260742) (234,49.67308807373047) (512,49.66476821899414) (441,49.522830963134766) (227,49.395286560058594) (867,49.36716842651367) (186,49.3622932434082) (159,49.31724166870117) (1206,49.315982818603516) (707,49.243465423583984) (875,49.19851303100586) (2493,49.17449951171875) (429,49.16911315917969) (1412,49.144134521484375) (3417,49.125450134277344) (1118,49.03017807006836) (200,48.98674774169922)
607: (9540,44.84186935424805) (7472,44.69599151611328) (3,44.35404586791992) (2756,44.16962432861328) (2244,44.06996536254883) (6286,43.81392288208008) (8341,43.773475646972656) (10672,43.747459411621094) (28,43.737632751464844) (4283,43.640159606933594) (4273,43.391822814941406) (12243,43.36281204223633) (47,43.356475830078125) (8322,43.248077392578125)* (8320,43.198204040527344) (8327,43.12351989746094) (11372,43.11173629760742) (5227,43.03237533569336) (8326,42.87583923339844) (7917,42.829833984375)
608: (2952,48.813880920410156) (570,48.678585052490234) (1220,48.582462310791016) (583,48.575096130371094) (7203,48.5549201965332) (572,48.30064010620117) (11455,48.156253814697266) (12243,48.04914855957031) (2033,47.81953811645508) (565,47.77140808105469) (3611,47.68004608154297) (4520,47.55310821533203) (1740,47.518646240234375) (1244,47.46860885620117)* (227,47.386871337890625) (7111,47.148841857910156) (730,47.14518737792969) (2842,47.122013092041016) (735,47.00999069213867) (959,46.95829391479492)
609: (903,44.5526123046875) (546,44.33063888549805) (980,44.0787467956543) (3200,43.98996353149414) (65,43.93485641479492) (65,43.93485641479492) (190,43.90742492675781) (2083,43.889896392822266) (2521,43.876224517822266) (207,43.867591857910156) (532,43.79836654663086) (1934,43.7731819152832) (306,43.741302490234375) (1090,43.66769790649414) (1098,43.6479606628418) (539,43.643836975097656) (690,43.56587219238281) (182,43.56514358520508) (56,43.53749465942383) (56,43.53749465942383)
611: (1400,42.6884765625) (4028,42.63825607299805) (1983,42.62077713012695) (703,42.47346115112305)* (757,42.40348815917969) (7884,42.34883499145508) (1075,42.33277893066406) (5149,42.300079345703125) (3186,42.278480529785156) (9010,42.26509094238281) (11031,42.24677276611328) (980,42.185035705566406) (1405,42.17485809326172) (1098,42.117313385009766) (9011,42.04227066040039) (425,42.02153015136719) (58,41.98759460449219)* (58,41.98759460449219)* (5148,41.982337951660156) (1097,41.97947692871094)
612: (2083,46.16216278076172) (2521,46.05097579956055) (903,45.934974670410156) (4704,45.88396072387695) (980,45.833106994628906) (703,45.657310485839844) (1934,45.65211486816406)* (425,45.63434600830078) (228,45.59663391113281)* (690,45.5367317199707) (1098,45.4302864074707)* (67,45.34710693359375) (67,45.34710693359375) (1243,45.325748443603516) (1485,45.220367431640625) (539,45.209442138671875) (306,45.188663482666016)* (423,45.14363479614258) (437,45.127506256103516) (548,45.07319259643555)
613: (554,51.14664840698242) (5416,51.00484848022461) (227,50.33045959472656) (1242,50.263370513916016) (1764,50.028812408447266) (863,49.92647171020508) (1412,49.847782135009766) (733,49.71495056152344) (1804,49.687164306640625) (1755,49.452999114990234) (1414,49.40496063232422) (439,49.342193603515625) (599,49.269859313964844) (2265,49.249778747558594) (562,49.010093688964844) (1639,48.991233825683594) (1779,48.98386001586914) (1771,48.94794845581055) (8824,48.936885833740234) (1763,48.93058395385742)
614: (230,52.265567779541016) (377,52.24320983886719) (808,51.944698333740234) (486,51.91814422607422) (498,51.79911422729492) (412,51.69357681274414) (190,51.63227844238281) (1044,51.538917541503906) (1854,51.42832565307617)* (1186,51.39311981201172) (234,51.303253173828125) (488,51.261390686035156)* (1180,51.25664520263672) (1091,51.2266731262207) (220,51.16569900512695) (2661,51.11393356323242) (982,51.093658447265625) (1246,51.02311325073242) (536,50.96349334716797)* (1406,50.87036895751953)
616: (503,54.049842834472656)* (841,53.97867202758789)* (923,53.835426330566406) (953,53.78819274902344) (957,53.33995056152344) (25,53.24264907836914) (198,52.941062927246094) (188,52.72711944580078) (1338,52.70339584350586) (806,52.690433502197266) (1339,52.65802764892578) (1358,52.63041305541992) (835,52.551971435546875) (1369,52.50141143798828) (815,52.480960845947266) (949,52.47384262084961) (812,52.45840835571289) (370,52.41886901855469) (1044,52.40739059448242)* (937,52.39796447753906)
617: (67,54.80628967285156)* (67,54.80628967285156)* (55,54.5947265625)* (306,54.403419494628906) (289,54.2762451171875) (310,54.0833625793457) (535,54.076934814453125) (296,54.03597640991211) (157,53.980751037597656) (2083,53.83031463623047) (302,53.77204895019531) (331,53.758949279785156) (525,53.74810028076172) (701,53.71943664550781) (285,53.71607971191406) (328,53.60478973388672) (2521,53.566070556640625) (906,53.51152420043945) (300,53.47627258300781) (317,53.46607208251953)*
618: (8925,45.18392562866211) (12490,45.083473205566406) (13260,44.951698303222656) (13857,44.43867492675781) (9794,44.405052185058594) (1548,44.26275634765625) (4185,44.261878967285156) (9801,44.04605484008789) (4002,43.72308349609375) (9796,43.6734733581543) (4204,43.54625701904297) (3335,43.509307861328125) (3999,43.49970626831055) (11553,43.481544494628906) (8932,43.4022331237793) (4213,43.39741897583008) (16272,43.36861038208008) (13237,43.36819076538086) (8469,43.320152282714844) (9804,43.28147888183594)
619: (1400,46.019752502441406) (425,45.764137268066406)* (225,45.71928405761719) (1048,45.699134826660156) (65,45.52181625366211) (65,45.52181625366211) (199,45.42022705078125) (533,45.362606048583984) (716,45.22212600708008) (210,45.17802810668945) (430,45.15522766113281)* (182,45.15263366699219) (1239,45.07757568359375) (1106,44.978397369384766) (203,44.96442413330078) (173,44.95780944824219) (1424,44.91322708129883) (159,44.83405303955078) (969,44.69658660888672) (1632,44.69456100463867)
