userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,53.743186950683594) (51,53.6226921081543)* (187,52.742835998535156) (1014,52.682289123535156) (1073,52.478580474853516) (59,52.15489196777344)* (193,52.08202362060547) (3768,52.08128356933594) (511,52.05740737915039) (1013,51.96367645263672) (1019,51.921756744384766) (599,51.904022216796875) (993,51.81451416015625) (998,51.702423095703125) (1885,51.68733596801758) (1892,51.66470718383789) (3201,51.65154266357422) (1098,51.6512336730957) (997,51.5468635559082) (61,51.48124694824219)*
633: (412,58.14270782470703) (808,58.007354736328125)* (1186,57.754234313964844) (4821,57.482421875) (1046,57.386539459228516) (2661,57.146888732910156) (1645,57.088600158691406) (840,57.02959442138672) (383,56.96408462524414) (540,56.76604080200195) (500,56.713714599609375) (4375,56.627288818359375) (2850,56.580055236816406) (816,56.57872009277344) (1866,56.568538665771484) (830,56.48915100097656) (497,56.453880310058594) (4189,56.421180725097656) (1650,56.376712799072266) (2352,56.37614440917969)
634: (356,59.00908660888672) (230,58.81089782714844) (2436,58.69392013549805) (966,58.63133239746094) (475,58.623348236083984) (288,58.588409423828125) (378,58.320709228515625) (355,58.26686477661133) (2453,58.21467590332031) (701,58.20481491088867) (5267,58.17193603515625)* (1447,58.15031433105469)* (289,58.14402770996094) (683,58.12749481201172) (366,58.12186813354492) (1691,58.115966796875) (2176,58.05669403076172) (481,58.049198150634766) (6529,57.9367561340332) (461,57.92169189453125)
635: (212,59.23276138305664)* (154,59.060829162597656) (735,58.8382568359375) (1976,58.61967468261719) (562,58.601844787597656) (718,58.584129333496094) (709,58.56721115112305) (206,58.423797607421875) (602,58.42378234863281) (234,58.383567810058594) (220,58.38273620605469) (163,58.365264892578125) (857,58.240814208984375) (1412,58.23798370361328) (533,58.118385314941406) (2265,58.09574890136719) (88,58.03876495361328) (196,58.01628875732422) (567,57.911224365234375) (1239,57.867340087890625)
636: (258,51.59665298461914) (455,51.453147888183594) (800,51.44525909423828) (389,51.432106018066406) (289,51.419883728027344)* (652,51.37702941894531) (161,51.364906311035156)* (294,51.360496520996094)* (1114,51.35016632080078) (349,51.19511413574219)* (913,51.18932342529297) (13265,51.18147277832031) (479,51.17662048339844) (306,51.14506530761719) (340,51.129425048828125) (637,51.08153533935547) (2044,51.054901123046875) (55,51.03108215332031)* (4348,51.022186279296875) (641,50.88634490966797)
637: (1412,55.31861114501953) (227,55.13566589355469) (562,55.01519012451172) (1249,54.845340728759766)* (2343,54.740936279296875) (868,54.66518020629883) (163,54.6610107421875) (220,54.42700958251953) (1244,54.4140625) (2346,54.41376495361328)* (733,54.37440490722656) (1639,54.181480407714844) (1414,54.15581512451172) (707,54.03083419799805) (212,54.002708435058594) (2786,53.989830017089844) (599,53.91876220703125) (436,53.87663269042969) (2855,53.860862731933594) (533,53.85295104980469)
638: (292,48.379188537597656)* (466,47.893150329589844)* (328,47.57999038696289) (157,47.543487548828125) (525,47.319068908691406) (679,47.22901916503906)* (907,47.22705841064453) (544,47.22472381591797)* (310,47.16693115234375) (318,47.10752868652344)* (293,46.968116760253906) (301,46.883934020996094)* (320,46.84219741821289) (378,46.81243896484375) (913,46.79535675048828) (352,46.64757537841797) (498,46.539146423339844) (543,46.40871047973633)* (327,46.39970397949219) (1042,46.39879608154297)
639: (2101,52.36457824707031) (1020,52.18017578125) (2193,51.79157638549805) (72,51.672019958496094) (72,51.672019958496094) (1104,51.44026184082031) (3046,51.361473083496094) (1099,51.29310607910156) (777,51.232547760009766) (2667,51.1233024597168) (70,50.996429443359375) (1075,50.91402053833008) (38,50.908084869384766) (1379,50.87744903564453) (5071,50.83814239501953) (5074,50.83064270019531) (1705,50.759422302246094) (7759,50.75480270385742) (238,50.74302291870117) (101,50.7303466796875)
640: (917,57.62712860107422) (2834,57.333457946777344) (1249,57.2561149597168) (707,57.09009552001953) (2346,57.01697540283203) (227,56.9586181640625)* (1639,56.8489990234375) (176,56.69420623779297) (724,56.65480041503906) (1513,56.575904846191406) (718,56.440216064453125) (1358,56.42232131958008) (1426,56.33506393432617)* (733,56.314476013183594) (234,56.30768966674805) (212,56.19184112548828)* (2569,56.17852783203125) (2787,56.14646911621094)* (2855,56.115234375)* (2899,56.089508056640625)
641: (498,53.62410354614258) (1470,53.240447998046875) (486,53.08443069458008) (3859,52.43684387207031) (3427,52.35633850097656) (499,52.20049285888672) (11796,52.08420181274414) (230,52.036109924316406)* (4177,51.91517639160156) (472,51.856910705566406) (403,51.841651916503906) (89,51.8345947265625) (683,51.67339324951172) (6247,51.658905029296875) (966,51.657470703125) (488,51.55473327636719) (378,51.512451171875) (190,51.51080322265625)* (1854,51.50252151489258) (540,51.463951110839844)
642: (583,57.92906951904297)* (2871,57.60810089111328) (11923,57.40186309814453) (565,57.002357482910156)* (11885,56.777130126953125) (8111,56.759368896484375) (11918,56.60327911376953) (7056,56.559471130371094)* (2894,56.451385498046875)* (2869,56.12651062011719) (7111,56.041343688964844) (2873,55.88744354248047) (8128,55.87733459472656) (9433,55.732933044433594) (11917,55.68262481689453) (2902,55.63865661621094) (11676,55.494728088378906) (728,55.45172882080078) (11921,55.447593688964844) (8808,55.43968200683594)*
643: (599,57.13022232055664)* (154,57.123138427734375) (227,56.970985412597656) (418,56.7171630859375) (81,56.66691970825195) (1098,56.63594436645508) (612,56.53290557861328) (203,56.52204513549805) (715,56.32489013671875) (1167,56.23053741455078) (59,56.11731719970703) (618,56.088050842285156) (196,56.064754486083984) (2531,56.04688262939453) (159,56.00688934326172) (441,55.993927001953125) (858,55.9534912109375) (2277,55.951942443847656) (6762,55.83952331542969) (58,55.81497573852539)
644: (203,54.535682678222656) (81,54.30807113647461) (53,54.136558532714844) (53,54.136558532714844) (238,54.01982879638672) (429,53.97135925292969)* (599,53.96384811401367) (715,53.93639373779297) (206,53.92802429199219) (196,53.918418884277344) (88,53.78227233886719) (237,53.53227233886719) (511,53.50056076049805) (65,53.487300872802734)* (65,53.487300872802734)* (1090,53.438236236572266) (159,53.43458938598633) (199,53.409908294677734) (173,53.31855773925781) (1089,53.26676940917969)
645: (389,53.546295166015625) (1464,53.10136032104492) (3304,53.09202194213867) (157,52.55754852294922) (7157,52.519859313964844) (9745,52.47212600708008) (253,52.3479118347168) (2934,52.18579864501953) (2067,52.15448760986328)* (187,52.096656799316406) (67,52.060546875) (67,52.060546875) (1772,52.02544403076172) (7136,51.940391540527344) (6733,51.793426513671875) (258,51.78502655029297) (3921,51.769554138183594) (1000,51.69110870361328) (4928,51.6041259765625) (1002,51.57255935668945)
646: (289,53.921669006347656)* (295,53.86773681640625)* (544,53.66920471191406) (498,53.51477813720703)* (793,53.1953125) (464,53.172096252441406) (318,53.13582229614258) (908,53.1341667175293) (291,53.08900833129883) (325,53.05308151245117)* (257,52.92789077758789) (802,52.804351806640625) (1037,52.778446197509766) (349,52.75979995727539) (293,52.69826889038086) (528,52.6954231262207)* (680,52.67103576660156) (327,52.47718811035156)* (290,52.43080139160156) (523,52.41099548339844)
647: (154,59.11115646362305)* (429,58.29852294921875)* (84,58.20594024658203) (1504,58.140785217285156)* (416,58.1004638671875) (757,57.983497619628906) (2535,57.73505401611328) (858,57.72401428222656) (2542,57.67224884033203)* (199,57.64057159423828) (615,57.633934020996094) (203,57.617191314697266)* (237,57.59716796875) (603,57.58538818359375) (1983,57.5348014831543) (612,57.48946762084961) (2531,57.467376708984375) (3259,57.427825927734375) (206,57.42607879638672) (1155,57.42303466796875)
649: (503,55.8210334777832)* (923,55.29520797729492) (1044,55.15570831298828) (517,55.050376892089844) (978,54.789154052734375) (1104,54.61744689941406) (841,54.487998962402344) (7,54.132102966308594) (25,54.115760803222656) (497,54.053367614746094) (957,54.003173828125)* (489,53.93596649169922) (514,53.90658950805664) (1249,53.88517379760742) (1672,53.77839660644531) (920,53.71510696411133)* (234,53.70051574707031) (710,53.62840270996094) (2835,53.606807708740234) (1360,53.56185531616211)
650: (173,51.04242706298828) (7,50.99858474731445) (1104,50.85873031616211) (56,50.52207946777344) (56,50.52207946777344) (65,50.11863708496094) (65,50.11863708496094) (475,50.06325149536133) (1044,49.879207611083984) (89,49.815975189208984)* (378,49.80022430419922) (198,49.79307556152344) (234,49.74959182739258) (518,49.69829177856445) (154,49.6626091003418) (1179,49.652015686035156) (498,49.62165069580078)* (930,49.61182403564453) (233,49.51614761352539) (230,49.500083923339844)
651: (67,56.45686340332031)* (67,56.45686340332031)* (285,55.22739028930664) (1825,54.81212615966797) (601,54.76261901855469) (89,54.706642150878906)* (535,54.695098876953125) (69,54.53297424316406) (69,54.53297424316406) (241,54.45442581176758) (251,54.37657928466797) (292,54.34227752685547) (301,54.34147262573242) (1833,54.23982238769531) (279,54.206031799316406) (1399,54.13577651977539) (1935,54.067989349365234) (155,54.06768035888672) (1694,54.040245056152344) (302,54.0394287109375)
652: (1131,58.285640716552734)* (370,58.03437042236328) (2594,57.21373748779297) (152,57.18086242675781) (845,57.157928466796875) (2370,57.13362121582031) (2775,57.12318420410156) (162,56.90208435058594) (2172,56.787567138671875) (1143,56.74787521362305) (769,56.72689437866211) (854,56.7183952331543) (1206,56.5540657043457) (964,56.55126190185547) (815,56.54685592651367) (1216,56.539329528808594) (10859,56.46665954589844) (1295,56.3991813659668) (2835,56.39445114135742) (3944,56.37910461425781)
654: (72,52.190155029296875) (72,52.190155029296875) (1104,52.13872528076172) (7,50.89716339111328) (506,50.7000732421875)* (930,50.60068893432617) (190,50.554080963134766)* (234,50.29393768310547) (187,50.176544189453125) (173,50.14436340332031) (198,50.118896484375) (1131,50.04035568237305) (868,49.958858489990234) (227,49.925445556640625) (517,49.922508239746094) (233,49.90834045410156) (1412,49.896183013916016) (63,49.83233642578125) (63,49.83233642578125) (51,49.79279327392578)
655: (527,57.801334381103516) (2226,57.47589111328125) (2179,57.30134963989258) (5626,57.26417922973633) (278,57.256771087646484) (7530,57.13661193847656) (15119,57.03560256958008) (1501,56.782615661621094) (8178,56.65952682495117) (157,56.63372802734375) (227,56.547882080078125) (89,56.50696563720703) (2923,56.498348236083984) (1402,56.4749641418457) (12044,56.35388946533203) (67,56.353729248046875) (67,56.353729248046875) (617,56.29010772705078) (306,56.175376892089844) (329,56.1453971862793)
656: (959,53.530540466308594) (176,53.30219268798828) (180,53.020790100097656) (2031,52.86534881591797) (187,52.641944885253906) (2936,52.62541580200195)* (253,52.61112976074219) (67,52.573204040527344) (67,52.573204040527344) (1464,52.56232452392578) (1076,52.53499984741211) (4135,52.37971496582031) (193,52.3427734375) (951,52.29857635498047) (2183,52.28477478027344) (511,52.244834899902344) (1244,52.19744873046875) (2787,52.19003677368164) (1249,52.189292907714844) (2444,52.15290832519531)
657: (5089,54.00889205932617) (460,53.61079788208008)* (1020,53.153564453125) (2101,53.02033615112305) (2610,52.28354263305664) (174,52.124393463134766) (5605,52.06548309326172) (722,52.03900146484375) (968,52.02025604248047) (7874,52.01308822631836) (377,52.00893783569336)* (4237,51.99139404296875) (3046,51.97486114501953)* (374,51.94548797607422) (6051,51.93684387207031) (10883,51.91522979736328) (2699,51.82395553588867) (397,51.814979553222656) (190,51.80098342895508)* (1009,51.776424407958984)
658: (1075,53.02269744873047) (64,52.710716247558594)* (64,52.710716247558594)* (238,52.368160247802734) (81,52.34366989135742) (70,52.0201301574707) (1098,51.93254089355469) (3109,51.863704681396484) (1062,51.85828399658203) (53,51.72724533081055) (53,51.72724533081055) (173,51.60990905761719) (757,51.44407272338867) (59,51.418758392333984) (1394,51.321800231933594) (54,51.18495178222656) (54,51.18495178222656) (1073,51.15727615356445) (1787,51.11311721801758) (423,51.057281494140625)
659: (89,54.874298095703125) (288,54.70775604248047)* (289,54.502723693847656)* (157,54.35841369628906) (300,54.16133117675781) (333,54.12001037597656) (295,54.119361877441406) (701,54.017356872558594) (306,53.916778564453125) (302,53.74811553955078) (378,53.62079620361328) (161,53.612491607666016) (475,53.582298278808594) (55,53.51471710205078)* (377,53.380393981933594) (972,53.30821990966797) (328,53.30729675292969) (71,53.287010192871094) (71,53.287010192871094) (525,53.214271545410156)
660: (2054,48.07670593261719) (803,47.455989837646484) (637,47.32968521118164) (909,47.169559478759766) (1015,47.09435272216797) (3982,46.980995178222656) (2934,46.946632385253906) (6232,46.912662506103516) (1002,46.87526321411133) (13164,46.76860046386719) (638,46.730533599853516) (8002,46.71076202392578) (2044,46.619293212890625) (660,46.5723876953125) (2035,46.57157897949219) (335,46.507789611816406) (339,46.477806091308594) (361,46.46125793457031) (2067,46.452938079833984) (6705,46.425254821777344)
661: (2312,53.91880416870117) (10912,53.90789031982422) (3877,52.74588394165039) (2952,52.38472366333008) (7119,52.16518783569336) (8436,52.089073181152344)* (2842,51.98778533935547) (8431,51.80841064453125) (2300,51.80638885498047) (7148,51.744232177734375) (7142,51.690608978271484) (8452,51.62118148803711) (6961,51.61981964111328) (572,51.594970703125) (8699,51.58392333984375) (583,51.51264190673828) (11676,51.48876953125) (227,51.42523193359375) (3019,51.40542984008789) (1220,51.332088470458984)
662: (3078,54.59386444091797) (498,53.66747283935547) (683,53.643497467041016) (7194,53.403594970703125) (2840,53.239803314208984)* (1105,53.21778106689453) (691,53.20564270019531) (486,53.10899353027344) (1375,53.09541320800781)* (5437,53.07798767089844) (230,53.01551055908203) (65,52.95320129394531)* (65,52.95320129394531)* (5099,52.79207992553711) (1048,52.68598175048828) (190,52.64007568359375) (229,52.62848663330078) (207,52.538692474365234) (1198,52.52220153808594) (3373,52.51784133911133)
663: (397,50.87767791748047) (3863,49.80241775512695) (2952,49.73712921142578) (3864,49.726478576660156) (727,49.29728317260742) (963,49.2401237487793) (6501,49.17850112915039) (726,49.16856002807617) (4987,49.039306640625) (7874,48.982704162597656) (754,48.81359100341797) (2500,48.63731384277344) (3047,48.61697769165039) (3985,48.5746955871582) (401,48.540924072265625) (2104,48.53277587890625) (2044,48.52434158325195) (2735,48.50640869140625) (722,48.47506332397461) (4335,48.4700813293457)
664: (763,62.84803771972656) (162,62.04168701171875) (1418,61.7064094543457) (755,61.63391876220703) (3028,61.54092788696289) (3411,61.513999938964844) (3707,61.221221923828125) (746,61.19518280029297) (2585,61.1794548034668) (3686,61.170066833496094) (748,61.14210510253906) (2605,61.08414077758789) (2572,61.03425598144531) (6048,61.01516342163086) (107,60.89674377441406) (770,60.82509994506836) (9672,60.794639587402344) (7895,60.74288558959961) (603,60.73658752441406) (1236,60.736568450927734)
665: (190,49.48374938964844)* (599,49.328453063964844) (227,49.309139251708984) (51,49.20120620727539) (163,49.179603576660156) (172,49.149131774902344) (187,48.981292724609375) (959,48.78765106201172) (1713,48.654273986816406)* (59,48.6307487487793)* (1109,48.399681091308594) (81,48.342098236083984) (1104,48.33372116088867) (868,48.22635269165039) (228,48.19733810424805) (233,48.18627166748047) (166,48.14533615112305) (961,48.13865661621094) (7,48.134429931640625) (203,48.07206726074219)*
666: (1083,58.92491912841797) (1878,57.680091857910156) (1886,57.436100006103516) (599,57.36664962768555) (2938,57.36374282836914) (2488,57.126991271972656) (874,57.02565002441406) (59,56.8792610168457) (3451,56.801170349121094) (98,56.75982666015625) (1811,56.75257110595703) (861,56.738563537597656) (441,56.73666763305664)* (51,56.718299865722656) (8291,56.65657043457031) (1703,56.52808380126953) (159,56.46289825439453)* (72,56.24527359008789)* (72,56.24527359008789)* (863,56.19338607788086)
667: (475,48.771949768066406) (300,48.59243392944336)* (289,48.49259948730469)* (349,47.92010498046875)* (461,47.8218994140625)* (329,47.76369857788086) (157,47.72406005859375)* (299,47.70941925048828) (544,47.686317443847656) (310,47.581451416015625) (55,47.48780822753906) (291,47.44933319091797)* (377,47.39786148071289) (468,47.38165283203125)* (331,47.314231872558594) (378,47.29818344116211) (344,47.2718505859375)* (327,47.17169952392578) (294,47.05237579345703) (293,47.04704284667969)*
