userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,69.11055755615234) (1073,68.00506591796875) (51,67.45714569091797)* (3501,67.16667938232422) (1014,67.0721435546875) (187,66.75701141357422) (998,66.66470336914062) (157,66.63823699951172) (993,66.62583923339844) (3768,66.51156616210938) (1836,66.45092010498047) (238,66.26002502441406) (1713,66.2319564819336) (627,66.22425842285156) (1892,66.20221710205078) (59,66.17524719238281)* (877,66.13526153564453) (1013,66.11346435546875) (1098,66.10675811767578) (61,66.09306335449219)*
639: (1020,65.85208129882812) (2923,64.19715881347656) (4706,62.64070510864258) (4728,62.59299087524414) (1396,62.468963623046875) (4725,62.43330001831055) (757,62.41600799560547)* (914,62.385581970214844) (1449,62.384765625) (2702,62.24326705932617) (5475,62.18412780761719) (5149,62.15896224975586) (12020,62.030067443847656) (5806,61.928009033203125) (2667,61.898406982421875) (475,61.862548828125) (1379,61.799354553222656) (89,61.704803466796875) (526,61.57497024536133) (377,61.54390335083008)
640: (2834,73.96066284179688) (917,73.36337280273438) (227,73.34915924072266)* (2346,73.34847259521484) (1249,73.29721069335938) (1639,73.10323333740234) (707,73.03620910644531) (212,72.93834686279297)* (1426,72.78206634521484)* (712,72.75144958496094) (6959,72.72635650634766) (730,72.71428680419922) (1468,72.71125030517578) (733,72.6844711303711) (1416,72.57138061523438) (607,72.5145492553711) (928,72.40763092041016) (1358,72.34402465820312) (2855,72.34375)* (975,72.31259155273438)
641: (498,67.21443939208984) (486,66.17560577392578) (190,65.69989013671875)* (488,65.58251190185547) (471,65.54132080078125) (89,65.501708984375) (1105,65.49573516845703) (403,65.34432220458984) (300,65.17526245117188) (1470,65.16436767578125) (289,65.11280822753906)* (344,64.92315673828125) (3859,64.91929626464844) (499,64.89818572998047) (2607,64.868896484375) (540,64.83154296875) (1866,64.82402038574219) (291,64.79679107666016) (302,64.79385375976562) (1857,64.78071594238281)
642: (8843,64.18832397460938) (583,63.79334259033203)* (565,63.586917877197266)* (14004,62.7789421081543) (1427,62.730316162109375) (1150,62.39278793334961) (987,62.336830139160156) (730,62.03839874267578) (11676,61.94672775268555) (2419,61.936405181884766) (1740,61.869747161865234) (7056,61.7620849609375)* (2570,61.738529205322266) (1123,61.52311325073242) (2893,61.4371452331543) (1464,61.39585494995117) (3777,61.37609100341797) (2902,61.28885269165039) (580,61.24525451660156)* (9433,61.209598541259766)
643: (599,71.34796905517578)* (59,71.03568267822266) (154,70.99187469482422) (2531,70.97763061523438) (3201,70.9708023071289)* (1098,70.96880340576172) (227,70.84333038330078) (159,70.75931549072266) (2938,70.75560760498047) (612,70.73843383789062) (1167,70.63287353515625) (58,70.54021453857422) (58,70.54021453857422) (441,70.5156478881836) (9032,70.51258850097656) (3280,70.49262237548828) (3110,70.36914825439453) (985,70.30494689941406) (3281,70.2537612915039) (618,70.2187728881836)
644: (65,71.57337951660156)* (65,71.57337951660156)* (81,71.1728286743164) (196,70.95989990234375) (962,70.91238403320312) (214,70.90985107421875) (5184,70.58509063720703) (1776,70.54927062988281) (204,70.38352966308594) (7219,70.3750228881836) (981,70.34535217285156) (5236,70.31144714355469) (1106,70.2581787109375) (10416,70.25157165527344) (228,70.2142333984375) (602,70.13050079345703) (8716,70.0570068359375) (14645,70.00454711914062) (1781,69.93299865722656) (604,69.92707824707031)
645: (3304,64.51477813720703) (3307,63.833431243896484) (389,63.63048553466797) (13126,63.1609001159668) (3311,62.893028259277344) (265,62.79282760620117)* (2934,62.608619689941406) (7157,62.58225631713867) (1464,62.549076080322266) (1772,62.308998107910156) (637,62.241859436035156) (258,62.19450759887695) (2324,62.13206481933594) (641,62.09734344482422) (17646,61.96683120727539) (8290,61.833251953125) (4253,61.79938507080078) (6930,61.78703308105469) (251,61.76372146606445) (157,61.702491760253906)
646: (289,73.3470230102539)* (295,72.92019653320312)* (464,72.6323013305664) (498,72.205078125)* (325,72.09696197509766)* (291,71.60081481933594) (544,71.49275970458984) (528,71.43437957763672)* (349,71.38744354248047) (1037,71.21694946289062) (318,71.11054229736328) (324,71.0775146484375) (704,71.02803802490234) (257,70.92765045166016) (525,70.84922790527344) (680,70.83273315429688) (2020,70.76187896728516) (329,70.73789978027344) (293,70.73644256591797) (542,70.72582244873047)
647: (154,71.60203552246094)* (1167,71.5687255859375) (1735,70.95748138427734) (3290,70.76375579833984) (3902,70.64629364013672) (757,70.56779479980469) (416,70.1069107055664) (615,70.09037780761719) (3259,70.03140258789062) (2605,69.9242172241211) (2542,69.8052749633789)* (11052,69.684814453125) (1983,69.68083953857422) (748,69.64091491699219) (1075,69.63793182373047) (7382,69.55382537841797) (3208,69.49365234375) (1739,69.482177734375) (1718,69.39848327636719) (423,69.37675476074219)
649: (503,72.644287109375)* (923,70.57610321044922) (821,70.17552185058594) (25,70.03813171386719) (2961,69.94203186035156) (978,69.94136047363281) (813,69.85942077636719) (957,69.8164291381836)* (920,69.80303955078125)* (1044,69.77865600585938) (726,69.5699691772461) (710,69.5003662109375) (824,69.44921875) (830,69.37971496582031) (514,69.37528991699219) (370,69.31920623779297) (1672,69.31476593017578) (810,69.2660140991211) (2835,69.24300384521484) (488,69.12960815429688)
650: (1104,64.81783294677734) (7,64.76002502441406) (173,64.51933288574219) (89,64.087890625)* (65,64.00263977050781) (65,64.00263977050781) (209,63.8101806640625) (230,63.754913330078125) (498,63.69537353515625)* (1410,63.64339065551758) (234,63.587581634521484) (475,63.45943832397461) (328,63.41041564941406) (378,63.39848327636719) (1179,63.211421966552734) (1044,63.17854309082031) (1854,63.17301940917969) (1379,63.17202377319336) (517,63.15117263793945) (497,63.14855194091797)
651: (67,68.15542602539062)* (67,68.15542602539062)* (1001,67.61485290527344) (285,67.03059387207031) (535,66.64562225341797) (58,66.45342254638672) (58,66.45342254638672) (100,66.32408142089844) (72,66.31185150146484) (72,66.31185150146484) (1073,66.2587890625) (1844,66.25513458251953) (89,66.24531555175781)* (289,66.23522186279297)* (1694,66.20155334472656) (76,66.15484619140625) (76,66.15484619140625) (296,66.13150024414062) (906,66.08912658691406) (3500,66.02743530273438)
652: (1099,63.14554214477539) (1131,62.40412139892578)* (978,62.383338928222656) (234,62.20543670654297) (2148,61.96581268310547) (198,61.805877685546875)* (2362,61.67156219482422) (489,61.657501220703125) (854,61.50965118408203) (1974,61.493995666503906) (10857,61.4251708984375) (758,61.3651123046875) (10859,61.34981155395508) (1873,61.26613998413086) (605,61.25796890258789) (504,61.164798736572266) (45,61.09091567993164)* (808,61.05221176147461) (707,61.019474029541016) (1706,60.98557662963867)
654: (506,69.34734344482422)* (152,69.15813446044922) (1104,68.85025024414062) (72,68.66474914550781) (72,68.66474914550781) (154,68.46075439453125) (190,68.39112854003906)* (930,68.18561553955078) (233,68.08296966552734) (1131,68.03124237060547) (238,68.00442504882812) (920,67.95406341552734) (1126,67.9374008178711) (234,67.8978042602539) (220,67.83467864990234) (3940,67.8060531616211) (5217,67.75067138671875) (188,67.7391586303711)* (2836,67.69109344482422) (1743,67.59980010986328)
655: (5988,65.90167236328125) (157,65.18008422851562) (306,65.10518646240234) (89,65.09175109863281) (257,64.90675354003906) (329,64.89228057861328) (67,64.8604736328125) (67,64.8604736328125) (289,64.81341552734375) (2179,64.74520874023438) (10656,64.71186828613281) (190,64.6716079711914) (300,64.6600341796875) (302,64.6080551147461) (220,64.60270690917969) (468,64.57955169677734) (9689,64.56529235839844) (228,64.52242279052734) (701,64.5211181640625) (65,64.51860809326172)
656: (3966,66.01812744140625) (187,65.75466918945312) (1076,65.70277404785156) (959,65.6487808227539) (193,65.3103256225586) (994,65.27652740478516) (1001,65.0411605834961) (999,64.83589935302734) (2183,64.81846618652344) (2031,64.60448455810547) (2936,64.58934020996094)* (253,64.53449249267578) (993,64.42387390136719) (67,64.3685302734375) (67,64.3685302734375) (877,64.29548645019531) (1464,64.29115295410156) (6064,64.21376037597656) (1014,64.12590789794922) (511,64.06381225585938)
657: (460,63.05337142944336)* (968,62.70098876953125) (4297,61.88197708129883) (1306,61.68897247314453) (1099,61.63726806640625) (7079,61.61817169189453) (2193,61.582340240478516) (70,61.570796966552734) (190,61.40797424316406)* (407,61.402774810791016) (2610,61.395225524902344) (2101,61.295352935791016) (768,61.295265197753906) (4980,61.249446868896484) (377,61.161705017089844)* (64,61.116336822509766) (64,61.116336822509766) (238,61.079803466796875) (10035,61.02489471435547) (2158,60.93380355834961)
658: (4725,65.93555450439453) (4732,65.35726165771484) (1075,64.10869598388672) (4025,64.05487823486328) (7324,63.9368896484375) (64,63.87596893310547)* (64,63.87596893310547)* (1787,63.81562805175781) (59,63.71928024291992) (880,63.58706283569336) (4308,63.56037521362305) (1062,63.522804260253906) (1073,63.50664138793945) (1400,63.32917022705078) (969,63.31819152832031) (229,63.27351379394531) (173,63.271053314208984) (3501,63.15841293334961) (3288,63.0777473449707) (2587,63.05384063720703)
659: (300,72.4177474975586) (89,72.19532012939453) (289,72.1178970336914)* (333,71.9290771484375) (344,71.86405181884766) (679,71.64215087890625) (288,71.62968444824219)* (295,71.56573486328125) (466,71.29998016357422) (302,71.0634536743164) (265,70.86233520507812) (461,70.852294921875) (972,70.83553314208984) (55,70.72252655029297)* (701,70.63166046142578) (3557,70.56571960449219) (3081,70.32959747314453) (1934,70.303466796875) (523,70.11670684814453)* (498,70.07476043701172)
660: (660,63.763916015625) (640,62.81977081298828) (5256,62.4141845703125) (295,61.97646713256836) (15665,61.95783996582031) (637,61.824012756347656) (289,61.80411148071289) (638,61.5997314453125) (157,61.59782409667969) (334,61.40241241455078) (6429,61.360755920410156) (1066,61.258914947509766) (803,61.18524932861328) (292,61.178035736083984) (2044,61.14433288574219) (63,61.130672454833984) (63,61.130672454833984) (3896,60.99042892456055) (89,60.94607162475586) (55,60.93579864501953)
661: (4121,61.63838195800781) (1783,61.439903259277344) (2312,60.40425491333008) (1770,60.15730285644531) (7549,60.15507507324219) (7550,60.1291389465332) (7529,60.07059097290039) (7524,60.047218322753906) (7206,59.9779052734375) (7543,59.96892166137695) (2308,59.93605422973633) (2298,59.914703369140625) (7552,59.822696685791016) (7203,59.79600143432617) (7531,59.63899230957031) (7523,59.52989196777344) (7535,59.520751953125) (7528,59.512451171875) (5236,59.511409759521484) (7536,59.47894287109375)
662: (4747,70.0400161743164) (3078,69.65280151367188) (1105,69.25550079345703) (1375,68.85025787353516)* (3081,68.66077423095703) (1389,68.63552856445312) (3369,68.62425994873047) (2840,68.60126495361328)* (498,68.44170379638672) (700,68.4143295288086) (307,68.35187530517578)* (1201,68.2649917602539) (691,68.12493896484375) (5437,67.90047454833984) (3489,67.80747985839844) (10318,67.7900619506836) (3321,67.69648742675781) (2544,67.66923522949219) (65,67.57831573486328)* (65,67.57831573486328)*
663: (397,68.3841781616211) (2952,67.36074829101562) (4335,66.99821472167969) (6056,66.69273376464844) (2104,66.54112243652344) (8392,66.23038482666016) (395,66.035400390625) (5076,65.81161499023438) (390,65.64830780029297) (2096,65.37676239013672) (2044,65.36070251464844) (3267,65.06857299804688) (2098,64.8948974609375) (3311,64.8934555053711) (10807,64.86865234375) (2075,64.85577392578125) (727,64.66065979003906) (385,64.64222717285156) (5089,64.53727722167969) (2502,64.48744201660156)
664: (3028,72.7763900756836) (1204,72.66983795166016) (763,72.2041244506836) (1226,71.70067596435547) (11852,71.59359741210938) (1747,71.29264831542969) (845,70.76431274414062) (2585,70.72348022460938) (1561,70.62894439697266) (748,70.61881256103516) (197,70.58562469482422) (10214,70.5307846069336) (4232,70.49624633789062) (7382,70.48280334472656) (5650,70.47628021240234) (750,70.46935272216797) (1236,70.45010375976562) (770,70.44413757324219) (4108,70.44278717041016) (805,70.43310546875)
665: (190,65.8254623413086)* (59,65.79206085205078)* (51,65.78633117675781) (227,65.68682861328125) (599,65.52042388916016) (163,65.47196960449219) (234,65.40776824951172)* (203,65.1873550415039)* (1713,65.09223937988281)* (441,65.08466339111328) (233,65.0232162475586) (187,64.9775161743164) (868,64.73294830322266) (238,64.70187377929688) (959,64.6940689086914) (65,64.62967681884766)* (65,64.62967681884766)* (1122,64.28091430664062) (172,64.19700622558594) (969,64.1801986694336)
666: (441,69.85599517822266)* (154,69.68934631347656) (72,69.6438217163086)* (72,69.6438217163086)* (1707,69.03348541259766)* (1083,69.01734161376953) (159,68.97954559326172)* (450,68.87919616699219) (599,68.85663604736328) (233,68.71326446533203)* (3441,68.63651275634766) (163,68.569091796875) (2531,68.55561065673828) (59,68.52648162841797) (2938,68.5184326171875) (851,68.4739990234375) (4649,68.43647003173828) (429,68.42164611816406) (861,68.42158508300781) (173,68.39268493652344)
667: (300,69.64144897460938)* (289,69.25971221923828)* (461,68.5379867553711)* (329,68.4487075805664) (349,68.2520523071289)* (1042,68.19821166992188) (468,68.19466400146484)* (475,68.17464447021484) (299,67.9664077758789) (310,67.93119049072266) (327,67.86343383789062) (458,67.77130889892578) (301,67.61630249023438) (331,67.6143798828125) (344,67.58627319335938)* (291,67.51956176757812)* (464,67.47004699707031)* (544,67.45075988769531) (679,67.44135284423828) (913,67.39690399169922)
668: (5772,70.350341796875) (2983,69.66615295410156) (708,69.50293731689453)* (924,69.44046783447266)* (2352,69.34982299804688) (1775,69.31775665283203) (714,69.2914810180664)* (4473,69.23031616210938) (966,69.19683837890625) (2986,69.1725845336914) (3376,69.11766052246094) (6480,69.09558868408203) (498,68.9703598022461)* (472,68.94696044921875) (925,68.7839584350586) (1247,68.51802825927734) (3384,68.4891357421875) (378,68.42145538330078) (707,68.39270782470703)* (4850,68.25820922851562)*
669: (464,68.68910217285156) (470,68.6467056274414) (89,68.64653778076172)* (5749,68.57820129394531) (321,68.49397277832031)* (646,68.45767974853516) (295,68.3778076171875) (292,68.35079956054688) (4474,68.32071685791016) (1681,68.22145080566406) (802,68.09742736816406) (1047,68.0428466796875) (679,68.03992462158203) (4850,68.03107452392578) (701,67.91410064697266) (1429,67.87387084960938) (1438,67.82855987548828) (680,67.78718566894531) (306,67.60697937011719) (499,67.56356048583984)
670: (6054,67.73633575439453) (689,67.65961456298828) (228,67.42316436767578)* (423,66.91484069824219) (1106,66.89115905761719)* (526,66.82706451416016) (1398,66.78133392333984) (190,66.65013122558594) (690,66.52075958251953) (7324,66.51446533203125) (432,66.41045379638672) (703,66.40980529785156) (1983,66.37955474853516) (5978,66.3548355102539) (962,66.33273315429688) (425,66.31025695800781) (1090,66.24515533447266)* (14645,66.24467468261719) (1390,66.22782897949219) (548,66.22415924072266)
671: (4324,63.75659942626953) (1698,62.548709869384766) (289,62.28725051879883) (793,62.063045501708984) (295,62.05826950073242) (1453,61.74304962158203) (9374,61.66988754272461) (8378,61.65345001220703) (461,61.60508728027344) (475,61.559513092041016) (4879,61.382781982421875) (13741,61.33210754394531) (257,61.28120422363281) (2179,61.26669692993164) (701,61.247066497802734) (3178,61.2415885925293) (4464,61.12614440917969) (288,60.98306655883789) (466,60.98163604736328) (4486,60.91740798950195)
672: (2850,76.05181884765625) (1541,74.91881561279297) (779,74.8189468383789) (1195,74.74990844726562) (5137,74.60616302490234) (830,74.58121490478516) (498,74.5617446899414) (1181,74.555908203125) (1187,74.33351135253906) (813,74.1714096069336) (5969,74.14889526367188) (537,74.1163330078125) (4170,73.9700698852539) (687,73.9276123046875) (823,73.82215881347656) (503,73.80912017822266) (815,73.724609375) (1197,73.71479797363281) (500,73.67967987060547) (507,73.65865325927734)
673: (2352,69.08941650390625) (4177,68.83599090576172) (683,68.80113220214844) (366,68.75709533691406)* (184,68.68807220458984) (3376,68.60565948486328) (5249,68.59630584716797) (7837,68.45254516601562) (1377,68.0162353515625) (355,68.00224304199219) (4361,67.95187377929688) (3859,67.93785095214844) (2346,67.9346694946289) (220,67.79971313476562) (498,67.78607177734375) (3097,67.7277603149414) (1432,67.69965362548828) (227,67.68356323242188) (11217,67.56145477294922) (1553,67.54185485839844)
674: (292,65.46166229248047)* (400,65.40054321289062)* (295,65.3180923461914) (1034,64.88311767578125) (333,64.61651611328125) (4814,64.54914855957031)* (2094,64.50301361083984)* (306,64.44587707519531)* (701,64.33525085449219) (1037,64.30081939697266) (318,64.08705139160156) (2543,64.04519653320312) (680,64.01228332519531) (3982,63.899654388427734) (349,63.88832473754883) (1452,63.87468338012695)* (543,63.862640380859375)* (797,63.858699798583984) (4706,63.85663604736328) (644,63.75714874267578)
