userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,75.0465316772461) (3768,74.84757995605469) (1073,74.75566101074219) (51,74.49420928955078)* (3920,74.2337875366211) (1014,73.69796752929688) (1019,73.68535614013672) (1013,73.63550567626953) (998,73.54996490478516) (1836,73.5308609008789) (997,73.46241760253906) (187,73.40522766113281) (3501,73.39506530761719) (1885,73.39071655273438) (59,73.33796691894531)* (157,73.26742553710938) (1886,73.21783447265625) (4308,73.1673355102539) (91,73.10387420654297)* (61,73.01515197753906)*
556: (1383,81.22821044921875) (374,80.8241195678711) (423,80.3074951171875) (697,80.2662124633789) (2407,79.36692810058594) (1983,79.09305572509766) (4923,78.98646545410156) (548,78.97511291503906) (3057,78.86438751220703) (1075,78.82089233398438) (154,78.8012924194336) (2086,78.65162658691406) (64,78.62984466552734) (64,78.62984466552734) (689,78.60133361816406) (1098,78.57486724853516) (1062,78.49392700195312) (89,78.48939514160156) (204,78.451416015625) (375,78.4503402709961)
557: (2,73.1533203125) (49,72.81212615966797) (4876,72.67066192626953) (3551,72.5864028930664) (1296,72.04451751708984) (6875,72.00027465820312) (1726,71.9727554321289) (13,71.90164947509766) (4871,71.84600830078125) (6881,71.8427505493164) (5581,71.729736328125) (3087,71.72667694091797) (9,71.66807556152344) (4872,71.59709930419922) (1253,71.490966796875) (515,71.48407745361328) (1277,71.34298706054688) (1297,71.29576873779297) (43,70.92269897460938) (19,70.85652160644531)
558: (1464,72.1035385131836) (67,72.00850677490234)* (67,72.00850677490234)* (1015,71.75282287597656) (180,71.14982604980469) (4880,71.07482147216797) (10076,71.06126403808594) (959,70.9977798461914) (5617,70.96649932861328) (1081,70.90576171875) (3313,70.77486419677734) (77,70.67559814453125) (77,70.67559814453125) (187,70.63407897949219) (3674,70.49211883544922) (2183,70.47750854492188) (877,70.46916961669922) (72,70.43429565429688) (72,70.43429565429688) (55,70.39883422851562)
559: (868,74.88475036621094) (511,74.73200988769531)* (735,74.56552124023438)* (4620,74.14897918701172) (734,73.9525375366211) (159,73.84258270263672) (728,73.82831573486328) (1415,73.77063751220703) (554,73.67877197265625) (429,73.57266235351562) (715,73.50057220458984) (212,73.49349975585938) (1244,73.45414733886719) (1639,73.39401245117188) (533,73.34146118164062) (562,73.27307891845703) (2855,73.2453384399414) (1412,73.23844146728516) (4369,73.19930267333984) (712,73.13348388671875)
560: (72,80.77780151367188)* (72,80.77780151367188)* (190,80.15856170654297) (154,79.91439056396484) (441,79.88191986083984) (173,79.86967468261719) (233,79.32659912109375) (163,79.20323181152344) (234,79.1079330444336) (81,79.04339599609375) (868,79.01387786865234) (599,78.98470306396484) (59,78.83303833007812)* (238,78.82196807861328) (969,78.80391693115234) (851,78.8013687133789) (7,78.7938461303711)* (1098,78.35547637939453)* (220,78.26972198486328) (511,78.25019073486328)
561: (1544,81.06827545166016) (2179,80.85370635986328) (278,80.7369155883789) (5988,80.46055603027344) (3317,80.20801544189453) (1613,80.13394165039062) (12254,79.9114990234375) (3318,79.74609375) (8975,79.72087097167969) (11074,79.6618423461914) (2247,79.63333892822266) (1641,79.21549224853516) (12243,79.1674575805664) (2226,79.12361907958984) (1596,79.10794830322266) (6691,79.02821350097656) (276,78.9955062866211) (475,78.9058837890625) (11385,78.86280822753906) (2242,78.84497833251953)
562: (2439,83.47481536865234) (2467,82.7063217163086)* (2449,82.43941497802734)* (2451,81.93653106689453) (8071,81.83728790283203) (2450,81.80818939208984) (2457,81.76554870605469) (2448,81.6609115600586) (239,81.61009216308594) (247,81.44110870361328) (2437,81.438232421875)* (3587,81.35676574707031) (1459,81.30773162841797) (291,81.15167236328125) (2447,81.02615356445312) (2461,81.02550506591797) (3583,81.01358795166016) (1201,80.98087310791016) (3754,80.93675231933594) (3489,80.91327667236328)
563: (212,77.68788146972656) (1207,77.33717346191406) (567,77.3304214477539) (554,77.14111328125) (735,76.99974822998047) (13066,76.92977142333984) (5416,76.78926086425781) (585,76.71891784667969) (718,76.63053894042969) (1901,76.5516128540039) (2265,76.32028198242188) (1639,76.28885650634766) (2419,76.24047088623047) (10847,76.15850830078125) (2842,76.14287567138672) (1242,76.13345336914062) (11927,76.06568908691406) (2786,76.01387786865234) (562,75.93766021728516) (15027,75.91860961914062)
565: (72,72.1115493774414)* (72,72.1115493774414)* (1001,71.2938003540039) (441,70.47290802001953) (1073,70.33430480957031)* (1098,70.2832260131836) (1072,70.19603729248047) (7324,70.1603012084961) (70,70.09798431396484) (1394,70.06253051757812) (203,69.98497009277344) (154,69.68547058105469) (51,69.68438720703125) (227,69.63726043701172) (3201,69.63605499267578) (757,69.55902862548828) (4732,69.50508880615234) (84,69.49608612060547) (969,69.3993911743164) (1014,69.31781005859375)
566: (1534,75.04884338378906) (163,74.21417236328125) (152,74.1402359008789) (1298,74.11434173583984) (920,73.97014617919922) (186,73.91028594970703) (193,73.7265396118164) (159,73.63653564453125)* (51,73.62882232666016) (511,73.60421752929688) (506,73.57701110839844) (959,73.43524169921875) (1413,73.40665435791016) (1118,73.36135864257812) (3264,73.32820129394531) (3940,73.2984848022461) (712,73.22113037109375) (1726,73.22080993652344) (190,73.2141342163086) (156,73.20587921142578)
567: (223,76.39073944091797) (199,76.2362289428711)* (3258,75.83052825927734)* (211,75.5772933959961)* (615,75.51779174804688)* (632,75.49004364013672) (1389,75.36408996582031)* (445,75.35636901855469) (1632,74.94371795654297)* (1159,74.773681640625) (416,74.75650024414062) (602,74.74915313720703) (898,74.74237823486328) (1164,74.72505950927734) (11900,74.70775604248047) (618,74.65494537353516)* (434,74.59061431884766) (1633,74.4678955078125) (2415,74.43340301513672) (4118,74.39986419677734)*
568: (72,74.43180084228516)* (72,74.43180084228516)* (227,74.10348510742188) (67,74.0115737915039)* (67,74.0115737915039)* (157,73.84746551513672) (429,73.77672576904297) (159,73.76224517822266) (3201,73.69019317626953) (167,73.68453979492188) (58,73.41567993164062) (58,73.41567993164062) (155,73.3902816772461) (1098,73.36375427246094) (1464,73.23295593261719) (154,73.19429779052734) (1122,73.14764404296875) (190,73.03742980957031) (65,72.95944213867188) (65,72.95944213867188)
569: (261,76.4253921508789) (1775,76.07781219482422) (67,75.91871643066406)* (67,75.91871643066406)* (89,75.8927230834961)* (300,75.83706665039062)* (316,75.8313217163086) (2523,75.76260375976562) (333,75.66380310058594) (542,75.38294982910156) (5745,75.34219360351562) (714,75.29951477050781) (3332,75.24889373779297) (291,75.23827362060547) (298,75.09322357177734)* (344,75.08821105957031) (683,75.02716827392578) (523,75.0095443725586) (246,74.917724609375) (342,74.874267578125)
570: (2179,80.14463806152344) (475,79.59391784667969)* (278,78.83224487304688)* (67,78.64476776123047) (67,78.64476776123047) (5988,78.5392837524414) (1449,78.35369873046875) (1009,78.3270263671875) (330,78.251953125)* (707,78.17449188232422) (3985,77.91261291503906) (6626,77.89083099365234) (289,77.73431396484375) (1444,77.7210464477539) (14343,77.70779418945312) (2500,77.68046569824219) (198,77.59432983398438) (4309,77.57149505615234) (1104,77.54300689697266) (377,77.52212524414062)
571: (300,74.52784729003906)* (302,74.27096557617188) (257,74.069091796875) (306,74.03472137451172)* (466,73.98175048828125)* (328,73.59959411621094) (301,73.48802185058594) (291,73.33133697509766) (906,73.2317123413086) (157,73.22496032714844) (352,73.17044830322266) (972,73.1484375) (310,73.12306213378906)* (161,72.98741149902344) (535,72.9793701171875) (296,72.94886016845703) (298,72.92646026611328)* (461,72.91545867919922) (523,72.90918731689453) (544,72.86172485351562)
572: (55,76.3685302734375)* (292,75.56324768066406)* (289,75.40491485595703)* (525,74.53245544433594) (903,74.39713287353516) (352,74.37886047363281)* (349,74.22183227539062) (333,74.09400939941406) (889,74.06028747558594) (526,73.9693603515625) (329,73.96512603759766) (310,73.9319076538086)* (301,73.91621398925781) (285,73.87734985351562) (328,73.84268951416016) (906,73.744384765625)* (1580,73.65052032470703) (2521,73.64482879638672) (544,73.63794708251953) (2523,73.6129379272461)
573: (267,79.92447662353516) (2923,79.52173614501953) (276,79.25169372558594) (3317,78.88736724853516) (527,78.83493041992188) (6618,78.6287841796875) (1614,78.17707061767578) (331,78.13484191894531) (2252,77.56541442871094) (2226,77.19670867919922)* (2247,77.12301635742188) (547,77.10950469970703) (5988,77.06535339355469) (6387,77.060302734375) (6636,77.00433349609375) (2919,76.90496826171875) (4723,76.88591766357422) (2236,76.85369873046875) (6621,76.71807098388672)* (6619,76.67383575439453)
574: (2080,77.75910186767578)* (1681,76.93456268310547) (4087,76.70955657958984) (6123,76.3077621459961) (932,76.18599700927734) (1241,76.18067169189453) (4850,76.17249298095703) (3376,75.95844268798828) (6480,75.75862884521484) (1247,75.64978790283203) (3378,75.5827865600586) (5772,75.56092834472656) (1659,75.53343963623047) (1672,75.46197509765625) (705,75.30589294433594) (9153,75.25416564941406) (1545,75.24864196777344) (4823,75.1787338256836)* (439,75.06867218017578) (2986,75.03199768066406)
575: (475,74.99141693115234)* (377,74.64907836914062) (7,74.60547637939453)* (972,74.4705581665039) (378,74.3493881225586) (173,74.275390625) (1104,74.18455505371094) (187,74.16339874267578)* (1713,74.1314468383789)* (295,74.0882797241211) (229,74.02114868164062) (65,74.01882934570312) (65,74.01882934570312) (55,73.99855041503906) (1001,73.96002960205078) (526,73.93238067626953) (300,73.88121795654297) (56,73.86519622802734) (56,73.86519622802734) (1099,73.82311248779297)
576: (276,73.72978210449219) (2698,73.20668029785156) (1826,73.05895233154297) (750,72.7693862915039) (617,72.64947509765625) (3335,72.6152572631836) (3993,72.2772216796875) (7472,72.0892333984375) (11756,71.87850952148438) (7203,71.87297821044922) (13700,71.85381317138672) (3227,71.83562469482422) (1835,71.69452667236328) (4597,71.65978240966797) (14670,71.57747650146484) (857,71.31306457519531) (227,71.22578430175781) (1950,71.18033599853516) (10914,71.1054458618164) (1963,71.10231018066406)
577: (238,74.29210662841797)* (1083,73.6464614868164) (1109,73.340576171875) (599,73.01591491699219) (1073,72.90435028076172)* (173,72.83345794677734) (603,72.69111633300781) (2616,72.68280029296875) (70,72.56519317626953) (227,72.55049896240234) (53,72.34426879882812) (53,72.34426879882812) (418,72.16058349609375) (1394,72.15772247314453) (1534,72.1526870727539) (1790,72.08683776855469) (757,72.07023620605469) (64,71.94073486328125) (64,71.94073486328125) (1121,71.8828353881836)
578: (333,74.5127944946289) (1043,74.3060531616211)* (687,74.16267395019531)* (691,74.02969360351562) (1038,73.75037384033203) (2435,73.7377700805664) (1198,73.54573822021484)* (89,73.54203033447266) (704,73.51847076416016) (1047,73.48773956298828) (679,73.40082550048828) (5950,73.31465911865234) (680,73.12276458740234) (481,73.08072662353516) (686,72.95651245117188)* (486,72.9427490234375) (2653,72.90557861328125) (1185,72.8172607421875) (1201,72.74927520751953) (325,72.5643310546875)*
579: (12,78.92028045654297) (815,77.90621185302734) (2378,77.73076629638672) (1281,77.4814224243164)* (2744,77.25350952148438)* (5667,77.19461059570312) (10091,77.1907730102539) (4971,77.15043640136719) (4669,76.92547607421875) (813,76.88959503173828) (2143,76.81499481201172) (837,76.79908752441406) (11814,76.75489044189453) (391,76.7221450805664) (4273,76.64649200439453) (812,76.62671661376953) (370,76.5535659790039) (839,76.52129364013672) (2763,76.50208282470703) (806,76.49071502685547)
580: (10390,76.5103759765625) (190,76.31378936767578) (198,75.55035400390625) (220,75.54736328125) (234,75.40837860107422) (4994,75.35198211669922) (614,75.2435073852539)* (227,75.21031951904297) (1105,75.1898422241211) (1351,75.111083984375) (1378,75.08519744873047) (3870,75.04988098144531) (490,75.03196716308594) (1091,74.9681396484375) (707,74.93839263916016) (154,74.82106018066406) (2206,74.80416870117188) (1179,74.77882385253906) (377,74.74601745605469) (412,74.71940612792969)
581: (67,78.43700408935547)* (67,78.43700408935547)* (72,77.95878601074219) (72,77.95878601074219) (69,77.9546127319336) (69,77.9546127319336) (959,77.85216522216797) (2222,77.76045227050781) (306,77.53874206542969) (707,77.49590301513672) (475,77.36369323730469) (63,77.26090240478516) (63,77.26090240478516) (913,77.21515655517578) (1009,77.11882781982422) (4987,77.03267669677734) (701,76.80322265625) (89,76.79745483398438)* (288,76.7865219116211)* (1104,76.72470092773438)
582: (815,74.61415100097656)* (1541,74.466552734375)* (808,74.45735168457031) (2847,74.26663970947266) (1547,74.1312026977539)* (850,74.07295989990234) (4346,74.05899047851562) (816,73.85450744628906)* (814,73.84162139892578) (809,73.73042297363281) (825,73.1442642211914) (4504,73.12735748291016) (3032,72.97701263427734) (2586,72.94547271728516)* (4821,72.76887512207031) (198,72.73442077636719) (1195,72.71033477783203) (3721,72.67611694335938) (3729,72.63969421386719) (3027,72.5867691040039)
583: (808,76.90007781982422)* (1541,76.58655548095703)* (2847,76.4920654296875) (1179,76.39112854003906) (814,76.2547836303711) (1091,76.23070526123047) (377,76.12171936035156) (2210,76.0986557006836) (2850,76.08068084716797) (805,76.02367401123047) (209,75.95903015136719) (486,75.9457015991211)* (2829,75.84957885742188) (412,75.62537384033203) (1100,75.59855651855469) (2582,75.58898162841797) (540,75.56737518310547) (813,75.53981018066406) (500,75.4558334350586) (1191,75.44990539550781)
584: (3581,76.11864471435547) (892,76.02312469482422) (1459,75.73455047607422)* (6308,75.731201171875) (572,75.66197967529297) (6529,75.62498474121094) (2439,75.62391662597656) (8555,75.524658203125) (1447,75.3786849975586) (2455,75.35575103759766) (289,75.34169006347656) (257,75.28137969970703) (1469,75.27606201171875) (679,75.2230224609375) (565,75.10752868652344) (701,75.0607681274414)* (2442,75.01856994628906) (261,74.99614715576172) (333,74.984375) (2467,74.9734115600586)
585: (230,75.06415557861328) (538,74.87600708007812) (511,74.82540893554688) (157,74.58560943603516) (1375,74.53219604492188) (229,74.47695922851562) (67,74.34185028076172) (67,74.34185028076172) (2526,74.25040435791016) (5236,74.24774169921875) (159,74.23204803466797) (182,74.22317504882812) (614,74.1913833618164) (982,74.17993927001953) (234,74.11988830566406) (533,74.10794830322266) (2783,74.08272552490234)* (377,73.98563385009766) (316,73.97929382324219) (72,73.91656494140625)
586: (928,74.68515014648438) (835,73.38617706298828) (841,73.3456039428711) (917,73.1268081665039) (4971,73.04521179199219) (1259,73.0233383178711) (5087,72.9786376953125) (2966,72.97146606445312) (6,72.84466552734375) (1523,72.75496673583984) (944,72.74051666259766) (1346,72.7345962524414) (47,72.53624725341797) (4273,72.50181579589844) (1347,72.50038146972656) (13211,72.33557891845703) (2963,72.3314208984375) (3472,72.32625579833984) (1132,72.15028381347656) (7707,72.1435317993164)
587: (517,77.97840118408203)* (707,77.97248840332031) (490,77.93497467041016) (808,77.861572265625) (1104,77.66434478759766) (4179,77.50604248046875)* (1179,77.40118408203125) (1351,77.31236267089844) (614,77.0950698852539) (489,77.08738708496094) (2206,77.03038024902344) (1091,77.01652526855469) (978,77.01387786865234) (230,77.00223541259766) (220,76.96595764160156) (497,76.94991302490234) (519,76.89777374267578) (234,76.88347625732422) (1118,76.8804931640625) (504,76.83161926269531)
589: (295,78.57765197753906)* (333,78.56149291992188) (257,78.25614929199219) (291,77.98584747314453) (349,77.91305541992188) (302,77.87676239013672) (67,77.72278594970703) (67,77.72278594970703) (306,77.70919036865234) (378,77.54962158203125) (679,77.28387451171875) (325,77.27953338623047)* (55,77.26911926269531) (299,77.15322875976562) (321,77.08868408203125) (966,77.06582641601562) (908,76.9725341796875) (523,76.87390899658203)* (329,76.84950256347656) (294,76.82057189941406)
590: (4474,77.6981201171875) (344,77.43305969238281) (325,77.26535034179688) (295,77.2364501953125) (802,77.1788101196289) (321,77.09799194335938) (292,77.08283996582031) (378,76.98120880126953) (680,76.96406555175781) (3187,76.9598388671875) (464,76.87419128417969)* (646,76.81461334228516) (544,76.79530334472656) (681,76.79261016845703) (790,76.79216766357422) (3557,76.76138305664062) (1428,76.68827056884766) (704,76.68265533447266) (686,76.66683197021484) (4350,76.62065887451172)
592: (157,73.74363708496094)* (378,73.61360168457031) (1714,73.44924926757812) (7261,73.39952850341797) (173,73.39251708984375) (238,73.34327697753906) (930,73.34251403808594) (959,73.27610778808594) (475,73.25274658203125) (1705,73.23458862304688) (2014,73.18092346191406) (377,73.17942810058594) (518,73.17840576171875) (70,73.12359619140625) (56,73.01734924316406) (56,73.01734924316406) (234,72.9468002319336)* (972,72.84168243408203) (63,72.8326416015625) (63,72.8326416015625)
593: (1447,79.2138900756836) (289,78.94526672363281) (455,78.19342041015625) (161,78.12350463867188) (9660,78.11705780029297) (89,78.06519317626953) (291,77.9893569946289) (295,77.96087646484375)* (701,77.8825454711914)* (257,77.85150146484375) (325,77.82693481445312) (681,77.82083892822266)* (466,77.7047348022461)* (1698,77.69966125488281)* (290,77.66918182373047) (292,77.63929748535156) (457,77.56005859375) (1054,77.45121765136719) (1459,77.41383361816406) (786,77.40072631835938)
