userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,74.55168914794922) (187,73.03765869140625) (51,72.87222290039062)* (1713,72.80648803710938) (3501,72.65637969970703) (1073,72.46194458007812) (157,72.06377410888672) (238,71.9781265258789) (1098,71.9620361328125) (1394,71.91475677490234) (1795,71.90744018554688) (3992,71.90199279785156) (511,71.79154205322266) (1014,71.66934204101562) (1379,71.54679870605469) (1892,71.3944091796875) (70,71.37683868408203)* (175,71.3460693359375) (61,71.24837493896484)* (59,71.24139404296875)*
565: (72,75.1479263305664)* (72,75.1479263305664)* (1001,74.42912292480469) (51,74.15005493164062) (1062,73.77737426757812) (3201,73.77716064453125) (441,73.62623596191406) (2938,73.36289978027344) (1075,73.12816619873047) (193,73.06270599365234) (2531,72.78213500976562) (7324,72.63540649414062) (1073,72.36857604980469)* (450,72.35995483398438) (7885,72.33479309082031) (1014,72.3245849609375) (154,72.22824096679688) (423,72.13129425048828) (98,72.10074615478516) (985,72.09064483642578)
566: (173,74.78677368164062) (159,74.2982406616211)* (959,73.9168930053711) (190,73.76649475097656) (163,73.73690032958984) (233,73.50227355957031) (51,73.49663543701172) (1534,73.39736938476562) (1104,73.36437225341797) (504,73.3117904663086) (854,73.2889175415039)* (860,73.20394134521484) (851,73.14640808105469) (193,73.06635284423828) (227,73.03486633300781)* (187,73.02955627441406) (7,72.9548110961914) (441,72.91817474365234) (2359,72.90234375) (706,72.86163330078125)
567: (1239,75.59452056884766) (1390,75.39308166503906) (618,75.31546020507812)* (223,75.26864624023438) (898,75.0002212524414) (430,74.98773193359375) (199,74.82273864746094)* (1048,74.35196685791016) (1159,74.30525207519531) (9485,74.29722595214844) (207,74.29374694824219) (4118,74.26700592041016)* (3258,74.20594787597656)* (228,74.10661315917969) (419,74.092529296875) (416,74.08226013183594) (434,73.96973419189453) (629,73.96256256103516) (1954,73.83535766601562) (425,73.80411529541016)
568: (227,69.53294372558594) (154,69.37650299072266) (159,69.04231262207031) (65,68.67593383789062) (65,68.67593383789062) (72,68.64322662353516)* (72,68.64322662353516)* (167,68.59843444824219) (58,68.59620666503906) (58,68.59620666503906) (67,68.56504821777344)* (67,68.56504821777344)* (298,68.55652618408203) (429,68.52506256103516) (2531,68.41773223876953) (3201,68.36815643310547) (203,68.3649673461914) (229,68.35511016845703) (441,68.27775573730469)* (961,68.23761749267578)
569: (1775,66.8322982788086) (261,66.76887512207031) (300,66.3231430053711)* (333,66.17719268798828) (3332,66.06404876708984) (291,66.05330657958984) (89,66.0333251953125)* (246,65.89228820800781) (714,65.78914642333984) (2080,65.69738006591797) (1241,65.6471176147461) (4708,65.46321868896484) (498,65.36502075195312) (542,65.30693054199219) (2082,65.23957061767578) (256,65.19065856933594) (683,65.12797546386719) (1556,65.02154541015625) (466,64.97683715820312)* (342,64.85872650146484)
570: (2179,69.16287994384766) (6626,68.29999542236328) (475,68.1817855834961)* (330,68.14111328125)* (2919,67.18907165527344) (13303,67.02023315429688) (250,66.82693481445312) (14926,66.65052032470703) (13292,66.51220703125) (2905,66.50043487548828) (282,66.45933532714844) (220,66.38846588134766) (4344,66.3841781616211) (278,66.23408508300781)* (329,66.22586059570312) (1127,66.10979461669922) (3462,66.02354431152344) (468,65.95494842529297) (1444,65.81553649902344) (527,65.76717376708984)*
571: (302,71.50121307373047) (352,71.27223205566406) (906,71.212890625) (300,71.14859771728516)* (257,71.1405029296875) (296,71.1251449584961) (157,71.10769653320312) (523,71.07097625732422) (466,70.83496856689453)* (535,70.73101806640625) (310,70.67039489746094)* (344,70.41187286376953) (461,70.37944793701172) (794,70.28052520751953) (2094,70.27831268310547) (360,70.244384765625) (465,70.23399353027344) (386,70.23286437988281) (532,70.16790771484375) (265,70.15615844726562)
572: (292,68.66915893554688)* (289,68.33988189697266)* (55,68.17952728271484)* (352,67.70929718017578)* (349,67.44990539550781) (4704,67.313232421875)* (525,67.28831481933594) (2543,67.16341400146484) (310,67.03370666503906)* (333,67.02880859375) (523,66.7837905883789)* (532,66.76460266113281) (903,66.74453735351562) (2025,66.66313934326172) (296,66.6378402709961) (291,66.63252258300781) (526,66.58979034423828) (2521,66.56450653076172) (1503,66.56371307373047) (1486,66.52779388427734)
573: (661,64.18862915039062) (3317,64.04178619384766) (3713,64.03684997558594) (2919,64.01951599121094) (527,63.84783172607422) (331,63.83299255371094) (6387,63.50765609741211) (5988,63.44254684448242) (3318,63.26786422729492) (2247,63.230140686035156) (2923,63.0440559387207) (907,62.991268157958984) (3034,62.85746765136719) (6384,62.848426818847656) (11080,62.81536102294922) (6618,62.7346305847168) (267,62.67771911621094) (547,62.44856643676758) (6377,62.35219955444336) (4564,62.28273010253906)
574: (4823,67.62632751464844)* (2080,66.8775405883789)* (1681,66.7729721069336) (4832,65.6985855102539) (1672,65.61119842529297) (1186,65.60275268554688) (439,65.56291198730469) (377,65.40631866455078)* (7835,65.3935546875) (472,65.32638549804688) (499,65.30619812011719) (412,65.30256652832031) (209,65.30218505859375) (11796,65.23932647705078) (3382,65.16764831542969) (8728,65.15760803222656) (932,65.15118408203125) (1246,65.14021301269531) (1406,65.13848114013672) (220,65.12886810302734)*
575: (65,69.20304870605469) (65,69.20304870605469) (377,68.44139862060547) (295,68.09435272216797) (229,67.96817016601562) (173,67.88480377197266) (378,67.88314819335938) (475,67.87434387207031)* (55,67.86293029785156) (182,67.83808898925781) (292,67.81632232666016)* (302,67.75929260253906) (300,67.64270782470703) (333,67.63172912597656) (722,67.59857940673828) (972,67.54037475585938) (689,67.44050598144531) (1009,67.42462921142578) (903,67.40550231933594) (1098,67.37239837646484)
576: (748,76.84684753417969) (2667,76.01675415039062) (9585,75.79630279541016) (603,75.46849060058594) (1123,75.42557525634766) (14361,75.38240051269531) (5605,75.2878189086914) (1226,75.28572082519531) (592,75.16265869140625) (7015,75.11734008789062) (103,75.10631561279297) (238,75.09701538085938) (154,75.04873657226562) (1167,75.04556274414062) (2605,75.02349853515625) (1130,75.00308990478516) (8390,74.77507781982422) (1098,74.7626724243164) (757,74.69807434082031) (1731,74.69493103027344)
577: (173,76.96142578125) (1787,76.60198211669922)* (1655,75.747802734375) (238,75.70990753173828)* (190,75.65966796875)* (2616,75.54203033447266) (70,75.4783935546875) (52,75.23414611816406) (52,75.23414611816406) (233,75.21995544433594) (969,75.18161010742188) (1001,75.11530303955078) (65,75.0245361328125) (65,75.0245361328125) (66,75.00984191894531) (66,75.00984191894531) (1384,74.98084259033203) (1376,74.81742095947266) (14945,74.78875732421875) (878,74.66725158691406)
578: (1043,73.74658966064453)* (333,73.1982421875) (687,72.9775619506836)* (691,72.36200714111328) (2665,72.30095672607422) (481,72.216796875) (1182,72.20372009277344) (1198,72.20044708251953)* (536,72.17922973632812)* (1047,72.15208435058594) (1246,72.10746765136719) (486,72.04268646240234) (1189,71.93768310546875) (1038,71.84098815917969) (209,71.77250671386719)* (704,71.75678253173828) (499,71.60942840576172) (680,71.55580139160156) (1201,71.513916015625) (679,71.45266723632812)
579: (12,84.82913970947266) (1281,83.85697174072266)* (1259,82.98113250732422) (1260,82.51754760742188) (3543,82.48267364501953) (4271,82.4670181274414) (917,82.24921417236328) (3,82.16270446777344) (1521,82.0531997680664) (954,82.028564453125)* (785,81.96846771240234) (839,81.94478607177734) (1533,81.86912536621094) (198,81.81001281738281) (4273,81.77648162841797) (383,81.74366760253906) (2746,81.73919677734375) (1274,81.73164367675781)* (2763,81.67347717285156) (2143,81.66875457763672)
580: (220,64.64930725097656) (3041,64.10237121582031) (198,64.0069808959961) (412,63.79447555541992) (1858,63.53778076171875) (5216,63.34421157836914) (964,63.25926971435547) (217,63.0536994934082) (823,63.05074691772461) (2643,63.032447814941406) (1979,62.857696533203125) (602,62.85331726074219) (2850,62.84012222290039) (4100,62.82633972167969) (355,62.80105972290039) (227,62.65709686279297) (1378,62.60084533691406) (445,62.588645935058594) (3057,62.522186279296875) (88,62.520469665527344)
581: (3985,70.45687866210938) (67,69.98624420166016)* (67,69.98624420166016)* (4987,69.903076171875) (475,69.73700714111328) (463,69.5419692993164) (378,69.46595764160156) (722,69.30923461914062) (2222,69.27981567382812) (285,69.26155090332031) (69,69.20653533935547) (69,69.20653533935547) (1705,69.16154479980469) (1104,69.14244842529297) (2182,69.05419921875) (455,69.03544616699219) (529,68.96261596679688) (945,68.93871307373047) (1795,68.93061065673828) (641,68.86282348632812)
582: (825,74.81983947753906) (1550,74.44035339355469) (1552,73.6239013671875) (2586,73.26478576660156)* (4934,73.25125885009766) (1541,72.86345672607422)* (2847,72.84661865234375) (816,72.71956634521484)* (770,72.67510986328125) (2429,72.67015075683594) (842,72.5401382446289)* (4936,72.53598022460938) (1542,72.4892578125) (1559,72.32660675048828) (4096,72.2961654663086) (809,72.26814270019531) (2850,72.18582153320312) (4947,72.18450164794922) (815,72.15554809570312)* (4014,72.12828063964844)
583: (1191,72.6595458984375) (486,72.07209777832031)* (808,71.96223449707031)* (377,71.90155792236328) (500,71.67283630371094) (1116,71.60340118408203) (2580,71.48090362548828) (1179,71.39567565917969) (497,71.19334411621094) (1541,71.09187316894531)* (209,71.08709716796875) (540,70.9521713256836) (1672,70.88583374023438) (3817,70.84834289550781)* (1091,70.84403228759766) (2829,70.830810546875) (1181,70.77674102783203)* (2847,70.75953674316406) (207,70.72698211669922) (2582,70.66371154785156)
584: (9299,71.15770721435547) (3777,71.13196563720703) (2455,70.7982177734375) (89,70.48078918457031) (892,70.28521728515625) (733,70.18850708007812) (1160,70.05870056152344) (2444,70.0503921508789) (1464,70.03009033203125) (3306,70.02525329589844) (2861,70.0123291015625) (2346,69.9969482421875) (679,69.9610366821289) (2183,69.89537048339844) (951,69.86184692382812) (1415,69.82842254638672) (959,69.81167602539062) (1489,69.77934265136719) (706,69.76960754394531) (67,69.74894714355469)
585: (377,65.87062072753906) (14135,65.79344177246094) (533,65.75212097167969) (182,65.64312744140625) (229,65.56231689453125) (5845,65.54449462890625) (155,65.42843627929688) (154,65.41728973388672) (5235,65.41433715820312) (511,65.34938049316406) (538,65.29878234863281) (234,65.19369506835938) (183,65.1506118774414) (1249,64.95669555664062) (1122,64.9119644165039) (5236,64.84913635253906) (10069,64.8196792602539) (1377,64.8180923461914) (2836,64.78333282470703) (1873,64.78005981445312)
586: (1214,79.33148956298828) (5689,78.85231018066406) (3806,78.39788055419922) (917,78.34422302246094) (12,78.2353515625)* (2746,78.08755493164062) (841,78.04387664794922) (954,77.762451171875)* (2838,77.71391296386719) (1259,77.30635833740234) (707,77.19234466552734) (3,77.04045867919922) (1132,77.03897857666016) (1358,76.9735336303711) (15,76.93685150146484) (837,76.8311996459961) (2055,76.79460144042969) (2952,76.76002502441406) (1535,76.68934631347656) (47,76.68468475341797)
587: (707,69.93244171142578) (503,69.63894653320312)* (517,69.28622436523438)* (978,69.19683837890625) (1145,68.9671401977539) (2794,68.96388244628906) (497,68.93994140625) (1091,68.92041015625) (489,68.69430541992188) (813,68.65934753417969) (1351,68.64910888671875) (1118,68.64022827148438) (830,68.63809967041016) (808,68.6081314086914) (1672,68.58528137207031) (726,68.5613784790039) (230,68.5585708618164) (488,68.36678314208984) (234,68.18659210205078) (3084,68.17691802978516)
589: (333,64.52005767822266) (306,64.5122299194336) (295,64.05379486083984)* (464,63.87636947631836) (481,63.83363342285156) (257,63.76033401489258) (802,63.75742721557617)* (291,63.636531829833984) (349,63.60692596435547) (294,63.4737663269043) (8364,63.390350341796875) (966,63.38235855102539) (544,63.337989807128906)* (1681,63.260066986083984) (157,63.198814392089844) (304,63.18275451660156) (3332,63.179412841796875) (325,63.170345306396484)* (377,63.14902877807617) (320,63.142051696777344)
590: (291,66.09976959228516) (481,66.0348129272461) (344,65.79161834716797) (1047,65.27055358886719) (464,65.26129150390625)* (2080,65.23400115966797) (1043,65.17386627197266) (321,65.0599365234375) (295,64.9818115234375) (324,64.80048370361328) (292,64.75244903564453) (1045,64.48463439941406) (302,64.38728332519531)* (470,64.26729583740234) (1447,64.24815368652344) (683,64.24715423583984) (378,64.22823333740234) (966,64.19123077392578) (455,64.13871765136719) (680,64.1373519897461)
592: (157,71.39422607421875)* (707,70.90425872802734) (377,70.88002014160156) (475,70.83775329589844) (56,70.71505737304688) (56,70.71505737304688) (234,70.71172332763672)* (959,70.51654052734375) (173,70.47982788085938) (198,70.36380767822266) (295,70.1431884765625) (706,69.96704864501953) (917,69.90699005126953) (233,69.81326293945312) (534,69.79279327392578) (517,69.76039123535156) (930,69.71239471435547) (289,69.68902587890625) (378,69.67321014404297) (227,69.66868591308594)
593: (8364,59.330322265625) (161,59.08612823486328) (289,59.02776336669922) (1447,58.9930305480957) (1455,58.95287322998047) (545,58.87068176269531) (464,58.8169059753418) (325,58.49153137207031) (701,58.48403549194336)* (475,58.340606689453125) (479,58.326377868652344) (455,58.300819396972656) (481,58.22789001464844) (342,58.19233322143555) (1613,58.185760498046875) (8362,58.17815399169922) (291,58.09569549560547) (1444,58.08043670654297) (403,58.06852722167969) (2977,58.056549072265625)
594: (230,71.31209564208984) (500,71.25208282470703) (917,71.22847747802734) (982,71.19698333740234) (1044,71.18838500976562)* (486,70.33064270019531) (843,70.19857788085938) (1145,70.16224670410156)* (497,70.09725952148438) (209,70.0910415649414)* (808,69.9870834350586) (517,69.9859390258789) (498,69.97409057617188) (412,69.94246673583984) (2664,69.92597198486328) (1854,69.91291809082031) (472,69.8908920288086) (65,69.88491821289062) (65,69.88491821289062) (1116,69.85269165039062)*
595: (917,75.1207504272461)* (918,74.43962860107422)* (707,73.86959838867188)* (841,73.80479431152344)* (1360,73.69800567626953) (957,73.46417236328125)* (706,72.87293243408203) (1372,72.86637115478516) (1369,72.53304290771484)* (2342,72.49037170410156) (176,72.45805358886719) (710,72.45504760742188) (1350,72.44013977050781) (949,72.40098571777344) (954,72.32281494140625)* (3470,72.30963134765625) (923,72.2935562133789)* (1249,72.25093841552734) (5157,71.87076568603516) (1527,71.84207153320312)*
596: (59,74.35525512695312)* (857,73.21817016601562) (997,73.03437042236328) (2938,72.80619049072266)* (72,72.75505065917969)* (72,72.75505065917969)* (875,72.67372131347656)* (852,72.55332946777344) (159,72.07608032226562)* (1878,71.95565795898438) (2488,71.94770812988281) (3451,71.63324737548828) (98,71.5696792602539) (874,71.42100524902344) (1890,71.39608764648438) (5260,71.21805572509766)* (30,71.18960571289062)* (193,70.99170684814453) (1892,70.8927230834961) (1073,70.88208770751953)*
598: (548,75.52743530273438) (300,74.6784896850586)* (319,74.42621612548828) (291,74.38977813720703) (1688,74.37812805175781) (972,74.27076721191406) (486,74.25716400146484) (191,73.9985122680664) (378,73.83061981201172) (680,73.81153106689453) (2521,73.79205322265625) (5472,73.7125473022461) (526,73.67183685302734) (71,73.53556823730469) (71,73.53556823730469) (689,73.5291976928711) (697,73.36878967285156) (182,73.35531616210938) (1463,73.2791748046875) (1505,73.20922088623047)
601: (2338,74.39224243164062) (506,73.88799285888672) (2003,73.8723373413086) (3405,73.52983093261719) (2339,73.20370483398438) (11455,73.040283203125) (9050,72.85467529296875) (2317,72.82312774658203) (2745,72.80015563964844) (7111,72.76718139648438) (9339,72.76557159423828) (9228,72.73851013183594) (2005,72.6250991821289) (1800,72.55950164794922) (727,72.482421875) (6952,72.44215393066406) (2308,72.40851593017578) (6056,72.3362045288086) (1132,72.20488739013672) (2337,72.16263580322266)
602: (977,64.85775756835938) (2576,64.71139526367188) (3028,64.13005828857422)* (3721,64.08240509033203) (805,64.0403060913086) (4096,63.886104583740234) (1216,63.677635192871094) (813,63.6551513671875) (1979,63.615604400634766) (9649,63.56414031982422) (8277,63.47106170654297) (1858,63.434356689453125) (823,63.41354751586914) (1541,63.31159973144531) (198,63.27704620361328) (512,63.27156066894531) (4821,63.186737060546875) (964,63.17869567871094) (3032,62.98454284667969) (226,62.785743713378906)
603: (441,69.53316497802734) (3767,69.21844482421875) (2587,69.06880950927734) (432,68.69082641601562) (173,68.55499267578125) (207,68.17957305908203) (56,68.07221221923828) (56,68.07221221923828) (234,68.04293823242188) (40,68.00760650634766) (1090,67.99523162841797) (425,67.9669418334961) (757,67.88780212402344) (15172,67.88224029541016) (225,67.81175231933594) (3769,67.8021469116211) (1101,67.74005889892578) (450,67.6836929321289) (4387,67.65432739257812) (5926,67.65010070800781)
