userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,65.89234924316406)* (1001,65.65420532226562) (187,64.37413024902344) (1073,64.36953735351562) (59,64.2488784790039)* (1824,64.08040618896484) (1014,64.03302764892578) (627,63.97802734375) (1836,63.826751708984375) (157,63.7722053527832) (3768,63.72329330444336) (4308,63.64678955078125) (1394,63.629295349121094) (1892,63.520938873291016) (3992,63.51335525512695) (70,63.407649993896484)* (175,63.354522705078125) (601,63.354087829589844) (193,63.33505630493164) (511,63.30375671386719)
601: (2952,74.62517547607422) (10912,74.47354125976562) (11146,74.19796752929688) (2298,74.04561614990234) (8230,73.36767578125) (6930,73.0615234375) (2309,72.93403625488281) (1124,72.86808013916016) (2338,72.53341674804688) (13502,72.43843841552734) (1121,72.38531494140625) (1790,72.340087890625) (1098,72.1382064819336) (1226,72.12548065185547) (3462,72.07645416259766) (13498,72.03465270996094) (2339,72.01852416992188) (727,71.8719253540039) (13503,71.82975006103516) (72,71.82782745361328)
602: (3028,69.82528686523438)* (977,69.45158386230469) (845,68.8761215209961) (605,68.69220733642578) (11004,68.2212905883789) (512,68.21180725097656) (831,68.08230590820312) (2572,67.99869537353516) (964,67.94461059570312) (9649,67.94293975830078) (3721,67.85734558105469) (2817,67.49921417236328) (805,67.45153045654297) (226,67.37618255615234) (6906,67.3564453125) (7386,67.28919982910156) (3718,67.27120971679688) (1979,67.16877746582031) (1216,67.16740417480469) (5807,67.12615203857422)
603: (154,60.444671630859375) (1398,60.4126091003418) (757,60.17757797241211) (56,60.08149337768555) (56,60.08149337768555) (107,60.05290985107422) (3686,59.96256637573242) (225,59.853965759277344) (207,59.81698226928711) (227,59.65468215942383) (440,59.649940490722656) (1099,59.61470031738281) (1155,59.61175537109375) (88,59.59328842163086) (1090,59.530601501464844) (210,59.51961135864258) (3693,59.51902389526367) (1964,59.353721618652344) (432,59.32412338256836) (226,59.25999450683594)
604: (310,64.44514465332031)* (289,64.4384765625)* (294,64.24636840820312) (288,64.1935043334961)* (1601,63.95073699951172) (157,63.89040756225586) (329,63.83483123779297) (701,63.799713134765625)* (89,63.694759368896484)* (349,63.64365005493164)* (302,63.64345932006836)* (300,63.600276947021484)* (320,63.27642059326172) (251,63.234413146972656) (285,63.156497955322266) (326,63.12206268310547) (906,63.01799011230469) (466,63.00831985473633) (265,62.9877815246582)* (328,62.96400451660156)
605: (429,60.275821685791016) (154,60.108821868896484)* (1090,59.97843551635742) (203,59.84530258178711)* (857,59.837825775146484) (868,59.739593505859375) (715,59.629974365234375) (511,59.44956588745117) (229,59.403316497802734)* (859,59.2043571472168) (614,59.018150329589844) (228,58.99931335449219) (199,58.989830017089844) (221,58.912803649902344) (65,58.88386917114258) (65,58.88386917114258) (88,58.86066436767578) (190,58.82978820800781) (735,58.75867462158203) (1122,58.72478103637695)
606: (162,61.52119445800781) (1118,61.21210479736328) (1119,61.14981460571289) (163,60.94414520263672) (186,60.72175598144531) (1098,60.66212844848633)* (769,60.6577262878418) (1418,60.59149932861328) (506,60.40544891357422) (2006,60.35750198364258)* (441,60.13068389892578) (173,60.06193542480469) (3417,59.84380340576172) (1109,59.80571746826172) (1710,59.746498107910156) (234,59.6975212097168) (227,59.569156646728516) (920,59.54638671875) (856,59.50414276123047) (707,59.485992431640625)
607: (4970,68.7359390258789) (1111,67.71217346191406) (3806,67.5248794555664) (3417,67.45864868164062) (18729,66.68474578857422) (18726,66.3879623413086) (4182,66.23770141601562) (8320,66.16617584228516) (10894,66.03218078613281) (4611,66.01821899414062) (8699,66.0116958618164) (370,66.00834655761719) (18728,65.9898452758789) (11542,65.9212875366211) (8452,65.89962768554688) (4275,65.82704162597656) (8322,65.81914520263672)* (8327,65.80254364013672) (4273,65.72972869873047) (18727,65.67840576171875)
608: (12243,69.71105194091797) (5375,67.21713256835938) (6076,66.03802490234375) (8308,65.83280181884766) (1244,65.76566314697266)* (5382,65.74684143066406) (12254,65.65045928955078) (2902,65.62850952148438) (4324,65.48619842529297) (992,65.47481536865234) (5088,65.43109893798828) (3762,65.37211608886719) (5353,65.31087493896484) (2222,65.27569580078125) (718,65.24394226074219) (245,65.16915130615234) (12244,65.06925964355469) (5238,65.02000427246094) (8372,64.85693359375) (2455,64.85638427734375)
609: (2083,66.91116333007812) (903,66.406005859375) (690,66.34607696533203) (207,66.29682922363281) (546,66.16292572021484) (2521,66.1560287475586) (1632,65.9767837524414) (1934,65.9449462890625) (1409,65.8923568725586) (1486,65.81343841552734) (430,65.71282958984375) (65,65.67425537109375) (65,65.67425537109375) (437,65.61567687988281) (288,65.56058502197266)* (3200,65.46536254882812) (548,65.3138198852539) (679,65.28102111816406) (331,65.27798461914062) (980,65.27619171142578)
611: (6920,63.821475982666016) (3186,63.60176467895508) (423,63.48383712768555) (425,63.246299743652344) (7324,63.18047332763672) (886,62.9170036315918) (8589,62.61301803588867) (1075,62.59836959838867) (1400,62.55231475830078) (9569,62.45281982421875) (703,62.296607971191406)* (896,62.20979690551758) (4382,62.08238983154297) (1983,62.081695556640625) (757,62.02033996582031) (3502,61.904808044433594) (690,61.84632110595703) (2137,61.69462585449219) (1497,61.67964553833008) (8674,61.522804260253906)
612: (2521,63.53382110595703) (4704,62.679325103759766) (690,62.436851501464844) (548,62.266361236572266) (423,62.17396926879883) (2083,62.14228820800781) (425,62.12917709350586) (980,62.00819396972656) (703,61.91985321044922) (903,61.425621032714844) (1934,61.38478088378906)* (430,61.362648010253906) (1632,61.26695251464844) (757,61.10148239135742) (896,61.01316833496094) (67,60.967315673828125) (67,60.967315673828125) (539,60.919864654541016) (6374,60.8637809753418) (58,60.85456848144531)*
613: (9545,58.97599792480469) (1242,58.83720016479492) (5414,58.605865478515625) (615,58.49934387207031) (2265,58.381160736083984) (227,58.36078643798828) (609,58.31254959106445) (618,58.29039001464844) (554,58.2129020690918) (231,58.177268981933594) (154,58.106510162353516) (222,57.94453048706055) (3468,57.919952392578125) (622,57.910194396972656) (2632,57.86555099487305) (2629,57.84147644042969) (8837,57.82040023803711) (195,57.74481964111328) (199,57.666351318359375) (2419,57.665130615234375)
614: (486,62.48252487182617) (1854,62.38414001464844)* (488,62.37531280517578)* (377,62.16740417480469) (1180,61.81138610839844) (808,61.42430114746094) (1091,61.271568298339844) (498,61.12060546875) (1179,61.1204833984375) (536,61.04078674316406)* (816,60.89293670654297) (1044,60.7982177734375) (3084,60.721588134765625) (1852,60.52661895751953) (230,60.493385314941406) (190,60.42303466796875) (504,60.20008850097656) (517,60.185882568359375)* (7,60.16097640991211) (1200,60.110595703125)
616: (923,65.32716369628906) (841,64.63163757324219)* (957,64.49767303466797) (198,64.47037506103516) (953,64.24310302734375) (517,64.07176208496094) (1358,64.04985046386719) (1369,63.979461669921875) (724,63.95027160644531) (922,63.7978515625) (503,63.628684997558594)* (2835,63.457679748535156) (1104,63.45527648925781) (489,63.41242218017578) (5666,63.40110397338867) (1044,63.3272819519043)* (3719,63.25214767456055)* (1974,63.18323516845703) (2838,63.170658111572266) (806,63.14225387573242)
617: (285,66.12108612060547) (67,65.88427734375)* (67,65.88427734375)* (4566,65.88163757324219)* (6562,65.2625961303711) (55,65.11296081542969)* (262,64.85845184326172) (332,64.74829864501953)* (306,64.69303894042969) (701,64.66817474365234) (279,64.59185028076172) (157,64.4296646118164) (327,64.42237091064453) (310,64.4039077758789) (266,64.36876678466797)* (241,64.32977294921875) (2083,64.32783508300781) (4560,64.14082336425781) (2919,64.00953674316406) (317,64.00728607177734)*
618: (2244,81.7673110961914) (2242,78.96377563476562) (1537,78.66429901123047) (4344,78.62223052978516) (1544,78.58641815185547) (6901,77.93058776855469) (2247,77.89144134521484) (278,77.87643432617188) (3357,77.84937286376953) (3133,77.84130096435547) (1507,77.83479309082031) (240,77.80135345458984) (4944,77.71852111816406) (527,77.6753921508789) (1979,77.54345703125) (331,77.5262222290039) (3227,77.34097290039062) (3355,77.22860717773438) (3317,77.2166748046875) (11401,77.19508361816406)
619: (425,62.80846405029297)* (969,62.51548385620117) (2131,62.10745620727539) (1400,62.02347946166992) (2587,61.982337951660156) (1048,61.95677185058594) (208,61.87798309326172)* (709,61.743988037109375) (3767,61.67171859741211) (1632,61.64638900756836) (210,61.555477142333984) (225,61.54582595825195) (1155,61.53721618652344) (1986,61.30982971191406) (716,61.29233932495117) (4089,61.27980422973633) (1398,61.266334533691406) (2137,61.22569274902344) (1106,61.16635513305664) (757,61.12448501586914)
620: (289,61.842002868652344)* (4136,60.34934997558594)* (333,60.32234573364258)* (295,60.1989631652832) (55,60.135677337646484) (3197,59.906368255615234) (67,59.84931564331055)* (67,59.84931564331055)* (466,59.805419921875) (5079,59.72748947143555) (3901,59.678340911865234) (506,59.664215087890625) (190,59.47461700439453) (972,59.44806671142578) (13733,59.402347564697266) (3198,59.32289123535156) (701,59.32237243652344)* (65,59.307315826416016) (65,59.307315826416016) (498,59.297733306884766)*
621: (89,65.71173858642578)* (333,65.7105712890625) (466,65.2147216796875) (461,64.84939575195312) (302,64.68643188476562)* (295,64.5235366821289)* (318,64.47596740722656) (3324,64.33866119384766) (679,64.33757019042969)* (67,64.25016021728516) (67,64.25016021728516) (912,64.21395874023438) (644,64.15515899658203) (386,64.10094451904297) (701,64.07128143310547) (377,64.05413055419922)* (293,64.04424285888672) (352,64.03050994873047) (972,63.91923141479492) (907,63.894771575927734)
622: (441,63.96494674682617) (1131,63.468475341796875) (1418,63.20952606201172) (2542,63.04727554321289) (1504,62.906436920166016) (162,62.556758880615234) (867,62.44403076171875) (226,62.36389923095703) (418,62.33717727661133) (1957,62.33343505859375) (237,62.1937141418457) (429,62.12665939331055)* (227,62.05207824707031)* (868,61.94504928588867) (222,61.936065673828125) (858,61.91542053222656) (159,61.9005126953125)* (238,61.88846206665039) (1118,61.84422302246094) (863,61.753780364990234)
623: (152,61.72937774658203)* (599,59.77119827270508) (1119,59.73350143432617) (436,59.692039489746094)* (607,59.60267639160156) (1412,59.60114288330078) (851,59.46524429321289) (1806,59.36482238769531) (233,59.21736145019531) (869,59.21245574951172) (1813,59.14347839355469) (218,59.05683517456055) (863,59.05189514160156) (441,58.99385452270508) (630,58.90378952026367) (856,58.874534606933594) (159,58.808937072753906) (429,58.776031494140625) (2493,58.75021743774414) (215,58.63676071166992)*
624: (190,61.47675704956055) (173,61.28688049316406) (72,61.24949645996094)* (72,61.24949645996094)* (234,61.10185241699219) (7,61.03753662109375) (1118,61.00098419189453) (707,60.85282897949219) (152,60.8515739440918) (1104,60.834068298339844) (172,60.64894485473633) (233,60.60066223144531) (506,60.59645462036133) (227,60.57865905761719) (1131,60.54484176635742) (65,60.45423889160156) (65,60.45423889160156) (854,60.4176139831543) (188,60.10356903076172) (917,60.02954864501953)
625: (3693,61.88128662109375) (1155,61.078651428222656) (629,60.900230407714844) (604,60.59590530395508) (757,60.404747009277344)* (7665,60.2230224609375) (84,60.19108200073242) (433,60.05038833618164) (3691,60.003929138183594) (3259,59.99343490600586) (231,59.9180793762207) (622,59.900360107421875) (618,59.89328384399414) (444,59.888763427734375) (196,59.803565979003906) (703,59.7823600769043) (199,59.77312469482422) (1983,59.68857955932617) (81,59.619911193847656) (5925,59.55141067504883)
627: (963,72.72614288330078) (506,72.71516418457031) (7802,72.27481842041016) (1124,72.23625183105469) (370,72.0906753540039) (72,72.01991271972656) (72,72.01991271972656) (188,71.66236114501953) (1132,71.64260864257812) (6150,71.53819274902344) (8802,71.43144989013672) (1104,71.3763656616211) (592,71.35636901855469) (3217,71.35054016113281) (707,71.30171203613281) (729,71.29560089111328) (4271,71.26957702636719) (3940,71.26427459716797) (1743,71.2280502319336) (1272,71.2077407836914)
628: (84,59.70811080932617)* (418,58.99489974975586)* (1398,58.95664978027344) (1090,58.94144821166992) (969,58.939151763916016) (225,58.87626647949219)* (1983,58.764278411865234) (2535,58.610599517822266) (173,58.603660583496094) (425,58.60074996948242) (1155,58.594505310058594) (1075,58.54559326171875) (207,58.45985412597656)* (1400,58.456024169921875) (81,58.39445495605469) (4025,58.385746002197266) (70,58.37908935546875) (56,58.36955642700195) (56,58.36955642700195) (3411,58.36427307128906)
629: (1755,62.237815856933594) (1766,61.75960922241211) (1764,60.75526809692383)* (533,60.62635803222656) (1664,60.540462493896484) (3469,60.5283203125) (3747,60.49601364135742) (6726,60.43759536743164) (154,60.175575256347656)* (3742,60.154624938964844) (1513,60.0052490234375) (1669,59.92852020263672) (428,59.910247802734375) (1761,59.909122467041016) (3744,59.89785385131836) (5441,59.76176071166992) (714,59.75934600830078) (1545,59.657928466796875) (10418,59.6495246887207) (932,59.623146057128906)*
631: (1249,64.11095428466797) (220,63.951934814453125) (707,63.8187255859375)* (982,63.611358642578125)* (1513,63.07708740234375) (1412,62.99125671386719)* (724,62.89665222167969) (176,62.836387634277344) (951,62.21653366088867) (705,62.04387664794922) (163,61.9355354309082) (952,61.92830276489258) (1873,61.92392349243164)* (868,61.908241271972656) (1803,61.857234954833984) (517,61.784786224365234) (226,61.63911819458008) (2789,61.592018127441406) (228,61.54786682128906)* (173,61.49333190917969)
632: (289,67.66124725341797)* (301,66.30732727050781) (349,66.23188781738281)* (679,66.22691345214844) (1934,65.9405517578125) (157,65.64656829833984) (320,65.64288330078125) (523,65.56755065917969) (329,65.54298400878906) (461,65.46619415283203)* (689,65.41864013671875) (97,65.19007110595703) (1243,64.89212036132812) (318,64.82908630371094)* (535,64.73381042480469) (528,64.57630920410156) (328,64.50777435302734) (889,64.47645568847656) (526,64.42041778564453) (485,64.4074935913086)
633: (2661,66.68409729003906) (840,65.8216323852539) (4170,65.52075958251953) (2352,65.3860855102539) (4823,65.24861145019531) (808,65.15312194824219)* (3928,65.11723327636719) (830,65.08445739746094) (2983,64.92254638671875) (412,64.85645294189453) (1656,64.82870483398438) (4179,64.75860595703125) (507,64.7563247680664) (198,64.73870849609375) (4828,64.72351837158203) (1852,64.64517211914062) (1046,64.63746643066406) (472,64.56802368164062) (2850,64.48638153076172) (4836,64.45160675048828)
634: (1447,66.0366439819336)* (3859,65.95926666259766) (356,65.95148468017578) (321,65.275634765625) (291,65.27096557617188) (2442,65.185791015625) (355,65.16422271728516) (461,65.162109375) (1470,65.15409851074219) (2436,65.13958740234375) (1684,65.11967468261719) (681,65.0593490600586) (966,65.01275634765625) (2977,64.96406555175781) (307,64.85021209716797) (289,64.82491302490234) (342,64.76072692871094) (5228,64.74742889404297) (679,64.72525787353516) (3748,64.69456481933594)
635: (212,62.24799346923828)* (154,62.083614349365234) (163,61.82848358154297) (630,61.682498931884766) (235,61.0725212097168) (436,61.06419372558594) (2265,61.016029357910156) (562,60.973388671875) (7623,60.84174728393555) (859,60.752803802490234) (735,60.71488952636719) (1242,60.69291687011719) (4620,60.54912567138672) (602,60.529876708984375) (199,60.5026741027832) (599,60.469947814941406) (234,60.38302993774414) (222,60.36418533325195) (511,60.34945297241211)* (734,60.32402420043945)
636: (289,67.21296691894531)* (55,66.85057830810547)* (6429,66.54334259033203) (349,66.4769058227539)* (300,66.07715606689453) (518,66.04615783691406) (378,65.9763412475586) (3674,65.9292984008789) (294,65.9059829711914)* (972,65.8377685546875) (789,65.80528259277344) (2523,65.64337158203125) (798,65.63642120361328) (306,65.59944915771484) (161,65.50962829589844)* (792,65.48954772949219) (302,65.48402404785156) (7243,65.43119812011719) (1009,65.4068374633789) (2645,65.24304962158203)
637: (1412,61.34925079345703) (163,60.90894317626953) (1369,60.26749038696289) (227,60.23926544189453) (868,60.19742965698242) (1639,59.992618560791016) (707,59.96463394165039) (562,59.75617980957031) (1426,59.448856353759766)* (1249,59.240509033203125)* (2343,58.958797454833984) (212,58.9495735168457) (220,58.877105712890625) (733,58.81218719482422) (533,58.724090576171875) (1358,58.581871032714844) (856,58.23066711425781)* (854,58.10057830810547)* (230,58.09713363647461) (436,58.088157653808594)
638: (292,66.11870574951172)* (466,65.42656707763672)* (310,65.10938262939453) (301,64.96280670166016)* (320,64.89768981933594) (318,64.76900482177734)* (525,64.7309341430664) (352,64.3844223022461) (679,64.38045501708984)* (913,64.35934448242188) (293,64.3227310180664) (326,64.17576599121094) (328,64.08760070800781) (686,63.99051284790039) (528,63.94214630126953) (544,63.91630172729492)* (907,63.888511657714844) (332,63.842891693115234) (157,63.76740264892578) (1580,63.611175537109375)*
