userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,60.729061126708984) (51,60.478668212890625)* (4308,60.35188293457031) (1073,60.26145935058594) (1014,60.11940383911133) (187,60.02652359008789) (59,59.92206573486328)* (1713,59.8930549621582) (1098,59.7582893371582) (1072,59.57716751098633) (1892,59.5313835144043) (1885,59.50275802612305) (3768,59.46878433227539) (1836,59.41993713378906) (11794,59.418235778808594) (3501,59.34492492675781) (1394,59.28071212768555) (157,59.23124694824219) (1062,59.20265197753906) (70,59.15004348754883)*
561: (1942,61.485477447509766) (331,61.471797943115234) (306,61.464027404785156) (2180,61.44331741333008) (239,61.2320556640625)* (1037,61.22566604614258) (310,61.22211456298828) (314,61.15874099731445)* (527,61.13467025756836) (661,61.11630630493164) (1613,61.08111572265625) (1544,61.038700103759766) (6563,60.9445686340332) (269,60.873268127441406) (295,60.866458892822266) (1841,60.811187744140625) (1641,60.80500030517578) (475,60.78569412231445) (2906,60.73965072631836) (55,60.737117767333984)
562: (1489,61.46631622314453) (2439,61.38689422607422) (6529,61.21442413330078) (3583,60.822731018066406) (2449,60.7713623046875)* (2467,60.529640197753906)* (3611,60.454959869384766) (2466,60.42896270751953) (2451,60.2504768371582) (3871,60.2239875793457) (4542,60.22021484375) (2454,60.14751434326172) (474,60.12644577026367) (4815,60.06446075439453) (2440,60.03205108642578) (2457,59.96299743652344) (7838,59.86835861206055) (1694,59.796749114990234) (2437,59.762306213378906)* (161,59.750003814697266)
563: (2842,60.33713150024414) (554,59.505611419677734) (2864,59.376258850097656) (585,59.080020904541016) (735,59.01451110839844) (212,58.99851608276367) (8812,58.91716003417969) (2902,58.89641189575195) (570,58.89402389526367) (1783,58.87775421142578) (8837,58.87755584716797) (8311,58.785179138183594) (11124,58.73367691040039) (1639,58.722904205322266) (3776,58.71369934082031) (4251,58.702178955078125) (2265,58.69804000854492) (11927,58.69352340698242) (12123,58.6786994934082) (2419,58.672401428222656)
565: (72,58.48992919921875)* (72,58.48992919921875)* (1098,57.57517623901367) (1001,57.51248550415039) (1062,57.49861145019531) (1075,57.35011291503906) (51,57.20305633544922) (64,57.12765884399414)* (64,57.12765884399414)* (1073,56.94158172607422)* (1014,56.7504768371582) (3201,56.386409759521484) (54,56.38499069213867) (54,56.38499069213867) (70,56.33273696899414) (56,56.26079177856445) (56,56.26079177856445) (1072,56.23275375366211) (1379,56.21597671508789) (3109,56.20970916748047)
566: (159,61.31684112548828)* (163,61.18096160888672) (1104,61.12935256958008) (959,60.94378662109375) (190,60.94189453125) (51,60.73032760620117) (227,60.59915542602539)* (917,60.58511734008789) (930,60.4483528137207) (173,60.414268493652344) (233,60.34513854980469) (187,60.328922271728516) (7,60.210304260253906) (1534,60.20842361450195) (511,60.1099853515625) (1412,60.07706069946289) (172,60.04611587524414) (450,60.01580047607422) (875,59.93770217895508) (936,59.93568801879883)
567: (199,55.65570068359375)* (1239,55.208152770996094) (223,54.79253387451172) (428,54.78762435913086)* (898,54.711830139160156) (618,54.70477294921875)* (429,54.683677673339844)* (629,54.630558013916016) (3057,54.46966552734375) (416,54.40856170654297) (604,54.394020080566406) (228,54.28755187988281) (3258,54.26846694946289)* (1633,54.22883224487305) (615,54.18895721435547)* (1159,54.034156799316406) (1242,54.010128021240234) (229,53.994224548339844) (2277,53.98845672607422) (1976,53.969444274902344)
568: (72,57.13893127441406)* (72,57.13893127441406)* (58,57.067649841308594) (58,57.067649841308594) (1098,56.88853073120117) (159,56.381378173828125) (1062,56.23811340332031) (900,56.16019821166992) (167,56.15061569213867) (172,56.04228591918945) (95,56.02150344848633) (429,56.01069641113281) (67,55.91647720336914)* (67,55.91647720336914)* (3201,55.90217208862305) (961,55.897064208984375) (227,55.7921142578125) (1073,55.724308013916016) (157,55.71695327758789) (2638,55.702701568603516)
569: (300,54.0181884765625)* (89,53.846858978271484)* (67,53.82484436035156)* (67,53.82484436035156)* (3332,53.69095230102539) (333,53.55465316772461) (542,53.38807678222656) (466,53.1229362487793)* (714,53.05658721923828) (298,52.97053527832031)* (329,52.95518493652344)* (320,52.93935775756836) (889,52.92770004272461) (340,52.91600799560547) (3393,52.82024002075195) (525,52.72688293457031) (2523,52.72520446777344) (1775,52.693382263183594) (291,52.68645477294922) (310,52.66618728637695)
570: (475,60.937686920166016)* (2179,60.1546745300293) (330,60.11506652832031)* (1433,59.64122009277344) (329,59.395259857177734) (2905,59.24333572387695) (5988,59.18706512451172) (310,59.09823989868164) (278,59.070152282714844)* (13292,58.91303253173828) (1009,58.89432907104492) (328,58.88410186767578)* (1449,58.82106399536133) (468,58.73835372924805) (1444,58.45509719848633) (377,58.42961883544922) (161,58.428741455078125) (3317,58.428531646728516) (89,58.36931228637695) (289,58.35170364379883)
571: (302,61.622005462646484) (300,61.573665618896484)* (257,61.341678619384766) (157,61.18790054321289) (972,61.12556838989258) (466,61.07954025268555)* (306,61.042152404785156)* (291,60.968505859375) (265,60.95865249633789) (310,60.952762603759766)* (301,60.87223815917969) (2523,60.862457275390625) (906,60.844505310058594) (544,60.75999450683594) (352,60.679073333740234) (461,60.60628890991211) (296,60.56471252441406) (1934,60.56022644042969) (298,60.49361801147461)* (323,60.451499938964844)
572: (55,54.56888961791992)* (292,53.703887939453125)* (289,53.43313980102539)* (310,53.350196838378906)* (1935,53.21211624145508) (526,53.14887237548828) (525,53.1439094543457) (2521,53.0689697265625) (301,53.0185546875) (485,52.9971923828125) (906,52.957374572753906)* (2083,52.95197677612305) (323,52.92107391357422) (352,52.87260437011719)* (532,52.8533821105957) (349,52.83122253417969) (285,52.788543701171875) (903,52.65888595581055) (328,52.5382194519043) (1243,52.46942901611328)
573: (2226,61.84481430053711)* (1641,61.822601318359375)* (527,61.674434661865234) (331,61.36563491821289) (267,61.02298355102539) (2180,61.01668930053711) (2923,60.877586364746094) (3317,60.740234375) (1620,60.58401870727539) (6903,60.562313079833984) (1433,60.518646240234375) (276,60.4766731262207) (1402,60.471031188964844) (249,60.46674728393555) (6631,60.35547637939453) (2931,60.30659484863281) (12243,60.15571975708008) (248,60.15270233154297) (2905,60.1251106262207) (2232,60.09308624267578)
574: (1681,57.626564025878906) (4850,56.599342346191406) (4164,56.58436584472656) (1513,56.368865966796875) (6480,56.323787689208984) (932,56.24959182739258) (439,56.224365234375) (3743,56.20783233642578) (1246,56.18796157836914) (4466,56.16745376586914) (4823,56.1362419128418)* (705,56.11540985107422) (1545,56.02449035644531) (3378,56.015872955322266) (924,55.9709358215332) (4087,55.86846160888672) (1241,55.84284210205078) (2080,55.83199691772461)* (3383,55.774513244628906) (2346,55.72822189331055)
575: (475,48.662025451660156)* (295,48.629093170166016) (55,48.41366958618164) (310,48.36638641357422) (292,48.00408172607422)* (329,47.854949951171875) (302,47.8310432434082) (65,47.81616973876953) (65,47.81616973876953) (7,47.74656677246094)* (1104,47.69871520996094) (173,47.68855667114258) (377,47.665897369384766) (525,47.65943908691406) (1713,47.59648513793945)* (903,47.57924270629883) (301,47.544654846191406) (4024,47.471832275390625) (1613,47.43294906616211) (907,47.4245491027832)
576: (578,65.63447570800781) (10663,64.21894073486328) (747,64.12409210205078) (744,63.913856506347656) (3831,63.877349853515625) (3993,63.81793975830078) (6764,63.734249114990234) (1833,63.665855407714844) (73,63.60361862182617) (73,63.60361862182617) (13033,63.57130813598633) (610,63.51158905029297) (14739,63.51069259643555) (5052,63.49421691894531) (1801,63.446781158447266) (6004,63.43893814086914) (286,63.43775177001953) (1826,63.42256164550781) (57,63.410362243652344) (748,63.39540481567383)
577: (238,56.69447708129883)* (51,56.353519439697266)* (599,56.3055419921875) (53,56.26164245605469) (53,56.26164245605469) (1394,56.1583137512207) (1073,56.133113861083984)* (70,56.007774353027344) (52,55.86042022705078) (52,55.86042022705078) (1001,55.79490280151367) (227,55.65718460083008) (603,55.612770080566406) (54,55.58139419555664) (54,55.58139419555664) (233,55.541526794433594) (1083,55.523807525634766) (173,55.51531219482422) (64,55.496944427490234) (64,55.496944427490234)
578: (333,61.40709686279297) (687,61.23176193237305)* (1198,61.1756477355957)* (691,61.14542770385742) (1043,61.13199234008789)* (1201,61.12568283081055) (679,61.028751373291016) (680,60.971343994140625) (481,60.88896179199219) (499,60.740638732910156) (1470,60.739322662353516) (89,60.716529846191406) (1038,60.71630096435547) (1246,60.68010330200195) (1189,60.679473876953125) (1186,60.651893615722656) (403,60.64469909667969) (289,60.618221282958984) (1047,60.59467315673828) (2653,60.54084777832031)
579: (12,67.8486099243164) (1281,67.4494400024414)* (837,67.00263214111328) (5667,66.96256256103516) (1992,66.68195343017578) (2763,66.55858612060547) (6129,66.39448547363281) (4273,66.36334991455078) (2211,66.32889556884766) (3806,66.32392883300781) (4271,66.30590057373047) (3543,66.18408966064453) (2961,66.17374420166016) (4182,66.13433074951172) (949,66.0987777709961) (815,66.07479858398438) (4669,66.07255554199219) (4277,66.05697631835938) (2744,66.047119140625)* (4268,66.00753784179688)
580: (198,61.40923309326172) (4821,61.206539154052734) (190,60.944278717041016) (412,60.882659912109375) (234,60.88222885131836) (1351,60.82734680175781) (1091,60.812374114990234) (383,60.74409484863281) (227,60.73091506958008) (707,60.633785247802734) (1116,60.623531341552734) (2580,60.6202278137207) (3616,60.5460090637207) (1858,60.53153610229492) (154,60.460567474365234) (5306,60.45540237426758) (1378,60.39827346801758) (220,60.39284133911133) (199,60.36875534057617) (1974,60.350257873535156)
581: (475,60.61698913574219) (1433,60.215789794921875) (67,60.185123443603516)* (67,60.185123443603516)* (63,60.159400939941406) (63,60.159400939941406) (245,59.89569854736328) (1009,59.8433723449707) (14343,59.75877380371094) (722,59.70452880859375) (69,59.673763275146484) (69,59.673763275146484) (1908,59.624000549316406) (1613,59.61701583862305) (959,59.45733642578125) (306,59.454158782958984) (13292,59.45329284667969) (378,59.430965423583984) (294,59.40157699584961)* (1601,59.3780403137207)
582: (4503,62.91289520263672) (814,62.76490020751953) (815,62.667724609375)* (1541,62.66128921508789)* (826,62.33033752441406) (808,62.3192024230957) (816,62.262386322021484)* (1547,62.204307556152344)* (2586,62.159027099609375)* (825,62.144935607910156) (503,62.138736724853516) (500,62.0678596496582) (754,62.060752868652344) (4508,61.95530319213867) (1195,61.915489196777344) (785,61.887733459472656) (842,61.88741683959961)* (5066,61.85681915283203) (818,61.711387634277344) (4934,61.6950569152832)
583: (377,59.151031494140625) (1541,59.04698944091797)* (808,58.91213607788086)* (813,58.72718811035156) (475,58.71476364135742) (486,58.529666900634766)* (1179,58.48139190673828) (2850,58.47359848022461) (497,58.41758346557617) (500,58.225528717041016) (2847,58.22354507446289) (814,58.18328857421875) (1863,58.18208312988281) (1044,58.117431640625)* (1187,58.093780517578125) (1188,58.08895492553711) (1678,58.009918212890625) (815,57.999412536621094) (1186,57.98011016845703) (4166,57.97574234008789)
584: (6529,61.77481460571289) (157,61.543113708496094) (1489,61.19961166381836) (4815,61.11850357055664) (67,60.93972396850586) (67,60.93972396850586) (1464,60.86825180053711) (251,60.81137466430664) (1772,60.74637985229492) (2455,60.72956085205078) (265,60.64889144897461) (641,60.56248474121094) (892,60.46292495727539) (5249,60.461517333984375) (3063,60.458282470703125) (2454,60.4379997253418) (2442,60.3984375) (975,60.37362289428711) (310,60.32941818237305) (1694,60.32794189453125)
585: (1613,55.479557037353516) (331,54.97026824951172) (2226,54.468650817871094) (377,54.261653900146484) (234,54.123538970947266) (2179,54.09996032714844) (1433,54.062015533447266) (157,54.058624267578125) (330,53.966678619384766) (907,53.952945709228516) (3462,53.8768196105957) (527,53.85211181640625) (230,53.807411193847656) (198,53.796165466308594) (538,53.70688247680664) (88,53.704864501953125) (278,53.70106506347656) (329,53.68120574951172) (306,53.66106033325195) (1537,53.60104751586914)
586: (1264,69.32389068603516) (841,68.63651275634766) (1214,68.61498260498047) (917,67.96379852294922) (2763,67.84749603271484) (1132,67.67634582519531) (1521,67.5574722290039) (949,67.54229736328125) (1992,67.54044342041016) (1281,67.50790405273438) (707,67.34124755859375) (2750,67.23748016357422) (7917,67.2235336303711) (3509,67.2127685546875) (12,67.13055419921875)* (1535,67.1205062866211) (918,67.11190032958984) (1111,67.09474182128906) (7922,67.0747299194336) (954,67.01641845703125)*
587: (707,59.40736389160156) (1672,59.26198196411133) (503,59.21412658691406)* (1044,59.20723342895508) (813,59.173828125) (497,59.12136459350586) (808,59.074241638183594) (815,58.937984466552734)* (500,58.86244583129883) (230,58.829864501953125) (978,58.73096466064453) (1206,58.689395904541016) (486,58.64443588256836) (234,58.6238899230957) (1104,58.54564666748047) (504,58.52054214477539) (488,58.480716705322266) (953,58.46520233154297) (1091,58.45659255981445) (7,58.424720764160156)
589: (333,60.32218551635742) (295,60.18738555908203)* (291,60.10622024536133) (302,59.87545394897461) (679,59.86344528198242) (257,59.79107666015625) (544,59.42345428466797)* (306,59.35761260986328) (325,59.33224868774414)* (681,59.31489562988281) (349,59.23506546020508) (67,59.196327209472656) (67,59.196327209472656) (299,59.15735626220703) (680,59.149532318115234) (523,59.130577087402344)* (908,59.07120132446289) (321,58.98585891723633) (329,58.96565246582031) (342,58.96514892578125)
590: (295,55.36992263793945) (344,55.26857376098633) (292,55.263370513916016) (464,55.145381927490234)* (302,55.12051773071289)* (291,55.017333984375) (544,55.00124740600586) (325,54.769588470458984) (293,54.60514450073242) (318,54.57891845703125) (680,54.461708068847656) (523,54.45000076293945)* (681,54.4214973449707) (349,54.372406005859375)* (1047,54.359317779541016) (321,54.2694091796875) (704,54.253116607666016) (67,54.24922180175781) (67,54.24922180175781) (329,54.245018005371094)
592: (157,58.21281051635742)* (475,57.83264923095703) (377,57.31542205810547) (529,57.15188980102539) (1009,57.147891998291016) (70,57.13044738769531) (722,57.07820510864258) (930,57.06859588623047) (1797,57.01743698120117) (63,57.00507736206055) (63,57.00507736206055) (959,56.94411849975586) (173,56.93757629394531) (1713,56.880531311035156) (378,56.843971252441406) (518,56.83832931518555) (1704,56.80485916137695) (1705,56.650733947753906) (968,56.63985061645508) (3501,56.63330841064453)
593: (289,61.831581115722656) (679,61.75944519042969) (681,61.673770904541016)* (1447,61.514678955078125) (291,61.509910583496094) (1459,61.30336380004883) (342,61.27516555786133) (701,61.26705551147461)* (89,61.17848205566406) (466,61.070655822753906)* (295,60.93463134765625)* (680,60.921756744384766) (257,60.887229919433594) (292,60.787841796875) (1684,60.6996955871582) (318,60.69021987915039) (1470,60.682220458984375) (325,60.579002380371094) (161,60.49455261230469) (646,60.48931121826172)
594: (230,56.026878356933594) (982,55.51171112060547) (1044,55.5037841796875)* (1513,55.22686767578125) (917,55.2083854675293) (498,55.20029830932617) (486,55.185585021972656) (497,54.88501739501953) (7,54.8612060546875) (2595,54.76304626464844) (808,54.751731872558594) (517,54.740474700927734) (209,54.67327117919922)* (488,54.58192443847656)* (1104,54.565547943115234) (489,54.51678466796875) (843,54.479698181152344) (227,54.43931579589844) (1246,54.392852783203125) (412,54.376441955566406)
595: (917,62.66511154174805)* (841,61.905330657958984)* (707,61.73440170288086)* (918,61.692771911621094)* (1360,61.344154357910156) (1369,60.94769287109375)* (2343,60.806976318359375) (949,60.59364700317383) (710,60.382808685302734) (706,60.36022186279297) (2342,60.322593688964844) (923,60.302833557128906)* (957,60.2238883972168)* (1249,60.15332794189453) (946,60.07120895385742) (1531,60.05091094970703) (2009,59.94670104980469) (1372,59.94401550292969) (1527,59.93730545043945)* (1535,59.87468719482422)
