userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (157,11.638233184814453) (1001,11.373764038085938) (1394,11.122992515563965) (1713,10.931801795959473) (159,10.276026725769043) (156,10.232832908630371) (603,10.231363296508789) (187,10.127117156982422) (172,9.9810791015625) (59,9.789396286010742)* (1790,9.75740909576416) (1061,9.614583015441895) (51,9.42298412322998)* (1062,9.356060981750488) (238,9.347040176391602) (1073,9.316446304321289) (190,9.229035377502441) (429,9.221417427062988) (4153,9.220003128051758) (70,9.199180603027344)*
634: (289,11.290063858032227) (455,10.764171600341797) (355,10.68510627746582) (1447,10.506193161010742)* (681,10.214021682739258) (1377,9.80992603302002) (683,9.642251014709473) (304,9.534156799316406) (3748,9.510674476623535) (892,9.494853973388672) (3081,9.453442573547363) (3859,9.373344421386719) (342,9.362030029296875) (360,9.34827709197998) (680,9.287084579467773) (3171,9.259407043457031) (3466,9.249083518981934) (3460,9.2224760055542) (288,9.151785850524902) (5746,9.052581787109375)
635: (212,11.038795471191406)* (533,10.289667129516602) (1412,9.918374061584473) (2277,9.528884887695312) (196,9.368951797485352) (202,8.9478178024292) (735,8.908632278442383) (424,8.902496337890625) (614,8.694463729858398) (447,8.68030071258545) (163,8.672250747680664) (562,8.669970512390137) (1515,8.605354309082031) (511,8.472471237182617)* (366,8.23649787902832) (1244,8.228963851928711) (1424,8.221565246582031) (1778,8.177860260009766) (2265,8.171192169189453) (4620,8.166275978088379)
636: (289,14.428251266479492)* (320,13.769096374511719) (349,13.445733070373535)* (306,13.330591201782227) (285,12.865718841552734) (455,12.783824920654297) (340,12.42633056640625) (294,12.255851745605469)* (1464,12.205906867980957) (913,11.92693042755127) (641,11.794219017028809) (3063,11.768044471740723) (465,11.65890121459961)* (258,11.523568153381348) (889,11.382728576660156) (55,11.355558395385742)* (71,11.334009170532227) (71,11.334009170532227) (906,11.177207946777344) (525,11.145145416259766)
637: (868,13.890149116516113) (1412,13.858763694763184) (1369,13.847112655639648) (163,12.469992637634277) (212,11.815328598022461) (707,11.559348106384277) (227,11.48249340057373) (712,11.172684669494629) (562,11.067214012145996) (2343,11.021492958068848) (2346,10.828269958496094)* (1249,10.749438285827637)* (607,10.749353408813477) (1639,10.597750663757324) (3470,10.474441528320312)* (2834,10.419060707092285) (2342,10.37370491027832) (952,10.36748218536377) (1358,10.215811729431152) (533,10.025519371032715)
638: (320,11.194746017456055) (318,10.547662734985352)* (292,10.525108337402344)* (1032,10.503297805786133) (686,10.486510276794434) (466,10.477071762084961)* (915,10.383421897888184) (681,10.337604522705078) (352,10.305667877197266) (528,10.290061950683594) (525,10.259572982788086) (913,10.133935928344727) (679,10.08108139038086)* (544,10.060830116271973)* (543,10.046306610107422)* (310,10.014039993286133) (328,9.977287292480469) (1042,9.909133911132812) (802,9.890966415405273) (2020,9.88409423828125)
639: (70,9.754440307617188) (1099,9.668656349182129) (1394,9.440216064453125) (238,9.083242416381836) (1713,8.838629722595215) (489,8.596562385559082) (407,8.445098876953125) (483,8.320804595947266) (603,8.242829322814941) (1098,8.079368591308594) (491,8.067997932434082) (757,8.052765846252441)* (2101,7.933755874633789) (72,7.911357402801514) (72,7.911357402801514) (1075,7.909041404724121) (1786,7.890363693237305) (1745,7.872990608215332) (1789,7.842576026916504) (2681,7.817489147186279)
640: (212,12.793537139892578)* (1639,12.347445487976074) (607,12.139684677124023) (712,12.001500129699707) (2787,11.943754196166992)* (2834,11.837727546691895) (707,11.712830543518066) (1426,11.559645652770996)* (917,11.507183074951172) (2855,11.424877166748047)* (227,11.37694263458252)* (1413,11.363886833190918) (730,11.363163948059082) (2346,11.311813354492188) (1425,11.22472858428955) (176,11.186070442199707) (1358,11.141105651855469) (1249,10.968921661376953) (733,10.943100929260254) (717,10.923473358154297)
641: (403,12.144831657409668) (471,10.365413665771484) (481,10.341682434082031)* (498,10.30559253692627) (1038,9.92883586883545) (464,9.773557662963867) (3255,9.728314399719238) (1198,9.627985000610352) (693,9.607710838317871) (3078,9.517334938049316) (540,9.408324241638184) (687,9.399774551391602) (499,9.373268127441406) (470,9.327555656433105) (1866,9.320479393005371) (691,9.231513023376465) (461,9.173720359802246) (2840,9.12387752532959) (1671,9.093337059020996) (683,9.077940940856934)
642: (1427,11.665855407714844) (11885,11.231318473815918) (2902,11.214213371276855) (583,11.153120040893555)* (7056,10.966761589050293)* (2894,10.966127395629883)* (1834,10.917643547058105) (12127,10.81492805480957) (7554,10.610626220703125) (565,10.591267585754395)* (3024,10.582903861999512) (8126,10.512747764587402) (8110,10.458585739135742) (18360,10.395129203796387) (11923,10.284520149230957) (5660,10.276474952697754) (8114,10.267297744750977) (11918,10.249407768249512) (585,10.242655754089355) (16520,10.198566436767578)
643: (227,10.140621185302734) (2277,10.078313827514648) (418,9.913991928100586) (715,9.658807754516602) (159,9.350865364074707) (154,9.09244155883789) (961,9.025026321411133) (620,9.010018348693848) (618,8.978400230407715) (1098,8.974958419799805) (81,8.900619506835938) (1504,8.781949043273926) (441,8.688544273376465) (420,8.584125518798828) (858,8.574941635131836) (3112,8.551010131835938) (1424,8.537467956542969) (228,8.519634246826172) (203,8.514805793762207) (88,8.487139701843262)
644: (715,10.605154991149902) (703,10.479352951049805) (166,10.120390892028809) (3110,9.930557250976562) (1400,9.86936092376709) (237,9.815546989440918) (1123,9.597325325012207) (228,9.521724700927734) (1121,9.456816673278809) (599,9.192477226257324) (444,9.06104564666748) (2277,9.047139167785645) (88,9.028624534606934) (1112,8.967147827148438) (199,8.860536575317383) (1772,8.85672664642334) (1515,8.853193283081055) (1151,8.850639343261719) (436,8.698549270629883) (204,8.63653564453125)
645: (1464,11.70933723449707) (3460,10.126441955566406) (265,9.727914810180664)* (389,9.282845497131348) (251,8.791015625) (1469,8.752391815185547) (285,8.667742729187012) (289,8.665396690368652) (641,8.660646438598633) (1556,8.613089561462402) (157,8.584978103637695) (511,8.564480781555176) (1772,8.527547836303711) (987,8.478036880493164) (320,8.472890853881836) (349,8.447135925292969) (4126,8.444205284118652) (3304,8.440021514892578) (465,8.421483993530273) (11084,8.334344863891602)
646: (294,11.642561912536621) (289,11.629860877990723)* (528,11.098786354064941)* (2020,10.838418006896973) (802,10.77733039855957) (464,10.758963584899902) (543,10.717309951782227) (1037,10.679080963134766) (793,10.678340911865234) (523,10.660076141357422) (915,10.634197235107422) (318,10.622709274291992) (349,10.524296760559082) (352,10.489623069763184) (544,10.459275245666504) (1456,10.418468475341797) (908,10.404966354370117) (524,10.396392822265625) (320,10.223379135131836) (314,10.199287414550781)
647: (715,10.348830223083496) (1123,10.313133239746094) (1121,10.164052963256836) (1135,9.775773048400879) (1112,9.763323783874512) (3902,9.528571128845215) (1707,9.450839042663574) (154,9.424721717834473)* (3110,9.37136459350586) (858,9.36460018157959) (6187,9.27340030670166) (1400,9.256668090820312) (196,9.233885765075684) (429,9.132731437683105)* (3502,8.994465827941895) (1504,8.98519515991211)* (1118,8.926899909973145) (1736,8.740618705749512) (454,8.609447479248047) (755,8.607852935791016)
649: (503,11.750898361206055)* (1104,10.466504096984863) (841,10.370292663574219) (978,10.362743377685547) (1281,10.084159851074219) (923,10.062013626098633) (517,9.965360641479492) (1145,9.94117259979248) (1044,9.936988830566406) (957,9.827072143554688)* (813,9.820097923278809) (2352,9.531683921813965) (226,9.502594947814941) (928,9.484936714172363) (810,9.465855598449707) (808,9.393321990966797)* (920,9.321845054626465)* (2014,9.284090042114258) (1274,9.251651763916016) (710,9.229143142700195)
650: (475,11.379775047302246) (498,10.418272018432617)* (966,9.974214553833008) (499,9.630704879760742) (491,9.603889465332031) (294,9.266911506652832) (489,9.239287376403809) (7,9.14328384399414) (464,9.105502128601074) (56,9.085857391357422) (56,9.085857391357422) (1455,9.03179931640625) (490,8.996899604797363) (497,8.987253189086914) (461,8.84267520904541) (472,8.795384407043457) (371,8.693530082702637) (173,8.60428524017334) (65,8.595911026000977) (65,8.595911026000977)
651: (727,10.330636978149414) (289,10.321443557739258)* (71,10.162177085876465) (71,10.162177085876465) (641,9.787114143371582) (6723,9.708600997924805) (2044,9.500005722045898) (3063,9.477649688720703) (265,9.467131614685059) (13749,9.363249778747559) (2024,9.325423240661621) (340,9.281532287597656) (2022,9.26797103881836) (1505,9.253158569335938) (3310,9.147577285766602) (970,9.096517562866211) (67,9.07776165008545)* (67,9.07776165008545)* (3466,9.059232711791992) (3206,9.03875732421875)
652: (964,10.210498809814453) (1216,9.756086349487305) (1099,9.68671989440918) (605,9.499406814575195) (198,9.49863052368164)* (3621,9.250921249389648) (977,9.198137283325195) (5966,9.049406051635742) (1131,8.997584342956543)* (1858,8.978696823120117) (1716,8.939595222473145) (2574,8.935300827026367) (1974,8.933799743652344) (815,8.926560401916504) (3718,8.924507141113281) (808,8.838444709777832) (407,8.772953987121582) (1195,8.771679878234863) (845,8.714998245239258) (226,8.684718132019043)
654: (1121,13.552020072937012) (1123,13.191483497619629) (1119,12.544525146484375) (1112,12.467984199523926) (1131,12.357182502746582) (1125,11.988300323486328) (1122,11.489828109741211) (1116,11.276728630065918) (166,11.21318244934082) (1135,11.111906051635742) (1113,11.100135803222656) (1114,11.048440933227539) (1120,10.2908296585083) (1133,10.281518936157227) (717,10.022026062011719) (843,9.846601486206055) (868,9.685322761535645) (1491,9.179974555969238) (718,9.163907051086426) (2478,9.15942668914795)
655: (306,11.665180206298828) (289,11.145185470581055) (903,10.140436172485352) (320,10.099082946777344) (294,9.916041374206543) (701,9.871713638305664) (1456,9.759368896484375) (97,9.724104881286621) (157,9.692447662353516) (301,9.333542823791504) (1934,9.176928520202637) (544,9.176733016967773) (689,9.168868064880371) (89,9.154027938842773) (302,9.137556076049805) (298,9.137402534484863) (67,9.070220947265625) (67,9.070220947265625) (455,9.062308311462402) (461,9.061413764953613)
656: (1464,10.944001197814941) (180,10.20149040222168) (868,9.912437438964844) (187,9.8425931930542) (5000,9.612590789794922) (985,9.534828186035156) (712,9.464874267578125) (2029,9.44970989227295) (511,9.199867248535156) (1414,8.920284271240234) (1076,8.907142639160156) (959,8.862407684326172) (1244,8.853021621704102) (3063,8.833061218261719) (1001,8.823866844177246) (1122,8.749876976013184) (155,8.738853454589844) (192,8.733393669128418) (163,8.7218599319458) (2783,8.674773216247559)
657: (1410,9.393627166748047) (460,8.975218772888184)* (759,8.951635360717773)* (3827,8.730120658874512) (1099,8.710683822631836) (407,8.615551948547363) (56,8.596603393554688) (56,8.596603393554688) (2101,8.56285285949707) (3828,8.46975040435791) (758,8.46277141571045)* (968,8.294907569885254) (3870,8.21273136138916) (489,8.19131851196289) (2735,8.134194374084473) (377,7.9698944091796875)* (70,7.952040672302246) (3046,7.943674564361572)* (1401,7.885281085968018) (1104,7.869437217712402)
658: (1394,12.239545822143555) (4025,11.06112289428711) (64,10.686820983886719)* (64,10.686820983886719)* (7324,10.673869132995605) (1073,10.418060302734375) (757,10.311556816101074) (159,10.269611358642578) (1075,10.226818084716797) (59,9.993318557739258) (429,9.96303939819336) (1062,9.89482307434082) (4732,9.836420059204102) (157,9.8101224899292) (4153,9.671704292297363) (880,9.574591636657715) (1405,9.556709289550781) (1155,9.231407165527344)* (70,9.216043472290039) (238,9.212075233459473)
659: (289,12.087944984436035)* (288,11.67509937286377)* (320,10.966001510620117) (455,10.780843734741211) (306,10.40402603149414) (294,9.785887718200684) (701,9.509807586669922) (302,9.380003929138184) (310,9.306570053100586) (679,9.276996612548828) (1243,9.20680046081543) (680,9.011697769165039) (3081,9.011038780212402) (681,8.881305694580078) (2018,8.843622207641602) (344,8.832366943359375) (326,8.829039573669434) (55,8.827804565429688)* (461,8.77491569519043) (89,8.750604629516602)
660: (5254,12.989253997802734) (63,12.679508209228516) (63,12.679508209228516) (1001,12.642433166503906) (1713,12.157383918762207) (72,12.005789756774902) (72,12.005789756774902) (1061,11.979988098144531) (998,11.801278114318848) (997,11.478827476501465) (601,11.386268615722656) (10130,11.259334564208984) (5000,11.163203239440918) (1013,10.917523384094238) (994,10.755958557128906) (5258,10.731971740722656) (1018,10.72143268585205) (3768,10.697124481201172) (5260,10.59182357788086) (5729,10.398067474365234)
661: (1790,12.173355102539062) (17986,11.85844898223877) (2284,11.813272476196289) (3230,11.801382064819336) (11435,11.762237548828125) (17983,11.752745628356934) (2290,11.69847297668457) (17985,11.682767868041992) (2320,11.596588134765625) (1426,11.548906326293945) (3511,11.449485778808594) (8436,11.425183296203613)* (18686,11.121885299682617) (1369,11.085139274597168) (12414,11.082685470581055) (16274,11.019485473632812) (2285,10.946826934814453) (6004,10.931122779846191) (18690,10.927352905273438) (2286,10.909282684326172)
662: (403,13.800090789794922)* (1375,11.897311210632324)* (2840,11.891450881958008)* (3616,11.732080459594727) (498,11.703004837036133) (3078,11.51254940032959) (499,11.271492004394531) (481,11.162039756774902) (683,11.106318473815918) (1246,11.066818237304688) (1389,11.039085388183594) (4432,10.974289894104004) (3081,10.65073013305664) (170,10.600496292114258) (3097,10.51622486114502) (355,10.462356567382812) (6480,10.402119636535645) (3754,10.398995399475098) (5099,10.261330604553223) (5746,10.165481567382812)
663: (369,12.320789337158203) (3487,12.120814323425293) (406,11.669953346252441) (391,11.488463401794434) (5089,11.286223411560059) (3616,11.143223762512207) (2114,11.121538162231445) (382,11.067755699157715) (3858,11.04271125793457) (5083,10.706915855407715) (2104,10.696374893188477) (385,10.635268211364746) (414,10.580878257751465) (5085,10.42076587677002) (415,10.418410301208496) (5094,10.374878883361816) (4110,10.307153701782227) (3424,10.213173866271973) (3420,10.157387733459473) (367,10.152682304382324)
664: (602,9.668290138244629) (1790,9.660014152526855) (445,9.47668170928955) (604,9.379734992980957) (199,9.337808609008789) (196,9.18603515625)* (2572,9.157541275024414) (1747,9.139787673950195) (621,9.081377983093262) (195,9.043803215026855) (3693,9.039395332336426)* (1633,8.94677734375) (1418,8.863017082214355) (88,8.698572158813477) (2573,8.688837051391602) (603,8.643596649169922) (1964,8.642082214355469) (7665,8.6412992477417) (107,8.619773864746094) (440,8.61717414855957)*
665: (227,11.359087944030762) (1713,11.074645042419434)* (157,10.998739242553711) (599,10.424257278442383) (1098,10.241616249084473) (190,10.237174034118652)* (172,10.159934997558594) (238,10.073041915893555) (163,10.06538200378418) (1062,9.87020206451416) (59,9.837672233581543)* (961,9.81721019744873) (187,9.788164138793945) (156,9.63599967956543) (58,9.497353553771973) (58,9.497353553771973) (1122,9.472648620605469) (88,9.395405769348145) (441,9.394962310791016) (81,9.238134384155273)
666: (1707,10.512901306152344)* (715,10.367827415466309) (159,10.216547012329102)* (1122,10.185026168823242) (72,9.954229354858398)* (72,9.954229354858398)* (1083,9.694781303405762) (599,9.473132133483887) (986,9.46273422241211) (1119,9.42060661315918) (429,9.187987327575684) (863,8.90201187133789) (861,8.83210277557373) (1118,8.481949806213379) (1713,8.46685791015625) (2469,8.387314796447754) (59,8.272262573242188) (3289,8.243444442749023) (1112,8.207389831542969) (166,8.203091621398926)
667: (461,12.535444259643555)* (294,12.184626579284668) (289,12.070792198181152)* (1032,11.216105461120605) (475,11.108132362365723) (349,10.921782493591309)* (544,10.905128479003906) (915,10.816620826721191) (458,10.730910301208496) (686,10.5350923538208) (299,10.50161075592041) (1042,10.489322662353516) (528,10.485160827636719) (468,10.445838928222656)* (543,10.42121410369873) (352,10.408182144165039) (523,10.321667671203613) (161,10.19736099243164) (308,10.138619422912598) (802,10.126821517944336)
668: (2352,11.920960426330566) (707,11.59223461151123)* (1545,11.342216491699219)* (377,10.411089897155762) (982,10.278328895568848) (537,10.229260444641113) (1246,10.184408187866211) (198,10.07890510559082) (714,10.03199577331543)* (424,9.839682579040527) (2344,9.804841041564941) (4828,9.645706176757812) (614,9.621667861938477) (1351,9.593486785888672) (4823,9.544731140136719) (1041,9.503807067871094) (1406,9.449081420898438) (924,9.426704406738281)* (190,9.252598762512207) (928,9.226720809936523)
