userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,54.48860549926758) (51,53.69181823730469)* (59,53.14431381225586)* (187,53.137508392333984) (1073,52.83039474487305) (1098,52.69015121459961) (1713,52.43505859375) (2638,52.38718795776367) (3992,52.326019287109375) (511,52.30113220214844) (157,52.18468475341797) (1824,52.175132751464844) (993,52.07918167114258) (4308,52.0689811706543) (1014,52.04991912841797) (715,52.04514694213867) (1072,51.98812484741211) (70,51.943885803222656)* (238,51.941497802734375) (997,51.92046356201172)
569: (300,48.11445236206055)* (333,47.87782287597656) (89,47.74986267089844)* (67,47.5682258605957)* (67,47.5682258605957)* (714,47.541404724121094) (291,47.132144927978516) (683,47.08934783935547) (329,47.04794692993164)* (498,46.946929931640625) (542,46.923851013183594) (342,46.9150505065918) (1241,46.90500259399414) (310,46.89752197265625) (466,46.83780288696289)* (1775,46.835289001464844) (525,46.82559585571289) (298,46.81539535522461)* (316,46.78804397583008) (246,46.762699127197266)
570: (1433,53.965667724609375) (475,53.02008056640625)* (2179,53.00035095214844) (330,52.72677993774414)* (378,52.55860900878906) (6288,52.4806022644043) (2068,52.44588088989258) (2905,52.35717010498047) (377,52.124244689941406) (4344,52.09175109863281) (966,51.973228454589844) (6626,51.83426284790039) (1440,51.786956787109375) (3462,51.7150764465332) (13292,51.6749382019043) (6376,51.66584014892578) (5119,51.6640625) (4987,51.64664840698242) (278,51.52742385864258)* (1448,51.4826774597168)
571: (302,49.53359603881836) (300,49.47862243652344)* (466,49.15438461303711)* (291,48.9715690612793) (157,48.8809928894043) (298,48.8344612121582)* (306,48.75457000732422)* (257,48.74949264526367) (523,48.69966506958008) (352,48.6622314453125) (544,48.60523986816406) (2523,48.556419372558594) (461,48.5422477722168) (344,48.3910026550293) (972,48.352989196777344) (906,48.33108139038086) (323,48.27986145019531) (310,48.2570915222168)* (686,48.07251739501953) (535,47.9969367980957)
572: (55,51.02362060546875)* (289,50.7309455871582)* (292,50.572242736816406)* (525,50.52671432495117) (903,50.31733322143555) (333,50.02556610107422) (349,50.01810073852539) (310,49.929176330566406)* (544,49.916961669921875) (526,49.87556457519531) (485,49.73321533203125) (523,49.71775436401367)* (461,49.700069427490234)* (532,49.668235778808594) (2083,49.62371063232422) (2521,49.5147819519043) (328,49.50428771972656) (352,49.46229553222656)* (314,49.42523956298828) (1243,49.35173034667969)
573: (267,53.249080657958984) (3317,53.00295639038086) (2247,52.90205764770508) (2226,52.31720733642578)* (1433,52.246429443359375) (2923,52.15237808227539) (331,52.09598922729492) (6377,52.0650520324707) (8161,51.89289474487305) (2236,51.84246826171875) (14540,51.75343322753906) (1402,51.710243225097656) (2252,51.695091247558594) (2919,51.64784240722656) (527,51.56425476074219) (547,51.47536849975586) (2180,51.426265716552734) (1507,51.4016227722168) (13292,51.370140075683594) (276,51.24747848510742)
574: (1186,53.51078414916992) (412,53.38422775268555) (1681,53.28956604003906) (1672,53.179786682128906) (472,53.090736389160156) (1809,52.98225784301758) (932,52.91110610961914) (209,52.822776794433594) (4087,52.69989013671875) (2080,52.6929817199707)* (4850,52.65773010253906) (1545,52.640602111816406) (1249,52.5950813293457)* (377,52.57631301879883)* (1046,52.416385650634766) (7835,52.367713928222656) (1246,52.353675842285156) (220,52.20820617675781)* (3927,52.17097854614258) (540,52.16931915283203)*
575: (173,50.45956802368164) (65,50.411922454833984) (65,50.411922454833984) (377,50.231319427490234) (229,50.11268997192383) (55,49.84574890136719) (1713,49.74329376220703)* (903,49.732566833496094) (475,49.6637077331543)* (182,49.62956237792969) (7,49.61487579345703)* (220,49.534767150878906) (228,49.525413513183594) (329,49.52311706542969) (1104,49.50115203857422) (533,49.39829635620117) (300,49.356964111328125) (302,49.34291076660156) (1791,49.3382568359375) (378,49.321372985839844)
576: (7015,51.55544662475586) (9766,50.82239532470703) (3019,50.53725051879883) (3870,50.51101303100586) (17138,50.47525405883789) (8232,50.38487243652344) (6762,50.378849029541016) (2698,50.16660690307617) (1835,50.15328598022461) (2721,50.119178771972656) (2605,50.03435134887695) (3831,49.944095611572266) (7026,49.83835983276367) (12834,49.832340240478516) (154,49.79920196533203) (3771,49.762882232666016) (8642,49.719146728515625) (2158,49.65245056152344) (3992,49.6393928527832) (4600,49.61833953857422)
577: (3053,55.89705276489258) (14945,55.78501892089844) (969,55.679264068603516) (238,55.42060089111328)* (70,55.18992233276367) (173,55.18199157714844) (6245,55.012664794921875) (1061,54.98030090332031) (1978,54.917388916015625) (715,54.69940948486328) (190,54.646968841552734)* (233,54.60456466674805) (6926,54.50028991699219) (75,54.49949645996094) (75,54.49949645996094) (9766,54.49785614013672) (3046,54.49079513549805) (208,54.454158782958984) (66,54.45323944091797) (66,54.45323944091797)
578: (691,53.004940032958984) (333,52.998023986816406) (687,52.67125701904297)* (1043,52.5825080871582)* (1246,52.57194519042969) (288,52.368019104003906) (89,52.35863494873047) (475,52.235260009765625) (704,52.19713592529297) (680,52.192848205566406) (403,52.18345642089844) (209,52.144683837890625)* (1201,52.12820053100586) (289,52.11591339111328) (377,52.015892028808594) (481,51.99237060546875) (537,51.94889831542969) (679,51.86768341064453) (499,51.8513298034668) (1038,51.83209991455078)
579: (1281,51.4113655090332)* (12,51.019039154052734) (2961,50.59843826293945) (1521,50.326873779296875) (2963,50.259124755859375) (2143,49.99440002441406) (837,49.922523498535156) (14892,49.886722564697266) (815,49.84086990356445) (5666,49.8212776184082) (391,49.77399826049805) (824,49.66132354736328) (1992,49.52729034423828) (954,49.520999908447266)* (949,49.50401306152344) (1274,49.47660827636719)* (2763,49.40723419189453) (785,49.40266799926758) (918,49.397308349609375) (1261,49.388980865478516)
580: (512,57.31196212768555)* (1116,57.26318359375) (1979,57.16204833984375) (964,56.62691879272461) (190,56.61774826049805) (605,56.596012115478516) (198,56.57450866699219) (154,56.54927444458008) (1131,56.538238525390625) (11754,56.40864944458008) (15499,56.249881744384766) (162,56.210662841796875) (1118,56.15555191040039) (2580,56.15194320678711) (2574,56.141212463378906) (412,56.1138916015625) (1974,56.10780715942383) (4779,56.07529067993164) (632,56.05674743652344) (1378,55.968177795410156)
581: (930,51.17616653442383) (67,51.04329299926758)* (67,51.04329299926758)* (378,51.01573944091797) (1114,50.859737396240234) (518,50.69425964355469) (63,50.638790130615234) (63,50.638790130615234) (2222,50.56511306762695) (2044,50.56456756591797) (955,50.36665344238281) (377,50.257110595703125) (329,50.24348449707031) (726,50.22166061401367) (1433,50.220088958740234) (475,50.2147216796875) (72,50.20726776123047) (72,50.20726776123047) (180,50.18339157104492) (727,50.16693115234375)
582: (1541,54.419044494628906)* (825,53.93193817138672) (2586,53.875328063964844)* (815,53.72892379760742)* (829,53.51194381713867) (809,53.44331741333008) (816,53.339027404785156)* (4508,53.336002349853516) (2429,53.23479461669922) (1195,53.22316360473633) (2850,53.21168899536133) (5066,53.13335418701172) (1192,53.13072967529297) (45,53.116798400878906) (503,53.09275817871094) (2196,53.053897857666016) (5966,52.971927642822266) (818,52.957862854003906) (500,52.91594314575195) (2204,52.871952056884766)
583: (377,58.18831253051758) (486,57.81681823730469)* (808,57.731571197509766)* (1179,57.66408920288086) (209,57.30614471435547) (1044,57.19289779663086)* (493,57.154136657714844)* (500,57.123085021972656) (1091,57.02817153930664) (1184,56.99550247192383) (497,56.99275207519531) (496,56.97658157348633) (1672,56.966983795166016) (512,56.959205627441406) (1099,56.94231033325195) (1191,56.92150115966797) (488,56.84114074707031) (1116,56.81700897216797) (1854,56.765777587890625) (978,56.741024017333984)
584: (2455,52.75216293334961) (2467,51.992942810058594) (1489,51.95564651489258) (2463,51.95183563232422) (1694,51.91010284423828) (2184,51.42506408691406) (6529,51.3886833190918) (1462,51.381187438964844) (6710,51.33411407470703) (945,50.966976165771484) (253,50.92454147338867) (1468,50.86857986450195) (1464,50.819217681884766) (67,50.78932571411133) (67,50.78932571411133) (9820,50.779144287109375) (889,50.7768440246582) (3482,50.73978805541992) (157,50.73133087158203) (2444,50.713932037353516)
585: (182,51.721256256103516) (229,51.452064514160156) (969,51.30747985839844) (377,51.222652435302734) (3046,51.11928176879883) (1520,51.10675048828125) (533,51.016178131103516) (2524,50.82746505737305) (486,50.797645568847656) (11170,50.78230667114258) (234,50.753074645996094) (4600,50.642066955566406) (1375,50.62459945678711) (1090,50.530845642089844) (230,50.490699768066406) (72,50.489158630371094) (72,50.489158630371094) (3870,50.472286224365234) (716,50.46495819091797) (9977,50.44621276855469)
586: (841,48.14039611816406) (1214,47.799678802490234) (1521,47.637062072753906) (1353,47.62709045410156) (1281,47.3582763671875) (1264,47.30227279663086) (12,47.15577697753906)* (16449,47.042362213134766) (1522,47.0392951965332) (3,46.89809799194336) (3806,46.89101028442383) (4277,46.858375549316406) (1259,46.85771179199219) (917,46.760276794433594) (1260,46.659542083740234)* (4290,46.597312927246094) (1358,46.5322265625) (4265,46.52682876586914) (954,46.43208312988281)* (15,46.431312561035156)
587: (517,55.329444885253906)* (489,55.30537796020508) (1406,54.38843536376953) (978,54.342742919921875) (1044,54.276737213134766) (1145,54.26594924926758) (707,54.246456146240234) (234,54.22129821777344) (220,54.21894836425781) (808,54.204917907714844) (1873,54.18204116821289) (497,54.14930725097656) (1104,53.816463470458984) (230,53.786529541015625) (512,53.76670837402344) (486,53.682884216308594) (3646,53.64567565917969) (8258,53.63987731933594) (2380,53.59699249267578) (1975,53.59488296508789)
589: (333,53.35972595214844) (295,53.288414001464844)* (306,52.80898666381836) (291,52.77104187011719) (302,52.70002365112305) (257,52.510765075683594) (378,52.49185562133789) (304,52.4296989440918) (3859,52.36899948120117) (321,52.25617599487305) (464,52.15205383300781) (349,52.150203704833984) (299,52.147369384765625) (468,52.08721923828125) (1470,52.04124450683594) (545,51.972843170166016) (342,51.961219787597656) (679,51.95745086669922) (544,51.92534255981445)* (329,51.923866271972656)
590: (464,51.37369155883789)* (344,51.097171783447266) (321,50.978397369384766) (295,50.90970993041992) (302,50.77385711669922)* (292,50.735191345214844) (1047,50.693992614746094) (291,50.651519775390625) (2080,50.58119201660156) (542,50.489227294921875) (544,50.46017837524414) (324,50.399864196777344) (470,50.30852508544922) (680,50.29035186767578) (481,50.264686584472656) (681,50.251800537109375) (1447,50.2249755859375) (646,50.208560943603516) (1045,50.190608978271484) (704,50.13837814331055)
592: (930,51.788753509521484) (377,51.75918960571289) (157,51.35118103027344)* (518,51.093772888183594) (959,51.07881546020508) (378,51.06396484375) (173,50.987709045410156) (486,50.89354705810547) (2014,50.87833786010742) (707,50.86600112915039) (475,50.825435638427734) (1714,50.64853286743164) (1713,50.60118865966797) (198,50.59613037109375) (1114,50.59370803833008) (189,50.57533264160156) (1797,50.47270202636719) (234,50.402130126953125)* (5079,50.401832580566406) (1072,50.32570266723633)
593: (1447,54.34449005126953) (289,54.04530715942383) (455,53.70219802856445) (681,53.47685623168945)* (646,53.451263427734375) (295,53.357234954833984)* (291,53.30558395385742) (89,53.282596588134766) (466,53.276004791259766)* (701,53.27387237548828)* (297,53.26417541503906) (3127,53.20915603637695) (1462,53.19194412231445) (10460,53.105552673339844) (679,53.104427337646484) (292,53.079261779785156) (1459,53.018123626708984) (8364,52.974876403808594) (2498,52.958534240722656) (378,52.95124053955078)
594: (230,52.60669708251953) (1044,52.37240982055664)* (982,52.29383087158203) (209,52.27656936645508)* (486,52.103633880615234) (7,51.867820739746094) (517,51.79692077636719) (917,51.7325553894043) (498,51.714012145996094) (412,51.63187789916992) (488,51.58472442626953)* (1513,51.58139419555664) (497,51.50720977783203) (1091,51.46552276611328) (1116,51.43485641479492)* (808,51.39741516113281) (1406,51.32802200317383)* (1104,51.31869888305664) (1145,51.312522888183594)* (227,51.30327224731445)
595: (917,51.545379638671875)* (841,51.38566970825195)* (1369,51.18362045288086)* (918,50.75785446166992)* (707,50.1665153503418)* (954,49.98213195800781)* (957,49.97822952270508)* (1360,49.902740478515625) (710,49.42683410644531) (949,49.415733337402344) (923,49.4083251953125)* (1261,49.347286224365234) (956,49.24400329589844)* (2342,49.1192512512207) (706,49.102962493896484) (1372,49.04754638671875) (3470,48.865318298339844) (1342,48.843963623046875) (5157,48.81098556518555) (1527,48.758216857910156)*
596: (59,52.599220275878906)* (2938,52.33766555786133)* (874,52.31147766113281) (72,51.70786666870117)* (72,51.70786666870117)* (1878,51.61204147338867) (3201,51.61060333251953) (997,51.60669708251953) (159,51.5753059387207)* (98,51.55423355102539) (3011,51.518402099609375) (99,51.476768493652344) (959,51.29375076293945) (875,51.25547790527344)* (1013,51.18681335449219) (1804,51.09979248046875) (227,51.08671188354492) (2029,51.04941177368164) (1079,51.0155029296875) (193,50.983970642089844)
598: (67,51.427459716796875) (67,51.427459716796875) (298,51.09859085083008) (697,50.88524627685547) (2521,50.850616455078125) (302,50.825138092041016) (300,50.757076263427734)* (689,50.73984146118164) (1098,50.64529800415039) (548,50.64059829711914) (423,50.577003479003906) (1383,50.49617004394531) (291,50.495418548583984) (1934,50.412715911865234) (71,50.38290023803711) (71,50.38290023803711) (65,50.33041763305664) (65,50.33041763305664) (2083,50.31342315673828) (690,50.2974853515625)
601: (2300,45.658897399902344) (2308,45.3913688659668) (63,45.355865478515625) (63,45.355865478515625) (2332,45.297237396240234) (2304,45.282920837402344) (2323,45.25741958618164) (3863,45.2118034362793) (5521,45.19417190551758) (2330,45.17281723022461) (1126,45.08811569213867) (1285,45.01883316040039) (2337,44.97150802612305) (2298,44.95442199707031) (2317,44.88396072387695) (2338,44.85615921020508) (5173,44.750160217285156) (163,44.69982147216797) (72,44.691646575927734) (72,44.691646575927734)
602: (5966,52.61431121826172) (4222,52.464683532714844) (11006,52.447532653808594) (2850,52.378360748291016) (2586,52.29671859741211) (1541,52.246883392333984) (2579,52.217552185058594) (1206,52.20951843261719) (1195,52.18785095214844) (763,52.16244888305664) (6906,52.054420471191406) (6773,52.02729415893555) (1100,52.007022857666016) (813,51.994895935058594) (1187,51.90999984741211) (8293,51.85707092285156) (779,51.83348083496094) (14208,51.82892990112305) (1192,51.78913879394531) (3616,51.73136901855469)
603: (154,54.75996017456055) (199,54.156578063964844) (229,53.890785217285156) (227,53.882171630859375) (56,53.73397445678711) (56,53.73397445678711) (173,53.60081481933594) (88,53.54640197753906) (1098,53.51291275024414) (65,53.49053955078125) (65,53.49053955078125) (757,53.48264694213867) (703,53.40889358520508) (217,53.35697555541992) (228,53.3140983581543) (1106,53.129241943359375) (3057,53.122779846191406) (225,53.04659652709961) (429,53.04607391357422) (425,53.03770446777344)
604: (157,49.57292175292969) (89,49.53965759277344)* (302,49.38298034667969)* (289,49.02642822265625)* (1601,48.7880744934082) (375,48.76602554321289) (300,48.75063705444336)* (310,48.60964584350586)* (1114,48.552268981933594) (288,48.535972595214844)* (8847,48.50324630737305) (285,48.437381744384766) (701,48.41427993774414)* (972,48.278770446777344) (298,48.205360412597656) (294,48.0726432800293) (349,48.03856658935547)* (251,47.97102355957031) (466,47.93708801269531) (1705,47.90375900268555)
605: (154,51.37671661376953)* (229,50.73074722290039)* (65,50.6429443359375) (65,50.6429443359375) (190,50.565086364746094) (228,50.484405517578125) (1090,50.35424041748047) (173,50.32933807373047) (424,50.26963424682617) (225,50.2209587097168) (199,50.190120697021484) (88,50.12216567993164) (429,50.12016296386719) (436,49.96440124511719) (203,49.87091064453125)* (226,49.818084716796875) (182,49.81454849243164) (418,49.800575256347656) (1400,49.763248443603516) (425,49.73154830932617)
606: (163,51.147159576416016) (1119,51.04281234741211) (1118,50.77946853637695) (186,50.60821533203125) (506,50.56483840942383) (173,50.26774597167969) (162,50.24850845336914) (227,50.174617767333984) (234,50.101043701171875) (3417,50.03139877319336) (1109,49.929813385009766) (1412,49.89479446411133) (206,49.83374786376953) (920,49.830718994140625) (1418,49.81589889526367) (769,49.74226379394531) (1216,49.74063491821289) (512,49.73872375488281) (707,49.713680267333984) (4069,49.686004638671875)
