userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,13.564674377441406)* (1001,13.463759422302246) (157,13.009085655212402) (3768,12.665403366088867) (998,12.491379737854004) (511,12.053409576416016) (1072,11.801580429077148) (1014,11.795880317687988) (1073,11.552505493164062) (187,11.229269981384277) (877,11.150175094604492) (59,10.92856502532959)* (1713,10.899521827697754) (238,10.850545883178711) (153,10.82229995727539) (1707,10.732564926147461) (3280,10.726459503173828) (1013,10.550677299499512) (1394,10.457609176635742) (70,10.338756561279297)*
596: (72,20.72567367553711)* (72,20.72567367553711)* (59,13.738212585449219)* (159,11.685033798217773)* (1013,11.106374740600586) (1089,11.046026229858398) (163,10.6917724609375) (98,10.552054405212402) (99,10.183732032775879) (511,10.055807113647461) (1878,10.02783489227295) (3201,9.738056182861328) (852,9.483704566955566) (2938,9.222063064575195)* (1895,9.20494556427002) (227,9.181462287902832) (3451,9.173725128173828) (874,9.051149368286133) (875,9.009954452514648)* (3280,8.992725372314453)
598: (295,9.836057662963867) (300,9.397775650024414)* (67,9.355815887451172) (67,9.355815887451172) (701,8.275703430175781) (302,8.003049850463867) (306,7.7812910079956055) (298,7.329577445983887) (349,7.089957237243652)* (1456,6.775269031524658) (352,6.760164260864258) (525,6.484568119049072) (523,6.482138633728027) (291,6.461114883422852) (1243,6.433916091918945) (903,6.418173313140869)* (485,6.287352561950684) (318,6.2103095054626465) (293,6.2066192626953125) (544,6.1000237464904785)
601: (227,40.335994720458984) (154,27.820697784423828) (163,16.984134674072266) (475,15.729582786560059) (418,15.544265747070312) (2902,15.520832061767578) (2298,14.901322364807129) (715,14.505556106567383) (511,14.321077346801758) (8975,13.954084396362305) (857,13.900838851928711) (718,13.796838760375977) (196,13.70309829711914)* (217,13.679841995239258) (12434,13.510262489318848) (157,13.48732852935791) (2300,13.407805442810059) (1098,13.402200698852539) (229,13.184530258178711) (429,13.06582260131836)
602: (512,8.272622108459473) (3364,8.13388729095459) (3028,8.111958503723145)* (763,8.078876495361328) (845,7.931118011474609) (2573,7.825052261352539) (779,7.75309944152832) (4092,7.644005298614502) (3705,7.643945693969727) (6906,7.618237495422363) (2429,7.583354473114014) (1858,7.489702224731445) (755,7.435113906860352) (6773,7.371954441070557) (964,7.2962727546691895) (2582,7.278990745544434) (768,7.2562103271484375) (4189,7.25380277633667) (1206,7.227746963500977) (3714,7.210872650146484)
603: (227,13.8322114944458) (207,9.849912643432617) (65,9.36638355255127) (65,9.36638355255127) (154,9.185766220092773) (229,8.971495628356934) (228,8.358633995056152) (533,7.6984663009643555) (1090,7.509124279022217) (424,7.404104232788086) (982,7.346620559692383) (220,7.305078029632568)* (234,6.990604400634766) (1515,6.893467903137207) (1048,6.684909820556641) (1512,6.156285285949707) (173,5.913983345031738) (203,5.84963846206665) (88,5.815349578857422) (225,5.78965425491333)
604: (288,10.74693489074707)* (289,9.035194396972656)* (89,8.402597427368164)* (349,8.032709121704102)* (701,7.862412452697754)* (157,7.796594619750977) (302,7.274682998657227)* (294,7.153240203857422) (310,6.959768295288086)* (300,6.196722030639648)* (352,6.142838001251221) (323,6.142701148986816) (340,6.097990036010742) (465,6.059837818145752) (332,6.057892799377441) (2523,6.0544657707214355)* (328,6.053525447845459) (265,5.985238075256348)* (329,5.83233118057251) (889,5.7440690994262695)
605: (154,17.544055938720703)* (190,14.381677627563477) (65,14.087432861328125) (65,14.087432861328125) (229,13.153412818908691)* (228,12.026257514953613) (1090,11.029926300048828) (424,10.29836368560791) (429,9.824071884155273) (173,9.26465129852295) (225,9.209099769592285) (1048,9.163586616516113) (203,9.064504623413086)* (1412,9.002897262573242) (230,8.822786331176758) (1515,8.677770614624023) (511,8.638564109802246) (1512,8.492756843566895) (88,8.429399490356445) (425,8.301767349243164)
606: (163,16.76129913330078) (227,14.645034790039062) (841,12.29302978515625) (234,12.253534317016602) (162,12.108756065368652) (159,11.685579299926758) (441,11.651721000671387) (206,11.020149230957031) (1206,10.492792129516602) (920,10.415184020996094) (707,10.193082809448242) (1412,9.893671035766602) (506,9.77846622467041) (1119,9.735604286193848) (917,9.639228820800781) (1369,9.542879104614258) (1098,9.540726661682129)* (1118,9.450448036193848) (88,9.400915145874023) (197,9.33984088897705)
607: (1521,16.955289840698242) (1281,16.01260757446289) (8439,15.868417739868164) (1214,15.713088035583496) (15,15.273824691772461) (4275,15.015023231506348) (4272,14.88577651977539)* (8445,14.819798469543457) (9045,14.780827522277832) (47,14.5584716796875) (1254,14.535591125488281) (1276,14.377128601074219) (2765,14.279924392700195) (7472,14.249909400939941) (8425,14.24055290222168) (6961,14.218131065368652) (4265,14.06045913696289) (1259,13.650374412536621) (2314,13.476835250854492) (3509,13.447649955749512)
608: (475,8.985547065734863) (5375,8.45789909362793) (5348,8.023695945739746) (4928,7.645381927490234) (2298,7.538471698760986) (1743,7.520462989807129) (2101,7.515345573425293) (2902,7.372541427612305) (266,7.1624064445495605) (718,7.09186315536499) (198,7.0225677490234375) (2244,6.742469310760498) (857,6.701666355133057) (12434,6.68683385848999) (3877,6.667914390563965) (1705,6.573309898376465) (12439,6.5648579597473145) (3163,6.559430122375488) (2300,6.538910865783691) (5382,6.482189178466797)
609: (288,17.115819931030273)* (295,14.389179229736328)* (207,13.447859764099121) (1098,13.376642227172852) (903,13.328596115112305) (306,12.79432487487793) (701,12.416162490844727) (2083,12.201720237731934) (65,11.845024108886719) (65,11.845024108886719) (58,11.51189136505127) (58,11.51189136505127) (2137,11.184755325317383)* (190,11.019500732421875) (302,10.961418151855469) (418,10.27322006225586) (546,10.192832946777344) (532,10.16054916381836) (679,10.103854179382324) (430,10.094321250915527)
611: (59,24.689952850341797) (1075,23.27667999267578) (757,20.841503143310547) (1983,19.689109802246094) (423,18.953357696533203) (58,18.72698211669922)* (58,18.72698211669922)* (154,18.247913360595703) (173,18.176328659057617) (51,17.19355010986328) (4025,17.183305740356445) (441,16.96561622619629) (3411,16.681753158569336) (416,16.503002166748047) (238,15.857013702392578) (187,15.652162551879883) (229,15.610579490661621) (1001,15.587261199951172)* (64,15.4617280960083) (64,15.4617280960083)
612: (67,15.34611988067627) (67,15.34611988067627) (2083,14.031399726867676) (903,13.121723175048828) (292,13.111804962158203) (58,12.990612983703613)* (58,12.990612983703613)* (757,12.720202445983887) (1098,12.718709945678711)* (1390,12.675019264221191)* (5149,12.134801864624023) (703,12.070632934570312) (295,11.724220275878906) (2521,11.687989234924316) (425,11.538912773132324) (548,11.534531593322754) (4704,11.515795707702637) (423,11.36126708984375) (1155,11.328821182250977) (1167,11.251180648803711)
613: (227,21.278444290161133) (163,9.187267303466797) (618,9.009196281433105) (2265,8.931117057800293) (1772,8.774083137512207) (599,8.72726821899414) (3057,8.563505172729492) (2277,8.460179328918457)* (366,8.378711700439453)* (1412,8.363565444946289) (154,8.235433578491211) (3258,8.163948059082031) (1242,8.047966957092285) (316,7.871861457824707) (511,7.8581414222717285) (217,7.811931610107422) (2632,7.797935962677002) (554,7.572729110717773) (609,7.478829383850098) (622,7.44180965423584)
614: (498,16.981189727783203) (190,15.325841903686523) (377,14.568699836730957) (488,14.314292907714844)* (486,13.49859619140625) (517,13.242090225219727)* (487,12.673598289489746) (1044,12.148674011230469) (490,12.013983726501465) (1854,11.911882400512695)* (230,11.849149703979492) (510,11.752662658691406) (808,11.73962116241455) (5079,11.61630916595459) (2150,11.607133865356445) (6453,11.413323402404785) (816,11.296792984008789) (4262,11.29494571685791) (1200,11.210953712463379) (518,11.134452819824219)
616: (841,16.090526580810547)* (1358,12.479754447937012) (922,12.426361083984375) (923,12.357194900512695) (1369,11.175570487976074) (198,11.172674179077148) (2838,11.131847381591797) (1214,11.097396850585938) (706,11.059535026550293) (946,11.018238067626953) (503,10.978111267089844)* (928,10.760942459106445) (15,10.66443157196045) (724,10.648714065551758) (956,10.414360046386719) (2342,10.371964454650879) (2343,10.354578018188477) (1339,10.32040786743164) (1803,10.319768905639648) (1338,10.30066967010498)
617: (67,13.412862777709961)* (67,13.412862777709961)* (289,11.405282974243164) (331,10.757253646850586) (157,9.513242721557617) (55,9.502974510192871)* (701,9.467061996459961) (1098,9.067626953125) (310,8.96670150756836) (279,8.937131881713867) (306,8.869559288024902) (2083,8.84892463684082) (907,8.773094177246094) (475,8.758557319641113) (328,8.693788528442383) (302,8.465267181396484) (300,8.390398025512695) (525,8.230053901672363) (294,8.17537784576416) (485,8.03913688659668)
618: (154,15.35886001586914) (107,14.597188949584961) (7963,14.27198314666748) (3703,14.037691116333008) (9804,13.583426475524902) (1731,13.572694778442383) (5970,13.30166244506836) (412,13.20925521850586) (4937,12.788322448730469) (2704,12.630748748779297) (13857,12.583582878112793) (7958,12.57934856414795) (6837,12.432441711425781) (1548,12.394913673400879) (2173,12.374931335449219) (5063,12.35611343383789) (7665,12.341041564941406) (7955,12.225698471069336) (7724,12.011519432067871) (14208,11.912408828735352)
619: (65,13.908613204956055) (65,13.908613204956055) (225,12.664466857910156) (425,12.075980186462402)* (173,11.273443222045898) (1400,11.190715789794922) (159,10.96563720703125) (418,10.860652923583984) (1048,10.33728313446045) (533,10.138349533081055) (199,10.053173065185547) (757,9.926939010620117) (1098,9.880193710327148) (203,9.7296781539917) (182,9.574326515197754) (969,9.546515464782715) (210,9.541422843933105) (703,9.471484184265137) (982,9.432948112487793) (2137,9.396516799926758)
620: (498,9.253667831420898)* (289,9.155818939208984)* (951,8.242263793945312) (966,7.970331192016602) (67,7.945185661315918)* (67,7.945185661315918)* (333,7.869010925292969)* (488,7.717646598815918) (538,7.644289493560791) (377,7.614646911621094) (706,7.602415084838867) (180,7.542196273803711) (701,7.495134353637695)* (316,7.457162380218506) (1673,7.452834606170654) (5079,7.305582523345947) (959,7.2962236404418945) (499,7.154158115386963) (544,7.041844844818115)* (497,7.025948524475098)
621: (89,16.247350692749023)* (67,13.408254623413086) (67,13.408254623413086) (295,12.884358406066895)* (701,11.676555633544922) (333,11.017492294311523) (466,11.001420021057129) (302,10.676904678344727)* (306,10.606816291809082) (157,10.60012435913086) (325,10.276897430419922) (257,10.232261657714844) (455,9.870344161987305) (329,9.808477401733398) (544,9.733786582946777) (686,9.720656394958496) (299,9.664690017700195) (461,9.577208518981934) (161,9.561236381530762) (318,9.370930671691895)
622: (227,20.13068962097168)* (418,12.835939407348633) (234,11.198358535766602) (441,11.05296516418457) (159,10.9302978515625)* (1412,10.565425872802734) (429,10.256598472595215)* (162,9.675765037536621) (632,9.609516143798828) (88,9.401440620422363) (735,9.354597091674805) (1098,9.278095245361328)* (1504,9.197112083435059) (1418,9.095730781555176) (220,9.068693161010742) (226,9.056447982788086) (868,9.000335693359375) (238,8.849334716796875) (81,8.80272388458252) (614,8.73305606842041)
623: (1412,15.918962478637695) (599,13.160937309265137) (735,12.481132507324219) (152,12.22912883758545)* (1369,11.969717025756836) (418,11.612323760986328) (863,11.259307861328125) (441,11.153615951538086) (1639,11.148185729980469) (959,11.106574058532715) (159,11.032365798950195) (212,10.944665908813477) (206,10.686283111572266) (233,10.522449493408203) (562,10.026087760925293) (917,9.975919723510742) (162,9.815824508666992) (429,9.797168731689453) (234,9.786169052124023)* (554,9.765691757202148)
624: (227,13.354669570922852) (1412,8.724740028381348) (706,7.722139835357666) (707,7.533544540405273) (917,7.129220962524414) (234,7.119339942932129) (1513,7.057189464569092) (190,6.972465515136719) (533,6.922441005706787) (868,6.868527412414551) (735,6.736289024353027) (220,6.5653181076049805) (1369,6.4821600914001465) (159,6.433832168579102)* (1244,6.293339729309082) (1814,6.250308990478516) (1639,6.24107027053833) (226,5.930934906005859) (436,5.815207004547119) (1104,5.619943618774414)
625: (227,14.166084289550781) (1098,13.510417938232422) (757,13.387052536010742)* (1155,11.81167221069336) (618,11.504185676574707) (199,11.486129760742188) (217,11.47164535522461) (207,11.450056076049805) (1390,11.445879936218262)* (238,11.357830047607422) (425,11.18600845336914) (703,11.100737571716309) (88,10.838306427001953) (615,10.733585357666016) (441,10.663619995117188) (1106,10.575675964355469) (190,10.527233123779297) (622,10.517480850219727) (58,10.35805892944336) (58,10.35805892944336)
627: (72,9.733928680419922) (72,9.733928680419922) (157,9.311614036560059) (954,8.801578521728516) (1104,8.699833869934082) (1339,8.619180679321289) (707,8.565364837646484) (518,8.225786209106445) (936,8.194912910461426) (1274,8.044510841369629) (2746,7.849279403686523) (957,7.779406547546387)* (370,7.56737756729126) (503,7.465716361999512) (1358,7.316440582275391) (918,7.065261363983154) (15,7.044582366943359) (25,6.962552547454834) (1369,6.939205169677734) (3470,6.86159610748291)
628: (207,16.6618595123291)* (418,15.24278450012207)* (173,14.425137519836426) (227,14.422250747680664) (225,14.058162689208984)* (1098,13.674420356750488) (425,13.18097972869873) (228,12.919500350952148) (1090,12.6582670211792) (217,12.56975269317627) (56,12.33588981628418) (56,12.33588981628418) (238,12.233128547668457) (1400,12.15205192565918) (1062,12.095580101013184) (429,12.08913516998291) (199,11.887893676757812) (1075,11.702391624450684) (703,11.553653717041016) (88,11.54306411743164)*
629: (1412,17.59134292602539)* (154,16.647693634033203)* (163,15.466842651367188)* (1755,12.30472183227539) (533,12.148599624633789) (220,12.141324996948242) (562,11.192556381225586) (2265,11.030094146728516) (614,10.596136093139648) (959,10.577695846557617) (234,10.527225494384766) (1249,10.494609832763672) (3747,10.39741039276123) (1513,10.341004371643066) (230,10.288858413696289) (1639,10.219974517822266) (418,10.101302146911621) (554,10.086071014404297)* (1416,10.049031257629395)* (366,10.025943756103516)
631: (1412,17.286806106567383)* (707,16.51030158996582)* (163,15.297643661499023) (1249,13.674556732177734) (220,13.420528411865234) (982,13.274128913879395)* (951,12.49941635131836) (735,11.86224365234375) (1681,11.736265182495117) (1513,11.709693908691406) (154,11.428632736206055)* (1803,11.352457046508789) (868,11.273431777954102) (228,11.162578582763672)* (498,11.159952163696289) (1369,10.751846313476562) (714,10.620285034179688) (377,10.592059135437012) (229,10.498967170715332)* (159,10.29443359375)
632: (289,29.576297760009766)* (349,17.399145126342773)* (461,16.213876724243164)* (157,15.508087158203125) (679,15.143436431884766) (301,15.134489059448242) (318,14.304801940917969)* (331,14.106861114501953) (328,13.939933776855469) (526,13.819536209106445) (329,13.487388610839844) (65,13.356758117675781) (65,13.356758117675781) (523,13.343595504760742) (314,13.230274200439453) (1098,13.079544067382812) (1934,13.07227897644043) (229,12.986249923706055) (485,12.950368881225586) (544,12.881961822509766)
633: (2661,14.339556694030762) (412,14.136787414550781) (4828,13.98149585723877) (1545,13.89133071899414) (1046,13.401756286621094) (227,13.376646041870117) (198,13.160950660705566) (4821,12.976530075073242) (4834,12.863043785095215) (816,12.785888671875) (4823,12.703319549560547) (1866,12.618040084838867) (1186,12.348052024841309) (932,12.25137996673584) (808,12.228860855102539)* (500,12.020709991455078) (3078,11.90627670288086) (4170,11.662822723388672) (4375,11.567278861999512) (540,11.479928970336914)
634: (289,15.147135734558105) (288,12.592694282531738) (679,12.543664932250977) (701,12.441682815551758) (291,11.106697082519531) (461,10.934829711914062) (342,10.87595272064209) (681,10.646873474121094) (67,10.520755767822266) (67,10.520755767822266) (1447,10.468531608581543)* (892,10.380921363830566) (683,10.348773956298828) (265,10.335010528564453) (292,10.299800872802734) (523,10.274148941040039) (466,10.150965690612793) (325,10.13917350769043) (360,10.06189250946045) (355,10.01644515991211)
