userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,66.58647155761719)* (175,65.37803649902344) (187,64.90553283691406) (1001,64.88278198242188) (7157,64.47735595703125) (877,64.34078979492188) (59,64.18665313720703)* (1713,64.17733764648438) (1014,64.14742279052734) (511,64.12152099609375) (2044,63.905189514160156) (3501,63.846500396728516) (1061,63.79167175292969) (880,63.76355743408203) (193,63.76264190673828) (1013,63.68028259277344) (1073,63.56485366821289) (389,63.55927276611328) (993,63.483253479003906) (4037,63.448429107666016)
583: (377,63.841400146484375) (486,63.64981460571289)* (209,62.852684020996094) (1179,62.66763687133789) (497,62.640193939208984) (540,62.28343200683594) (1104,61.99087905883789) (1091,61.91624450683594) (814,61.911964416503906) (7,61.764888763427734) (808,61.69993209838867)* (1191,61.66840744018555) (412,61.59661865234375) (493,61.52317428588867)* (1186,61.51496887207031) (1099,61.51457595825195) (1044,61.50541305541992)* (475,61.38848876953125) (1183,61.38359832763672) (1672,61.30828094482422)
584: (892,61.1223258972168) (257,61.04214859008789) (295,60.54499053955078) (289,60.53270721435547) (1459,60.46584701538086)* (1740,60.01095199584961) (2455,59.97438430786133) (302,59.90705871582031) (157,59.863136291503906) (1694,59.852394104003906) (1469,59.77787399291992) (251,59.7122917175293) (306,59.711029052734375) (67,59.67993927001953) (67,59.67993927001953) (329,59.636436462402344) (89,59.59597396850586) (292,59.5670051574707) (349,59.540382385253906) (889,59.526611328125)
585: (1153,63.43718338012695) (533,63.34056091308594) (377,63.2109260559082) (154,63.08952331542969) (230,62.94047546386719) (424,62.92656707763672) (1126,62.785491943359375) (7040,62.70705795288086) (13076,62.66551208496094) (229,62.54695129394531) (511,62.542633056640625) (182,62.52758026123047) (538,62.4026985168457) (1795,62.347503662109375) (1729,62.29243850708008) (234,62.24351501464844) (329,62.184749603271484) (5845,62.05029296875) (13072,62.04488754272461) (3646,62.026119232177734)
586: (1124,60.99531555175781) (2796,60.679725646972656) (2055,59.7024040222168) (11455,58.857723236083984) (954,58.76728820800781)* (707,58.55536651611328) (1104,58.47450256347656) (4290,58.30940628051758) (841,58.23656463623047) (663,58.22305679321289) (475,58.188804626464844) (377,58.11418914794922) (3438,58.05705642700195) (503,57.99909591674805) (917,57.99526596069336) (1274,57.95475387573242) (7913,57.886863708496094) (5238,57.87010192871094) (15416,57.832298278808594) (7919,57.69940948486328)
587: (503,62.30595397949219)* (923,61.93824005126953) (504,61.731605529785156) (808,61.69951248168945) (1104,61.69649124145508) (707,61.65412902832031) (497,61.54290008544922) (230,61.51506042480469) (517,61.261444091796875)* (854,61.20734786987305) (2794,61.2027702331543) (1672,61.0251350402832) (726,61.02427673339844) (1406,60.985191345214844) (2352,60.92576217651367) (1179,60.764930725097656) (486,60.64250564575195) (917,60.63856506347656) (1131,60.581058502197266) (500,60.487770080566406)
589: (295,65.4374771118164)* (306,64.96891021728516) (468,64.95730590820312) (333,64.3958969116211) (257,64.39209747314453) (299,64.20227813720703) (1436,64.13995361328125) (4811,64.1172103881836) (481,64.0744400024414) (545,63.99887466430664) (321,63.89063262939453) (302,63.65026092529297) (544,63.59123229980469)* (320,63.59087371826172) (1444,63.57312774658203) (793,63.562957763671875) (1452,63.488948822021484) (349,63.36488342285156) (1456,63.260162353515625) (291,63.198204040527344)
590: (344,62.14301681518555) (295,61.75844192504883) (321,61.5927619934082) (292,61.54240798950195) (464,61.27973937988281)* (302,61.278743743896484)* (324,61.13494873046875) (291,61.07908248901367) (1047,60.95134735107422) (681,60.92507553100586) (1447,60.60243606567383) (325,60.59586715698242) (544,60.58994674682617) (1043,60.48468017578125) (470,60.465370178222656) (542,60.3965950012207) (686,60.31809616088867) (481,60.28325653076172) (456,60.230186462402344) (293,60.222984313964844)
592: (475,63.93727111816406) (157,63.554039001464844)* (295,63.19384002685547) (234,63.02399444580078)* (289,62.76123046875) (306,62.72724914550781) (959,62.717464447021484) (1601,62.558780670166016) (1513,62.55390548706055) (220,62.447757720947266) (302,62.40385437011719) (1358,62.38747787475586) (706,62.3388671875) (163,62.21896743774414) (707,62.12709426879883) (377,62.096683502197266) (605,62.08220672607422) (227,62.02023696899414) (378,61.95884323120117) (6265,61.87458801269531)
593: (4811,65.07315063476562) (2439,64.77020263671875) (1447,64.66328430175781) (289,64.49250793457031) (295,64.30076599121094)* (1455,64.29594421386719) (681,64.05679321289062)* (8364,63.804569244384766) (257,63.601585388183594) (701,63.5634880065918)* (466,63.50909423828125)* (1453,63.49113845825195) (1054,63.41403579711914) (89,63.40454864501953) (292,63.3386116027832) (4474,63.289878845214844) (299,63.10663986206055) (1458,63.08622360229492) (161,63.06866455078125) (1042,63.06572723388672)
594: (230,66.41498565673828) (917,66.30323028564453) (412,66.16654968261719) (1406,65.792236328125)* (227,65.77057647705078) (209,65.39557647705078)* (982,65.37879943847656) (1044,65.29346466064453)* (1513,65.12841033935547) (498,65.08087158203125) (1246,65.04930877685547) (497,64.96897888183594) (540,64.93987274169922) (1104,64.89511108398438) (517,64.7154769897461) (614,64.6554946899414) (486,64.64884948730469) (424,64.64619445800781) (1412,64.64436340332031)* (1186,64.6386489868164)
595: (917,62.364540100097656)* (918,61.429229736328125)* (841,60.7138557434082)* (956,60.586151123046875)* (710,60.43399429321289) (707,60.42347717285156)* (1369,60.14794921875)* (1360,60.131004333496094) (923,60.0189208984375)* (957,59.93183898925781)* (949,59.42265319824219) (1372,59.36233139038086) (706,59.293827056884766) (1527,59.291263580322266)* (954,59.02107620239258)* (1353,58.996612548828125) (1350,58.91606521606445) (1342,58.90436553955078) (1528,58.78630828857422) (176,58.703514099121094)
596: (2938,64.20471954345703)* (59,63.26121139526367)* (72,62.96965789794922)* (72,62.96965789794922)* (874,62.95308303833008) (852,62.79545593261719) (1878,62.576263427734375) (159,62.38994216918945)* (875,62.33935546875)* (997,62.29069137573242) (3451,62.21165466308594) (959,61.86494827270508) (1889,61.6948356628418) (3280,61.68122482299805) (2029,61.612884521484375) (1013,61.596553802490234) (227,61.467491149902344) (98,61.4420051574707) (5913,61.419227600097656) (3201,61.33430099487305)
598: (300,58.29478454589844)* (295,58.28813171386719) (302,58.21735382080078) (67,58.179935455322266) (67,58.179935455322266) (291,57.9232063293457) (349,57.8812141418457)* (701,57.85099411010742) (306,57.83336639404297) (525,57.598228454589844) (906,57.538230895996094) (344,57.49180603027344) (298,57.44853973388672) (257,57.44810104370117) (352,57.43968200683594) (1934,57.31723403930664) (293,57.18458557128906) (523,57.159156799316406) (318,57.15612030029297) (908,57.14350128173828)
601: (2952,64.47581481933594) (2298,62.0746955871582) (13503,61.19462585449219) (2338,61.09925079345703) (188,60.77968978881836) (10691,60.767513275146484) (506,60.71561813354492) (4344,60.54746627807617) (2317,60.414283752441406) (8372,60.34099197387695) (1136,60.30117416381836) (4548,60.26395797729492) (1133,60.14141845703125) (1135,60.11143493652344) (2308,60.08058547973633) (2300,60.07469940185547) (1124,60.06940460205078) (7540,60.068138122558594) (4613,59.93424606323242) (10997,59.81033706665039)
602: (154,58.94788360595703) (2572,58.60908508300781) (632,58.358551025390625) (3616,58.354427337646484) (964,58.22902297973633) (977,58.05409622192383) (6906,58.02037811279297) (227,57.94057083129883) (2850,57.88432693481445) (223,57.84642791748047) (2637,57.81423568725586) (1239,57.78935241699219) (217,57.77583312988281) (418,57.69218063354492) (4779,57.64012145996094) (1216,57.62205123901367) (222,57.60171127319336) (4821,57.55849838256836) (2643,57.52165985107422) (5966,57.47049331665039)
603: (154,65.59744262695312) (173,64.43840789794922) (228,64.39402770996094) (424,64.1530990600586) (207,64.0948486328125) (162,64.08505249023438) (1109,64.04058837890625) (65,63.987857818603516) (65,63.987857818603516) (229,63.98170852661133) (227,63.95966720581055) (225,63.713279724121094) (533,63.60626220703125) (196,63.5820426940918) (689,63.50654602050781) (159,63.48810958862305) (233,63.40782928466797) (1090,63.39125442504883) (1098,63.32402420043945) (1106,63.283138275146484)
604: (289,59.138893127441406)* (157,58.93338394165039) (329,58.57468795776367) (310,58.520565032958984)* (89,58.4090576171875)* (302,58.3562126159668)* (285,58.31029510498047) (349,58.22280502319336)* (1601,58.13294982910156) (294,57.881317138671875) (320,57.801918029785156) (701,57.68560028076172)* (288,57.64279556274414)* (251,57.51811981201172) (161,57.431976318359375) (328,57.35471725463867) (300,57.25636291503906)* (332,57.21451950073242) (889,57.05377960205078) (352,56.9026985168457)
605: (154,61.515899658203125)* (203,60.56702423095703)* (88,60.40802764892578) (429,60.3259162902832) (1090,60.01197052001953) (190,60.01132583618164) (206,60.00742721557617) (424,60.00388717651367) (229,59.83405303955078)* (969,59.76750183105469) (199,59.763484954833984) (1106,59.75190734863281) (228,59.728675842285156) (857,59.64646911621094) (65,59.568153381347656) (65,59.568153381347656) (425,59.53425979614258) (1048,59.393043518066406) (715,59.373924255371094) (1976,59.342105865478516)
606: (162,62.42868423461914) (163,62.28156280517578) (1418,61.858642578125) (227,61.26384353637695) (1134,61.16157913208008) (506,61.11652755737305) (1118,61.09830093383789) (1109,61.001190185546875) (1110,60.71257400512695) (2006,60.698219299316406)* (881,60.6075553894043) (920,60.52505874633789) (1119,60.524314880371094) (856,60.48093795776367) (3417,60.47140884399414) (186,60.45649719238281) (632,60.4535026550293) (1412,60.385581970214844) (1411,60.35783767700195) (1216,60.228599548339844)
607: (6286,62.43998718261719) (4972,61.807926177978516) (8341,61.36867141723633) (4273,61.18780517578125) (6658,61.18238830566406) (4965,61.15900802612305) (15203,61.02130126953125) (4970,60.49761199951172) (4414,60.36580276489258) (3,60.258602142333984) (10768,60.21902847290039) (4413,60.07652282714844) (28,60.07442092895508) (559,60.070011138916016) (5818,59.97730255126953) (1530,59.92315673828125) (13971,59.8677864074707) (2749,59.806236267089844)* (8445,59.79683303833008) (1136,59.72821807861328)
608: (2902,60.39879608154297) (5375,59.53962326049805) (5382,59.29679489135742) (9528,59.1392822265625) (9525,59.01402282714844) (9526,58.94671630859375) (5368,58.91383361816406) (5408,58.789161682128906) (5386,58.78300476074219) (570,58.728485107421875) (583,58.693702697753906) (9527,58.60700607299805) (5406,58.554931640625) (5387,58.54533386230469) (5378,58.544219970703125) (5374,58.45857620239258) (7239,58.44343185424805) (3387,58.367897033691406) (5388,58.33008575439453) (5381,58.31601333618164)
609: (546,56.82694625854492) (690,56.669010162353516) (306,56.37361145019531) (903,56.363033294677734) (2521,56.320796966552734) (207,56.291534423828125) (190,56.249267578125) (430,56.23273849487305) (1934,56.13597869873047) (288,56.1102409362793)* (1106,56.08112335205078) (548,55.97677993774414) (1090,55.83381652832031) (2083,55.823673248291016) (331,55.66047286987305) (424,55.596187591552734) (3200,55.59523010253906) (65,55.55613708496094) (65,55.55613708496094) (525,55.529232025146484)
611: (1075,59.539146423339844) (59,59.50926971435547) (64,59.00945281982422) (64,59.00945281982422) (1983,58.46007537841797) (159,58.273277282714844) (7324,58.15485763549805) (757,57.93300247192383) (4382,57.84484100341797) (229,57.74354934692383) (961,57.65519714355469) (1713,57.64472579956055) (429,57.58049392700195) (56,57.55031967163086) (56,57.55031967163086) (58,57.48447799682617)* (58,57.48447799682617)* (690,57.458412170410156) (1707,57.38874435424805) (703,57.3863525390625)*
612: (690,59.904415130615234) (2521,59.82524871826172) (2083,59.720245361328125) (58,59.30384063720703)* (58,59.30384063720703)* (4704,59.23776626586914) (1062,59.112770080566406) (703,59.03301239013672) (757,59.00243377685547) (903,58.95594787597656) (425,58.903202056884766) (56,58.88876724243164)* (56,58.88876724243164)* (539,58.86602020263672) (980,58.817970275878906) (548,58.73795700073242) (423,58.69987487792969) (430,58.69868850708008) (429,58.600547790527344) (1934,58.581764221191406)*
613: (227,62.833675384521484) (5416,62.44110107421875) (554,62.207305908203125) (1242,62.174842834472656) (1414,61.983768463134766) (2277,61.79411315917969)* (2265,61.636924743652344) (599,61.60149002075195) (429,61.58063888549805) (733,61.56007766723633) (630,61.552249908447266)* (615,61.500938415527344) (1416,61.314369201660156) (2629,61.305992126464844) (863,61.242156982421875) (1755,61.239349365234375) (3469,61.21690368652344) (3458,60.88728332519531) (618,60.85561752319336) (2855,60.82887649536133)
614: (486,64.28433990478516) (377,64.13790130615234) (498,63.457313537597656) (1854,63.35932159423828)* (488,62.7855339050293)* (230,62.780059814453125) (190,62.541194915771484) (1180,62.40096664428711) (687,62.308258056640625) (1186,62.26302719116211) (1246,62.10935974121094) (1179,62.1031379699707) (1406,62.08172607421875) (536,61.94913864135742)* (481,61.93839645385742) (504,61.92869186401367) (499,61.86484146118164) (412,61.80611801147461) (1185,61.73204040527344) (930,61.67992401123047)
616: (1358,58.6306037902832) (841,58.407466888427734)* (923,58.22021484375) (706,58.162803649902344) (198,57.8386344909668) (1369,57.46509552001953) (1249,57.409393310546875) (957,57.34268569946289) (724,57.15809631347656) (2346,57.13520812988281) (1372,57.12777328491211) (188,57.103363037109375) (1364,56.980350494384766)* (1104,56.95726013183594) (1338,56.95561599731445) (1353,56.935218811035156) (517,56.931121826171875) (1281,56.90778350830078) (1044,56.85869216918945)* (1257,56.784244537353516)
617: (331,57.67017364501953) (306,57.307220458984375) (55,57.2025260925293)* (289,56.916629791259766) (485,56.79950714111328) (328,56.717811584472656) (67,56.598270416259766)* (67,56.598270416259766)* (2083,56.583980560302734) (285,56.54826354980469) (317,56.4831657409668)* (525,56.472713470458984) (6562,56.32163619995117) (4566,56.31447982788086)* (701,56.26707077026367) (279,56.24644088745117) (475,56.21929931640625) (157,56.19474411010742) (1942,56.037742614746094) (1936,55.90885543823242)
618: (5874,58.6894416809082) (3028,58.56498718261719) (3729,58.26792907714844) (5040,58.09540557861328) (3366,57.92844009399414) (1548,57.698062896728516) (5063,57.50177764892578) (3357,57.259586334228516) (2704,57.2372932434082) (2678,57.116180419921875) (3351,57.072052001953125) (3352,56.980247497558594) (1963,56.931304931640625) (3350,56.80644226074219) (3353,56.80116653442383) (4002,56.79563522338867) (842,56.7225227355957) (101,56.700191497802734) (3342,56.632198333740234) (2667,56.57438278198242)
619: (159,61.55110549926758) (1106,60.701900482177734) (533,60.51742935180664) (430,60.48555374145508)* (208,60.48237228393555)* (1048,60.40825653076172) (1400,60.365413665771484) (203,60.18457794189453) (969,60.145320892333984) (1515,60.103240966796875) (225,60.10028076171875) (210,60.03954315185547) (425,60.0300407409668)* (716,59.9532356262207) (2524,59.77159881591797) (715,59.76497268676758) (898,59.6881217956543) (72,59.6860466003418) (72,59.6860466003418) (199,59.664451599121094)
620: (289,61.61376953125)* (67,61.05143737792969)* (67,61.05143737792969)* (55,60.554405212402344) (903,60.50505065917969)* (157,60.3636474609375) (295,60.269630432128906) (498,60.15850830078125)* (701,60.10972595214844)* (333,60.059818267822266)* (306,59.996620178222656)* (190,59.79849624633789) (316,59.616920471191406) (544,59.37771224975586)* (466,59.36811447143555) (1243,59.302093505859375) (972,59.21570587158203) (538,59.18357849121094) (525,59.17150115966797) (704,59.13348388671875)
621: (89,66.63300323486328)* (461,65.65502166748047) (466,65.65066528320312) (306,65.45569610595703) (544,65.42493438720703) (295,65.40221405029297)* (701,65.1458740234375) (333,65.0135269165039) (972,64.94525146484375) (302,64.85029602050781)* (325,64.8228988647461) (67,64.7677993774414) (67,64.7677993774414) (377,64.73683166503906)* (352,64.70909118652344) (2094,64.6297378540039) (161,64.58397674560547) (528,64.4552993774414) (523,64.38272094726562) (324,64.38255310058594)
622: (441,62.643978118896484) (429,61.80569076538086)* (227,61.697940826416016)* (709,61.31516647338867) (1504,61.069252014160156) (857,61.05245590209961)* (159,61.03769302368164)* (2542,60.980709075927734) (88,60.57541275024414) (867,60.516666412353516) (2475,60.475101470947266) (234,60.44643783569336) (1131,60.286373138427734) (630,60.273216247558594) (222,60.24691390991211) (1976,60.189693450927734) (1418,60.17338180541992) (562,60.08976745605469) (1510,60.034332275390625) (226,59.98588180541992)
