userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,12.378839492797852) (187,12.286238670349121) (51,11.998109817504883)* (3992,11.952180862426758) (511,11.848634719848633) (238,11.838972091674805) (159,11.793747901916504) (1824,11.486345291137695) (1073,11.407682418823242) (1394,11.10818099975586) (1098,11.062036514282227) (70,11.033012390136719)* (1892,10.767091751098633) (1836,10.699735641479492) (183,10.617656707763672) (1713,10.327179908752441) (157,10.278861999511719) (1072,10.229265213012695) (57,10.15085220336914)* (59,10.120065689086914)*
643: (59,10.795774459838867) (599,10.791707992553711)* (2531,10.743728637695312) (159,10.719377517700195) (154,10.616233825683594) (416,10.577290534973145) (985,10.426129341125488) (3201,10.384719848632812)* (612,10.329229354858398) (9727,10.096105575561523) (1883,10.078442573547363) (426,9.810300827026367) (203,9.66653823852539) (227,9.618752479553223) (441,9.547101020812988) (620,9.545537948608398) (418,9.474212646484375) (1632,9.454141616821289) (58,9.39684009552002) (58,9.39684009552002)
644: (81,10.624323844909668) (53,10.456001281738281) (53,10.456001281738281) (65,10.430261611938477)* (65,10.430261611938477)* (196,10.404928207397461) (238,10.297170639038086) (88,10.113373756408691) (533,9.959835052490234) (2616,9.859703063964844) (215,9.850980758666992) (1151,9.699769973754883) (166,9.616872787475586) (511,9.608949661254883) (199,9.54113483428955) (237,9.404460906982422) (1790,9.337690353393555) (173,9.333826065063477) (159,9.194424629211426) (962,9.128999710083008)
645: (1464,13.401659965515137) (180,12.988330841064453) (2031,12.62230110168457) (712,12.469473838806152) (192,12.251396179199219) (2183,12.245976448059082) (3304,12.139383316040039) (253,11.998661041259766) (1244,11.883512496948242) (641,11.85448169708252) (10076,11.59543514251709) (1802,11.469036102294922) (157,11.383535385131836) (3310,11.274703979492188) (2067,11.177506446838379)* (258,11.145818710327148) (3311,11.007171630859375) (3302,10.948347091674805) (1844,10.890606880187988) (265,10.822188377380371)*
646: (464,9.011744499206543) (531,8.775863647460938) (538,8.598562240600586)* (2020,8.411291122436523) (544,8.381139755249023) (295,8.281420707702637)* (289,8.216279029846191)* (324,8.198047637939453) (325,8.165308952331543)* (1456,8.081915855407715) (1037,8.06887149810791) (314,7.968619346618652) (329,7.8545823097229) (327,7.834966659545898)* (543,7.813231468200684) (498,7.726243495941162)* (291,7.717559814453125) (320,7.637878894805908) (907,7.617082118988037)* (802,7.581596851348877)
647: (154,14.588655471801758)* (858,13.839005470275879) (3902,12.701506614685059) (606,12.376655578613281) (214,12.371075630187988) (196,12.349297523498535) (615,12.254464149475098) (755,12.191370010375977) (1109,12.041014671325684) (1167,11.99048137664795) (225,11.930703163146973) (237,11.831353187561035) (429,11.784858703613281)* (757,11.774287223815918) (1504,11.71496295928955)* (416,11.714431762695312) (454,11.647815704345703) (1736,11.619128227233887) (2542,11.44510269165039)* (199,11.442415237426758)
649: (503,14.691205024719238)* (923,14.632868766784668) (517,14.300469398498535) (1044,14.261131286621094) (25,13.667792320251465) (978,13.154075622558594) (1104,12.92424201965332) (821,12.807103157043457) (15,12.15514850616455) (834,12.100473403930664) (920,12.098134994506836)* (1274,11.995688438415527) (3717,11.985037803649902) (1672,11.974407196044922) (1145,11.949119567871094) (710,11.9410400390625) (726,11.841926574707031) (1131,11.773231506347656) (841,11.754382133483887) (2963,11.70669174194336)
650: (475,12.847472190856934) (491,11.395750045776367) (65,10.897355079650879) (65,10.897355079650879) (331,10.853453636169434) (230,10.764286041259766) (173,10.720858573913574) (209,10.635725975036621) (7,10.520330429077148) (2179,10.395922660827637) (1379,10.377462387084961) (234,10.30486011505127) (498,10.264530181884766)* (907,10.213951110839844) (89,10.09175968170166)* (488,10.085040092468262) (306,9.989893913269043) (220,9.980656623840332) (198,9.908693313598633) (378,9.89896011352539)
651: (67,11.019875526428223)* (67,11.019875526428223)* (644,10.56857681274414) (89,10.335902214050293)* (349,10.26483154296875) (71,10.21961498260498) (71,10.21961498260498) (328,10.034660339355469) (289,9.993109703063965)* (906,9.97796630859375) (2018,9.947751998901367) (296,9.891799926757812) (535,9.86683464050293) (292,9.790215492248535) (1009,9.53177547454834) (285,9.390978813171387) (72,9.29370403289795) (72,9.29370403289795) (323,9.200606346130371) (306,9.163686752319336)
652: (198,13.64169692993164)* (1131,13.02480411529541)* (1974,12.545696258544922) (1099,12.196879386901855) (489,12.132996559143066) (2491,11.828969955444336) (6257,11.748520851135254) (614,11.731558799743652) (1044,11.701380729675293)* (226,11.620471000671387) (234,11.568964004516602) (964,11.532585144042969) (1873,11.460586547851562) (8655,11.417330741882324) (854,11.26270580291748) (2479,11.21313190460205) (631,11.19090747833252) (2474,11.163498878479004) (2493,11.126602172851562)* (603,11.061810493469238)
654: (506,12.156806945800781)* (152,11.531229972839355) (1131,11.209028244018555) (190,11.092260360717773)* (188,11.054520606994629)* (198,11.01813793182373) (233,10.946331024169922) (154,10.892659187316895) (920,10.748052597045898) (1104,10.530326843261719) (1116,10.430920600891113) (234,10.363495826721191) (220,10.216800689697266) (166,10.133746147155762) (1412,10.09398078918457) (227,10.081151962280273) (917,10.01313591003418) (533,9.997334480285645) (173,9.955719947814941) (3940,9.903192520141602)
655: (328,9.30253791809082) (1449,8.928951263427734) (468,8.921305656433105) (306,8.734016418457031) (65,8.688881874084473) (65,8.688881874084473) (301,8.618802070617676) (314,8.472942352294922)* (329,8.46501636505127) (3316,8.443389892578125) (330,8.398881912231445) (157,8.30720329284668) (89,8.183966636657715) (3317,8.151144027709961) (2179,8.099141120910645) (88,8.09602165222168) (484,8.069808959960938) (4617,8.049582481384277) (547,7.985918998718262) (190,7.984674453735352)
656: (187,12.150970458984375) (959,11.843673706054688) (1810,11.52875804901123) (951,11.038296699523926) (1001,10.915651321411133) (1249,10.466217041015625) (1464,10.38558292388916) (2936,10.286077499389648)* (1892,10.253520965576172) (99,10.115242004394531) (180,10.061416625976562) (193,9.996684074401855) (511,9.81762981414795) (1076,9.777772903442383) (2346,9.748863220214844) (2183,9.678125381469727) (985,9.490560531616211) (905,9.487537384033203) (1244,9.439645767211914) (2347,9.330479621887207)
657: (407,13.2378568649292) (1104,12.55633544921875) (518,12.135773658752441) (968,12.110671997070312) (378,11.561405181884766) (377,11.484147071838379)* (2014,11.40965461730957) (1099,11.385056495666504) (7,11.041568756103516)* (1410,10.910588264465332) (190,10.907954216003418)* (930,10.877769470214844) (504,10.728124618530273) (189,10.725868225097656) (3196,10.672097206115723) (173,10.441449165344238) (70,10.303688049316406) (1044,10.208294868469238) (198,10.073159217834473) (768,10.067349433898926)
658: (159,12.07984447479248) (59,11.92436695098877) (441,10.357926368713379) (429,10.144027709960938) (1073,10.029187202453613) (2531,10.025800704956055) (1075,9.977330207824707) (3201,9.847408294677734) (599,9.725217819213867) (1376,9.696562767028809) (190,9.58569622039795) (1062,9.53454875946045) (173,9.476526260375977) (170,9.446100234985352) (203,9.421767234802246) (70,9.406146049499512) (1090,9.403116226196289) (1098,9.349194526672363) (7324,9.32039737701416) (969,9.301445007324219)
659: (71,11.74488639831543) (71,11.74488639831543) (296,11.625533103942871) (289,11.516959190368652)* (55,11.505973815917969)* (89,11.338712692260742) (323,11.152229309082031) (1243,11.100977897644043) (288,10.997965812683105)* (295,10.979477882385254) (679,10.966559410095215) (302,10.958075523376465) (701,10.848969459533691) (535,10.802618026733398) (310,10.759713172912598) (972,10.741423606872559) (1934,10.724431037902832) (333,10.714144706726074) (265,10.696661949157715) (300,10.646870613098145)
660: (676,10.821846008300781) (638,10.725780487060547) (644,10.606452941894531) (5683,10.010537147521973) (502,9.649438858032227) (5727,9.574360847473145) (660,9.559212684631348) (5725,9.37019157409668) (657,9.267290115356445) (1071,9.26217269897461) (5728,9.153522491455078) (1576,9.119073867797852) (4769,8.995946884155273) (4688,8.984070777893066) (360,8.973152160644531) (663,8.931489944458008) (4765,8.9085054397583) (4043,8.89558219909668) (3503,8.856417655944824) (8017,8.687943458557129)
661: (1094,14.880664825439453) (1386,14.780839920043945) (1393,14.737915992736816) (10381,14.726247787475586) (10195,14.700019836425781) (10200,14.687703132629395) (10205,14.64539909362793) (10198,14.624828338623047) (10192,14.610310554504395) (10193,14.586907386779785) (10199,14.586285591125488) (9339,14.584208488464355) (10207,14.58241081237793) (1385,14.574694633483887) (10206,14.570442199707031) (9333,14.52789306640625) (1391,14.502570152282715) (9337,14.475473403930664) (1387,14.460606575012207) (1126,14.425689697265625)
662: (683,12.824801445007324) (2977,12.256632804870605) (536,12.201860427856445) (403,12.085570335388184)* (3078,11.784863471984863) (2607,11.663612365722656) (498,11.563896179199219) (540,11.35572624206543) (3375,11.296049118041992) (307,11.29555606842041)* (488,11.269590377807617) (486,11.066923141479492) (1854,11.0614595413208) (1375,11.050384521484375)* (2840,10.918853759765625)* (1389,10.807509422302246) (1447,10.789519309997559) (1043,10.603178024291992) (3081,10.588554382324219) (5437,10.587831497192383)
663: (395,12.567314147949219) (385,12.161883354187012) (367,11.377239227294922) (382,11.37485122680664) (372,11.368800163269043) (399,11.364175796508789) (414,11.278227806091309) (373,11.232128143310547) (368,11.215659141540527) (5078,11.198707580566406) (5083,11.196928977966309) (411,11.163403511047363) (5085,11.14696216583252) (5092,11.116429328918457) (1930,11.1126708984375) (1918,11.08177375793457) (5095,11.077815055847168) (398,11.074068069458008) (415,11.063175201416016) (5091,11.061541557312012)
664: (977,13.244434356689453) (964,12.948412895202637) (195,12.940174102783203) (621,12.567451477050781) (4222,12.482256889343262) (2375,12.472270011901855) (2572,12.326005935668945) (12495,12.266962051391602) (1418,12.260149002075195) (3248,12.243070602416992) (162,12.034331321716309) (217,11.990240097045898) (206,11.975401878356934) (2276,11.917770385742188) (615,11.917715072631836) (5636,11.828956604003906) (2473,11.808690071105957) (1228,11.721206665039062) (2381,11.675590515136719) (3411,11.642646789550781)
665: (187,13.266644477844238) (51,12.99280834197998) (599,12.83586597442627) (190,12.655417442321777)* (59,12.568194389343262)* (227,12.107531547546387) (172,11.85025405883789) (238,11.824771881103516) (441,11.620597839355469) (65,11.476420402526855)* (65,11.476420402526855)* (1098,11.334585189819336) (234,11.238595962524414)* (203,11.213905334472656)* (1713,11.0103120803833)* (88,10.944157600402832) (166,10.92335033416748) (986,10.848649978637695) (868,10.769584655761719) (3201,10.754685401916504)
666: (159,14.231049537658691)* (441,13.170309066772461)* (1707,12.962459564208984)* (450,12.90472412109375) (154,12.896101951599121) (81,12.633731842041016) (173,12.389094352722168) (72,12.311727523803711)* (72,12.311727523803711)* (1083,12.22040843963623) (986,12.096441268920898) (429,12.004850387573242) (2030,12.001666069030762) (599,11.91998291015625) (1298,11.881131172180176) (418,11.805525779724121) (1504,11.596227645874023) (631,11.511079788208008) (233,11.440845489501953)* (238,11.310591697692871)
667: (475,10.303110122680664) (327,9.904915809631348) (349,9.632655143737793)* (329,9.559622764587402) (1042,9.507375717163086) (531,9.391292572021484)* (1032,9.350983619689941) (317,9.340824127197266) (331,9.255887031555176) (289,9.098357200622559)* (461,9.08103084564209)* (468,9.0217924118042)* (300,9.012396812438965)* (301,8.983009338378906) (299,8.933428764343262) (458,8.8394136428833) (310,8.74613094329834) (913,8.739465713500977) (543,8.713424682617188) (332,8.677638053894043)
668: (714,12.052654266357422)* (708,11.621319770812988)* (3741,11.321141242980957) (924,10.993282318115234)* (4828,10.650529861450195) (3747,10.606880187988281) (5772,10.553380966186523) (1775,10.544889450073242) (725,10.466099739074707) (2983,10.42536735534668) (2344,10.410652160644531) (5441,10.378694534301758) (3382,10.312678337097168) (1755,10.306547164916992) (1545,10.248907089233398)* (283,10.21385383605957) (6121,10.19329833984375) (9229,10.129300117492676) (4818,10.103910446166992) (4850,10.050628662109375)*
669: (646,11.724266052246094) (464,11.25748348236084) (802,11.121600151062012) (679,10.875085830688477) (681,10.870895385742188) (458,10.846508026123047)* (1246,10.843806266784668) (321,10.816259384155273)* (1043,10.784018516540527) (680,10.720078468322754) (1047,10.694554328918457) (5749,10.566996574401855) (686,10.261399269104004) (89,10.253361701965332)* (324,10.177458763122559) (790,10.131258964538574)* (470,10.078654289245605) (528,10.047411918640137) (701,10.019139289855957) (544,9.936406135559082)
670: (331,11.178333282470703) (2083,10.918252944946289) (475,10.42324447631836) (190,10.351152420043945) (228,10.125064849853516)* (526,9.904230117797852) (703,9.837632179260254) (7324,9.691437721252441) (757,9.641936302185059) (547,9.607614517211914) (1632,9.508781433105469) (539,9.500345230102539) (89,9.474115371704102) (1613,9.469931602478027) (6374,9.463748931884766) (430,9.41842269897461) (1379,9.390406608581543) (58,9.38726806640625) (58,9.38726806640625) (173,9.370646476745605)
671: (455,9.023353576660156)* (646,8.754236221313477)* (502,8.385055541992188) (360,8.36689281463623) (7094,8.276244163513184) (3557,8.044940948486328) (3176,7.997581481933594) (289,7.835811138153076) (7090,7.755293846130371) (1659,7.744211196899414) (161,7.743000030517578) (7088,7.741513729095459) (7093,7.7093186378479) (7084,7.687873363494873) (708,7.680118083953857) (4469,7.672902584075928) (701,7.666867256164551) (4462,7.657101154327393) (2984,7.647505760192871) (7092,7.635329246520996)
672: (1191,10.527167320251465) (537,10.522177696228027) (1186,10.475196838378906)* (1197,10.306365966796875) (1863,10.16787052154541) (492,10.155611991882324) (2850,10.144753456115723) (209,10.05510425567627) (830,10.043006896972656) (779,10.010809898376465) (687,9.99825382232666) (230,9.983315467834473) (1181,9.94052505493164) (2608,9.890373229980469) (471,9.787114143371582) (1868,9.73141098022461) (5966,9.707176208496094) (498,9.703069686889648) (1198,9.67561149597168) (198,9.66861629486084)
673: (366,14.142234802246094)* (4177,12.523704528808594) (2352,11.884439468383789) (4747,11.671178817749023) (9193,11.642281532287598)* (708,11.488863945007324)* (714,11.422611236572266) (1377,11.341669082641602) (10827,11.326728820800781) (533,11.242924690246582) (3859,11.205242156982422) (7322,11.202800750732422) (2983,11.157166481018066) (3568,11.105398178100586) (230,11.081865310668945) (3400,11.077564239501953) (7857,11.0382661819458) (5441,10.999221801757812) (683,10.934659957885742) (705,10.844907760620117)
674: (295,10.586206436157227) (400,10.51231861114502)* (790,10.472015380859375) (2094,10.44243335723877)* (701,10.429580688476562) (543,10.398492813110352)* (292,10.3272123336792)* (306,10.32182788848877)* (333,10.22064208984375) (328,10.218456268310547) (674,10.097768783569336) (318,10.062491416931152) (1034,9.971464157104492) (523,9.926774024963379) (679,9.864424705505371) (302,9.82099723815918)* (349,9.781393051147461) (67,9.741697311401367) (67,9.741697311401367) (1904,9.653491973876953)
675: (55,10.657072067260742)* (2521,10.595390319824219)* (58,10.36742115020752) (58,10.36742115020752) (71,10.298654556274414) (71,10.298654556274414) (1243,10.282486915588379) (3324,10.197321891784668) (1934,9.823030471801758)* (298,9.821455955505371) (972,9.682448387145996) (526,9.673666000366211) (295,9.606208801269531)* (302,9.57773208618164) (2083,9.574013710021973) (701,9.536874771118164) (291,9.498456001281738) (310,9.457002639770508) (300,9.436323165893555)* (530,9.341705322265625)*
676: (843,14.37787914276123) (198,14.227839469909668)* (1513,13.832430839538574) (226,13.575316429138184) (1974,13.53473949432373) (1249,13.496719360351562) (220,13.261752128601074) (163,13.231461524963379) (856,13.223974227905273)* (982,12.817249298095703)* (1360,12.57274055480957)* (517,12.291838645935059) (868,12.249597549438477) (920,11.951654434204102) (724,11.936467170715332)* (1044,11.867829322814941) (2346,11.78945541381836) (1406,11.76404094696045) (1527,11.76272201538086) (2595,11.750505447387695)
