userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,10.038695335388184) (174,9.181574821472168) (1013,9.02889633178711) (511,8.85941219329834) (998,8.854972839355469) (59,8.849895477294922)* (180,8.843531608581543) (175,8.82432746887207) (722,8.8208646774292) (601,8.747257232666016) (997,8.693185806274414) (187,8.661480903625488) (697,8.50511646270752) (877,8.375199317932129) (1122,8.354081153869629) (4649,8.337584495544434) (1394,8.27284049987793) (715,8.221888542175293) (1713,8.186243057250977) (1073,8.039937019348145)
633: (198,11.23359489440918) (2352,10.214835166931152) (501,9.827362060546875) (932,9.600732803344727) (6480,9.29024600982666) (719,9.178507804870605) (438,9.159529685974121) (1406,9.140776634216309) (1545,8.98017692565918) (3745,8.959240913391113) (1241,8.951519966125488) (4828,8.844514846801758) (3378,8.719121932983398) (472,8.47073745727539) (3928,8.406196594238281) (966,8.373350143432617) (1186,8.329858779907227) (3743,8.263385772705078) (1046,8.219463348388672) (499,8.089427947998047)
634: (289,12.734434127807617) (288,9.36668586730957) (329,8.816180229187012) (681,8.779877662658691) (1740,8.681419372558594) (3756,8.578658103942871) (680,8.53938102722168) (461,8.537814140319824) (523,8.520124435424805) (3081,8.487135887145996) (306,8.420918464660645) (1243,8.369770050048828) (307,8.275613784790039) (2020,8.213258743286133) (294,8.154305458068848) (342,8.125338554382324) (2051,8.076157569885254) (701,7.935240745544434) (291,7.9287261962890625) (71,7.868618965148926)
635: (163,10.582674026489258) (3112,10.479034423828125) (857,10.359643936157227) (614,10.122312545776367) (199,10.088997840881348) (212,9.975768089294434)* (159,9.948302268981934)* (215,9.624560356140137) (1416,9.6090726852417) (554,9.424905776977539) (88,9.414193153381348) (703,9.31179428100586) (630,9.285712242126465) (1639,8.994908332824707) (620,8.883177757263184) (959,8.640045166015625) (226,8.550642013549805) (858,8.536108016967773) (599,8.52960205078125) (1411,8.528377532958984)
636: (289,15.299039840698242)* (294,11.664485931396484)* (349,10.5775785446167)* (913,9.982361793518066) (320,9.91422176361084) (1464,9.777941703796387) (306,9.67307186126709) (455,9.651935577392578) (1740,9.442268371582031) (3466,9.320667266845703) (97,9.258089065551758) (1243,9.222209930419922) (889,9.151910781860352) (285,9.150154113769531) (6308,9.124258995056152) (1032,9.119647979736328) (55,9.09999942779541)* (340,9.092689514160156) (2523,9.088008880615234) (1580,9.014326095581055)
637: (707,12.114108085632324) (227,11.733092308044434) (868,11.708049774169922) (1639,11.105705261230469) (1406,10.877532958984375) (1412,10.799792289733887) (163,10.531177520751953) (1803,10.28436279296875) (198,9.987003326416016) (1426,9.782179832458496)* (1416,9.75106430053711) (1369,9.452009201049805) (952,9.448446273803711) (732,9.14486026763916) (2343,9.114561080932617) (396,8.899115562438965) (975,8.84695053100586) (1249,8.753024101257324)* (855,8.74847412109375) (1810,8.724547386169434)
638: (1032,10.810577392578125) (157,10.687934875488281) (2020,9.337282180786133) (292,9.095099449157715)* (320,9.086006164550781) (310,9.074546813964844) (544,9.05876350402832)* (466,8.798111915588379)* (318,8.76780891418457)* (468,8.706768035888672) (293,8.690826416015625) (679,8.659825325012207)* (913,8.611334800720215) (352,8.554098129272461) (1934,8.551881790161133) (528,8.536879539489746) (1243,8.497183799743652)* (311,8.418718338012695) (543,8.413318634033203)* (525,8.397433280944824)
639: (11193,9.566070556640625) (1394,9.292521476745605) (229,8.688140869140625) (57,8.680037498474121) (3863,8.53620433807373) (4024,8.455878257751465) (4037,8.25516128540039) (80,8.097942352294922) (306,8.09727954864502) (661,8.090981483459473) (4113,8.079498291015625) (10840,8.077961921691895) (5071,8.052059173583984) (54,8.035625457763672) (54,8.035625457763672) (774,8.029333114624023) (190,8.019790649414062) (69,7.925484657287598) (69,7.925484657287598) (88,7.845526695251465)
640: (227,11.550028800964355)* (707,10.76789379119873) (1639,10.728618621826172) (1426,10.528627395629883)* (1416,10.325921058654785) (712,9.932920455932617) (614,9.760549545288086)* (917,9.713034629821777) (1406,9.279275894165039) (2861,9.154413223266602) (7792,9.1384916305542) (2834,9.126415252685547) (607,9.109389305114746) (975,8.972929000854492) (717,8.903963088989258) (1468,8.863592147827148) (1803,8.778529167175293)* (4369,8.716470718383789) (2855,8.67166805267334)* (857,8.621888160705566)
641: (289,11.846465110778809)* (537,9.487924575805664) (498,9.330374717712402) (523,9.226410865783691) (403,9.102635383605957) (687,9.031654357910156) (481,8.95373249053955)* (1243,8.947805404663086) (499,8.94398307800293) (680,8.938898086547852) (2977,8.57739543914795) (538,8.288795471191406) (307,8.120715141296387) (461,8.061060905456543) (198,8.054526329040527) (966,8.050084114074707) (306,8.023857116699219) (524,8.010629653930664) (288,7.976543426513672) (362,7.879849910736084)
642: (580,11.113237380981445)* (5660,9.737348556518555) (3458,9.616504669189453) (5659,9.367897987365723) (588,9.295732498168945) (3006,9.06317138671875) (594,8.780461311340332) (2466,8.738740921020508) (8112,8.521646499633789) (582,8.467100143432617) (14079,8.413189888000488) (12123,8.355475425720215) (14080,8.332474708557129) (2902,8.276477813720703) (5375,8.243826866149902) (12057,8.241023063659668) (8124,8.224432945251465) (1416,8.22315788269043) (2993,8.201841354370117) (583,8.16563892364502)*
643: (3259,10.052210807800293) (620,9.980199813842773) (2277,9.397377014160156) (1166,9.242989540100098) (961,9.159329414367676) (2139,8.869206428527832) (858,8.73158073425293) (703,8.670777320861816) (418,8.620783805847168) (900,8.525968551635742) (1106,8.470882415771484) (167,8.412872314453125) (4153,8.399680137634277) (903,8.368389129638672) (4384,8.36214542388916)* (11230,8.297256469726562) (58,8.24135971069336) (58,8.24135971069336) (228,8.225146293640137) (430,8.207672119140625)
644: (88,11.380148887634277) (215,10.515671730041504) (703,10.28791332244873) (199,9.988698959350586) (429,9.815797805786133)* (159,9.154189109802246) (163,9.1499605178833)* (228,9.149407386779785) (603,8.919597625732422) (604,8.85954761505127) (614,8.81299877166748)* (444,8.230012893676758) (3462,8.125961303710938) (1400,8.12268352508545) (206,8.107758522033691) (858,8.037372589111328) (226,8.036172866821289) (3112,7.937809944152832) (196,7.904189586639404) (868,7.726475238800049)
645: (1464,9.815583229064941) (601,9.617372512817383) (900,9.595694541931152) (1825,9.584254264831543) (157,9.113080978393555) (4348,8.895758628845215) (258,8.849674224853516) (253,8.84798812866211) (3313,8.83226203918457) (77,8.732311248779297) (77,8.732311248779297) (3304,8.682023048400879) (180,8.6753511428833) (251,8.54263687133789) (187,8.467758178710938) (1820,8.417525291442871) (1013,8.38492202758789) (3310,8.336163520812988) (913,8.319631576538086) (12129,8.26628303527832)
646: (289,15.770362854003906)* (544,10.16428279876709) (294,9.732293128967285) (1428,9.238465309143066) (2020,9.158778190612793) (1037,9.11523151397705) (464,9.084569931030273) (793,8.786849021911621) (545,8.748557090759277) (1456,8.737558364868164) (325,8.713274002075195)* (531,8.619362831115723) (543,8.555192947387695) (538,8.421212196350098)* (802,8.31089973449707) (455,8.287362098693848) (1059,8.247883796691895) (295,8.233431816101074)* (528,8.19698429107666)* (329,8.188172340393066)
647: (199,9.93781566619873) (703,8.981257438659668) (429,8.92329216003418)* (1166,8.792121887207031) (603,8.716375350952148) (3259,8.706875801086426) (88,8.669195175170898) (858,8.522575378417969) (1424,8.50871467590332) (215,8.401466369628906) (1957,8.390825271606445) (2542,8.341131210327148)* (2139,8.308903694152832) (3902,8.113268852233887) (620,8.081672668457031) (170,8.047473907470703) (977,8.012473106384277) (10615,7.994513034820557) (4153,7.9812517166137695) (227,7.896892070770264)
649: (1179,11.036365509033203) (503,10.572918891906738)* (710,10.552186965942383) (726,10.523709297180176) (1406,10.511239051818848) (923,10.36553955078125) (957,9.76154899597168)* (188,9.546424865722656) (1104,9.083285331726074) (841,8.971510887145996) (954,8.966914176940918) (6289,8.897395133972168) (25,8.876651763916016) (1131,8.870979309082031) (1338,8.864224433898926) (512,8.859454154968262) (808,8.801775932312012)* (3719,8.712270736694336) (489,8.624580383300781) (1281,8.613184928894043)
650: (475,10.0913667678833) (198,9.970365524291992) (230,9.698105812072754) (703,9.31696891784668) (1406,9.302711486816406) (707,8.96117877960205) (498,8.952858924865723)* (499,8.90631103515625) (88,8.869112968444824) (489,8.663363456726074) (726,8.658738136291504) (306,8.618597984313965) (227,8.55908489227295) (537,8.405755043029785) (533,8.19861125946045) (497,8.196131706237793) (157,8.194232940673828) (3462,8.135604858398438) (1116,8.081245422363281) (614,7.901608467102051)
651: (289,12.289793968200684)* (294,9.210582733154297) (306,8.70707893371582) (67,8.46166706085205)* (67,8.46166706085205)* (349,8.167046546936035) (913,8.144031524658203) (3500,8.089747428894043) (155,7.850374221801758) (1556,7.840089797973633) (1009,7.820418834686279) (71,7.802485466003418) (71,7.802485466003418) (389,7.748937606811523)* (320,7.693512439727783) (722,7.665707111358643) (97,7.659600257873535) (1505,7.639041900634766) (265,7.635834693908691) (1081,7.626759052276611)
652: (198,12.275429725646973)* (707,10.926692962646484) (1131,10.007953643798828)* (489,9.709001541137695) (1179,9.526199340820312) (1406,9.173123359680176) (226,9.043088912963867) (497,8.892571449279785) (188,8.800224304199219) (843,8.698556900024414) (726,8.662008285522461) (930,8.436250686645508) (1113,8.414522171020508) (703,8.392345428466797) (181,8.309741973876953) (490,8.289769172668457) (614,8.278605461120605) (370,8.213184356689453) (537,8.107586860656738) (1125,8.020820617675781)
654: (198,10.536116600036621) (614,9.457812309265137) (227,8.90788459777832) (159,8.731382369995117) (1119,8.441232681274414) (183,8.43588638305664) (1406,8.392853736877441) (1116,8.354604721069336) (601,8.27564525604248) (1131,8.183830261230469) (918,8.070627212524414) (157,8.02567195892334) (917,7.951813697814941) (489,7.937642574310303) (1113,7.935091972351074) (718,7.913334846496582) (512,7.817461013793945) (1121,7.809103012084961) (954,7.645384788513184) (188,7.629066467285156)*
655: (289,12.034411430358887) (306,10.907330513000488) (157,10.806532859802246) (228,9.14780044555664) (190,9.099971771240234) (294,9.023994445800781) (468,8.981193542480469) (227,8.642884254455566) (1934,8.642112731933594) (3462,8.563232421875) (1243,8.354801177978516) (903,8.126659393310547) (701,8.091907501220703) (97,7.974810600280762) (329,7.9419965744018555) (523,7.8844313621521) (258,7.785366535186768) (913,7.767477512359619) (1032,7.727179527282715) (3466,7.611483097076416)
656: (1013,9.501229286193848) (1076,9.403902053833008) (959,9.003397941589355) (99,8.72911262512207) (997,8.513910293579102) (1001,8.488832473754883) (2029,8.370061874389648) (187,8.363619804382324) (918,8.291439056396484) (3920,8.272562026977539) (6064,8.270036697387695) (998,8.255602836608887)* (3265,7.948610305786133) (11724,7.729811668395996) (999,7.715093612670898) (1017,7.576429843902588) (1000,7.544766426086426) (96,7.504508018493652) (877,7.478173732757568) (1464,7.472582817077637)
657: (1796,9.327006340026855) (3056,9.299901962280273) (3837,9.137359619140625) (2734,9.09578800201416) (759,8.841156959533691)* (4904,8.618882179260254) (1400,8.441751480102539) (393,8.359705924987793) (15165,8.345877647399902) (409,8.138724327087402) (18384,8.07475757598877) (3827,8.021995544433594) (18380,7.998997211456299) (11170,7.944909572601318) (392,7.887002468109131) (18383,7.862586498260498) (1788,7.796602725982666) (4802,7.784894943237305) (4906,7.760015487670898) (12291,7.736403942108154)
658: (64,9.022425651550293)* (64,9.022425651550293)* (159,8.984132766723633) (172,8.960174560546875) (190,8.654991149902344) (703,8.486400604248047) (88,8.41792106628418) (228,8.26723861694336) (429,8.14521598815918) (81,7.881560802459717) (961,7.838774681091309) (59,7.722299575805664) (620,7.7139177322387695) (715,7.61314582824707) (697,7.592034339904785) (1400,7.576118469238281) (3676,7.570109844207764) (54,7.542018413543701) (54,7.542018413543701) (99,7.540445327758789)
659: (289,14.069381713867188)* (288,10.161770820617676)* (294,9.954236030578613) (306,9.296346664428711) (913,8.775856018066406) (157,8.728208541870117) (2020,8.409950256347656) (701,8.11517333984375) (320,8.024799346923828) (310,8.024659156799316) (523,8.01950740814209)* (325,7.93661642074585) (55,7.880763053894043)* (1032,7.852525234222412) (311,7.836526393890381)* (525,7.831587791442871) (296,7.7595534324646) (1456,7.669253826141357) (461,7.603979587554932) (295,7.552316665649414)
660: (6308,8.669687271118164) (11724,8.136664390563965) (9234,8.13402271270752) (1505,8.123034477233887) (3501,8.100383758544922) (289,8.059155464172363) (4024,7.867938995361328) (7096,7.754304885864258) (8652,7.752853870391846) (8900,7.728049278259277) (390,7.7240800857543945) (9656,7.666107654571533) (6504,7.642117023468018) (8889,7.606518268585205) (8888,7.590073108673096) (8895,7.537037372589111) (1942,7.534240245819092) (3267,7.50785493850708) (8898,7.503974437713623) (8893,7.502964496612549)
661: (2328,11.349286079406738) (13502,11.338513374328613) (10030,11.139753341674805) (6952,11.108080863952637) (10031,11.051148414611816) (9688,11.006918907165527) (10029,11.002307891845703) (10037,10.992684364318848) (10034,10.988041877746582) (6953,10.890470504760742) (16030,10.806984901428223) (16029,10.80322551727295) (10032,10.768226623535156) (6951,10.678918838500977) (2305,10.619449615478516) (17979,10.558792114257812) (5058,10.5421781539917) (2320,10.448966979980469) (10035,10.430500030517578) (13498,10.371135711669922)
662: (307,11.024645805358887)* (687,10.80257511138916) (537,10.703154563903809) (1246,10.54347038269043) (1243,9.873156547546387) (680,9.691526412963867) (523,9.51894474029541) (289,9.360304832458496) (681,9.191117286682129) (228,8.908215522766113) (682,8.786749839782715) (4762,8.639182090759277) (524,8.596328735351562) (229,8.491015434265137) (3374,8.444849014282227) (3373,8.382633209228516) (190,8.29692268371582) (196,8.250317573547363) (498,8.238786697387695) (3370,8.237990379333496)
663: (5083,10.439659118652344) (5085,10.422883033752441) (12281,10.256817817687988) (14693,10.028916358947754) (12275,9.659253120422363) (12276,9.430990219116211) (2734,9.322240829467773) (5092,9.265835762023926) (12274,9.241195678710938) (5094,9.168007850646973) (14694,9.139165878295898) (14690,9.104288101196289) (14695,9.066056251525879) (5091,9.04124927520752) (5089,9.014399528503418) (2093,8.94669246673584) (2102,8.854249000549316) (5095,8.836743354797363) (12273,8.741111755371094) (5090,8.728277206420898)
664: (977,9.280618667602539) (199,8.896036148071289) (1418,8.886747360229492) (88,8.480494499206543) (170,8.4647798538208) (3411,8.039324760437012) (1957,7.955923557281494) (205,7.9075469970703125) (195,7.848273277282715) (3028,7.788790702819824) (10610,7.73816442489624) (215,7.656503200531006) (10613,7.606630325317383) (227,7.530086517333984) (703,7.52833366394043) (11607,7.4820733070373535) (11004,7.46834659576416) (2573,7.44133186340332) (2771,7.413030624389648) (2716,7.395052909851074)
665: (227,10.402544021606445) (868,10.113114356994629) (190,9.483834266662598)* (59,9.367199897766113)* (703,9.350329399108887) (88,9.232316970825195) (959,9.228544235229492) (961,9.173781394958496) (172,9.142889022827148) (51,9.064443588256836) (64,9.029805183410645) (64,9.029805183410645) (81,8.925833702087402) (1713,8.909061431884766)* (187,8.840797424316406) (163,8.666410446166992) (228,8.651098251342773) (54,8.52441692352295) (54,8.52441692352295) (620,8.47821044921875)
666: (72,11.179195404052734)* (72,11.179195404052734)* (36,10.741920471191406) (985,10.411210060119629) (1411,9.963427543640137) (172,9.636007308959961) (59,9.246526718139648) (511,8.976062774658203) (959,8.7437744140625) (39,8.741579055786133) (949,8.73714542388916) (1888,8.693342208862305) (3110,8.59036636352539) (863,8.453700065612793) (251,8.419230461120605) (1213,8.409543991088867) (986,8.34512996673584) (3441,8.250786781311035) (690,8.148476600646973) (1225,8.124698638916016)
667: (289,15.545266151428223)* (1032,11.796979904174805) (468,11.51151180267334)* (294,11.132102966308594) (475,10.990691184997559) (157,10.725784301757812)* (461,10.582952499389648)* (544,9.963130950927734) (1455,9.844533920288086) (1934,9.39888858795166) (310,9.3463716506958) (161,9.221501350402832) (329,9.112820625305176) (349,8.88377571105957)* (523,8.872149467468262) (458,8.72835636138916) (531,8.655476570129395)* (464,8.627313613891602)* (915,8.596643447875977) (290,8.586688041687012)
